Unnamed: 0,input,target,bins,input_ru,pred
29,"I have three pianos, a violin, a clarinet, a trombone, two accordions, a trumpet, three flutes, and a drum.",13,13~18,"У меня есть три фортепиано, скрипка, кларнет, тромбон, два аккордеона, труба, три флейты и барабан.",Output: 12
30,"I have four apples, three blackberries, a plum, two microwaves, a nectarine, an orange, a grape, a peach, and a raspberry.",15,13~18,"У меня есть четыре яблока, три ежевики, слива, две микроволновки, нектарин, апельсин, виноград, персик и малина.",Output: 11
31,"I have three cauliflowers, three heads of broccoli, two yams, an onion, a carrot, a lettuce head, a potato, and a cabbage.",13,13~18,"У меня есть три цветной капусты, три головки брокколи, два батата, луковица, морковь, кочан салата, картофель и капуста.",Output: 9
32,"I have a plum, a chicken, two blackberries, a bear, an apple, three grapes, two cats, and two oranges.",13,13~18,"У меня есть слива, курица, две ежевики, медведь, яблоко, три виноградины, две кошки и два апельсина.",Output: 11
33,"I have a mouse, a cow, a bear, two rabbits, a fish, a cat, a chicken, and five snakes.",13,13~18,"У меня есть мышь, корова, медведь, два кролика, рыба, кот, курица и пять змей.",Output: 11
34,"I have a bear, a mouse, a duck, a snake, a snail, a chicken, a donkey, a cow, four goats, and a rabbit.",13,13~18,"У меня есть медведь, мышь, утка, змея, улитка, курица, осел, корова, четыре козы и кролик.",Output: 11
35,"I have a car, an oven, a microwave, two fridges, a chair, a lamp, a toaster, three stoves, and four tables.",15,13~18,"У меня есть машина, духовка, микроволновая печь, два холодильника, стул, лампа, тостер, три плиты и четыре стола.",Output: 12
36,"I have a peach, a banana, three apples, two nectarines, a strawberry, a blackberry, two raspberries, a grape, an orange, and a plum.",14,13~18,"У меня есть персик, банан, три яблока, два нектарина, клубника, ежевика, две малины, виноград, апельсин и слива.",Output: 11
37,"I have a table, a chair, four cars, an oven, a bed, a microwave, a stove, a couch, four lamps, and a toaster.",16,13~18,"У меня есть стол, стул, четыре машины, духовка, кровать, микроволновая печь, плита, диван, четыре лампы и тостер.",Output: 12
38,"I have a blackberry, a strawberry, three tables, an orange, a raspberry, three peaches, a nectarine, a couch, and two lamps.",14,13~18,"У меня есть ежевика, клубника, три стола, апельсин, малина, три персика, нектарин, диван и две лампы.",Output: 11
39,"I have a couch, four microwaves, two lamps, a stove, a fridge, a car, two ovens, and a chair.",13,13~18,"У меня есть диван, четыре микроволновки, две лампы, плита, холодильник, машина, две духовки и стул.",Output: 10
40,"I have a head of broccoli, a potato, three onions, three cabbages, a snail, a stalk of celery, a yam, a lettuce head, a carrot, and a garlic.",14,13~18,"У меня есть головка брокколи, картошка, три луковицы, три капусты, улитка, стебель сельдерея, батат, кочан салата, морковь и чеснок.",Output: 11
41,"I have three carrots, two stalks of celery, three yams, a cabbage, a lettuce head, an onion, a cauliflower, and a head of broccoli.",13,13~18,"У меня есть три моркови, два стебля сельдерея, три батата, капуста, кочан салата, луковица, цветная капуста и кочан брокколи.",Output: 9
42,"I have a table, three couches, an oven, a bed, a fridge, three chairs, three lamps, a car, a toaster, and a stove.",16,13~18,"У меня есть стол, три дивана, духовка, кровать, холодильник, три стула, три лампы, машина, тостер и плита.",Output: 13
43,"I have five raspberries, a banana, a peach, an apple, a blackberry, a nectarine, a grape, an orange, and two strawberries.",14,13~18,"У меня есть пять малины, банан, персик, яблоко, ежевика, нектарин, виноград, апельсин и две клубники.",Output: 10
44,"I have a trumpet, a frog, a cow, two ducks, a flute, a trombone, a clarinet, a piano, a violin, two accordions, and three drums.",15,13~18,"У меня есть труба, лягушка, корова, две утки, флейта, тромбон, кларнет, фортепиано, скрипка, два аккордеона и три барабана.",Output: 12
45,"I have a couch, two ovens, a table, a lamp, two stoves, five microwaves, and a fridge.",13,13~18,"У меня есть диван, две духовки, стол, лампа, две плиты, пять микроволновых печей и холодильник.",Output: 11
46,"I have three trombones, a piano, a flute, a clarinet, a violin, four accordions, a drum, and a trumpet.",13,13~18,"У меня есть три тромбона, фортепиано, флейта, кларнет, скрипка, четыре аккордеона, барабан и труба.",Output: 12
47,"I have three mice, a rabbit, a pig, a chicken, a cow, a cat, three snakes, four snails, a dog, and a frog.",17,13~18,"У меня есть три мыши, кролик, свинья, курица, корова, кошка, три змеи, четыре улитки, собака и лягушка.",Output: 15
48,"I have a snail, two dogs, a chicken, a mouse, a donkey, a rabbit, three frogs, two snakes, a goat, and a duck.",14,13~18,"У меня есть улитка, две собаки, курица, мышь, осел, кролик, три лягушки, две змеи, коза и утка.",Output: 12
49,"I have a garlic, an onion, a yam, a stalk of celery, three carrots, a cauliflower, a cabbage, a potato, a lettuce head, two cars, a table, and a head of broccoli.",15,13~18,"У меня есть чеснок, лук, батат, стебель сельдерея, три моркови, цветная капуста, капуста, картофель, кочан салата, две машины, стол и кочан брокколи.",Output: 12
50,"I have three strawberries, a flute, an accordion, two pianos, a trombone, a clarinet, a trumpet, a peach, a raspberry, a violin, and a drum.",14,13~18,"У меня есть три клубники, флейта, аккордеон, два фортепиано, тромбон, кларнет, труба, персик, малина, скрипка и барабан.",Output: 12
51,"I have a garlic, a potato, an onion, a head of broccoli, five cabbages, a lettuce head, a stalk of celery, a cauliflower, and two carrots.",14,13~18,"У меня есть чеснок, картофель, лук, кочан брокколи, пять кочанов капусты, кочан салата, стебель сельдерея, цветная капуста и две моркови.",Output: 10
52,"I have two cabbages, two garlics, an onion, a chicken, a lettuce head, a stalk of celery, a head of broccoli, a cauliflower, a yam, two carrots, and three mice.",16,13~18,"У меня есть две капусты, два чеснока, луковица, курица, кочан салата, стебель сельдерея, кочан брокколи, цветная капуста, батат, две моркови и три мыши.",Output: 12
53,"I have a fridge, two ovens, a stove, three tables, a bed, a microwave, a couch, a toaster, and two cars.",13,13~18,"У меня есть холодильник, две духовки, плита, три стола, кровать, микроволновая печь, диван, тостер и две машины.",Output: 11
54,"I have a snake, a bear, two potatoes, two cats, a cauliflower, a cow, a frog, a head of broccoli, a fish, a pig, a chicken, a donkey, and a snail.",15,13~18,"У меня есть змея, медведь, две картофелины, две кошки, цветная капуста, корова, лягушка, головка брокколи, рыба, свинья, курица, осел и улитка.",Output: 12
55,"I have three potatoes, a yam, an onion, three cabbages, a cauliflower, two garlics, a lettuce head, a head of broccoli, and three carrots.",16,13~18,"У меня есть три картофелины, батат, лук, три кочана капусты, цветная капуста, два чеснока, кочан салата, кочан брокколи и три моркови.",Output: 12
56,"I have a dog, two cows, two fish, a rabbit, a chicken, a cat, a drum, a frog, a bear, a violin, and a goat.",13,13~18,"У меня есть собака, две коровы, две рыбы, кролик, курица, кот, барабан, лягушка, медведь, скрипка и коза.",Output: 11
57,"I have an oven, a table, three beds, a stove, three lamps, a car, a fridge, a chair, and a microwave.",13,13~18,"У меня есть духовка, стол, три кровати, плита, три лампы, машина, холодильник, стул и микроволновая печь.",Output: 10
58,"I have an orange, a blackberry, a nectarine, a donkey, a cow, a raspberry, a duck, an apple, a strawberry, a grape, two bananas, a plum, and a peach.",14,13~18,"У меня есть апельсин, ежевика, нектарин, осел, корова, малина, утка, яблоко, клубника, виноград, два банана, слива и персик.",Output: 13
59,"I have a couch, five chairs, a fridge, a lamp, an oven, three beds, a table, a toaster, and a microwave.",15,13~18,"У меня есть диван, пять стульев, холодильник, лампа, духовка, три кровати, стол, тостер и микроволновая печь.",Output: 12
60,"I have a trumpet, two trombones, an orange, an accordion, a piano, a violin, two clarinets, a drum, three flutes, and a raspberry.",14,13~18,"У меня есть труба, два тромбона, апельсин, аккордеон, фортепиано, скрипка, два кларнета, барабан, три флейты и малина.",Output: 12
61,"I have three cars, a table, three couches, three beds, a microwave, a chair, a toaster, a lamp, an oven, and two fridges.",17,13~18,"У меня есть три машины, стол, три дивана, три кровати, микроволновая печь, стул, тостер, лампа, духовка и два холодильника.",Output: 13
62,"I have a dog, a rabbit, a mouse, a donkey, a cat, four frogs, a pig, a duck, a snake, and a goat.",13,13~18,"У меня есть собака, кролик, мышь, осел, кот, четыре лягушки, свинья, утка, змея и коза.",Output: 11
63,"I have three grapes, an accordion, a blackberry, three peaches, a nectarine, a raspberry, an orange, an apple, four strawberries, and a banana.",17,13~18,"У меня есть три виноградины, гармошка, ежевика, три персика, нектарин, малина, апельсин, яблоко, четыре клубники и банан.",Output: 12
64,"I have an apple, a banana, a drum, an orange, a grape, a trombone, three accordions, a raspberry, four blackberries, two peaches, and a nectarine.",17,13~18,"У меня есть яблоко, банан, барабан, апельсин, виноград, тромбон, три аккордеона, малина, четыре ежевики, два персика и нектарин.",Output: 13
65,"I have a trumpet, a drum, a violin, three flutes, two accordions, a clarinet, a trombone, a piano, a carrot, and two onions.",14,13~18,"У меня есть труба, барабан, скрипка, три флейты, два аккордеона, кларнет, тромбон, фортепиано, морковь и две луковицы.",Output: 11
66,"I have a bear, three fish, a frog, a mouse, three cows, a snake, a chicken, a duck, and a chair.",13,13~18,"У меня есть медведь, три рыбки, лягушка, мышь, три коровы, змея, курица, утка и стул.",Output: 10
67,"I have a cat, a frog, a bear, a snail, a mouse, a rabbit, three dogs, a duck, three cows, and a chicken.",14,13~18,"У меня есть кот, лягушка, медведь, улитка, мышь, кролик, три собаки, утка, три коровы и курица.",Output: 12
68,"I have three goats, a chicken, a fish, three pigs, three frogs, a snail, an onion, a donkey, a mouse, and a rabbit.",16,13~18,"У меня есть три козочки, курица, рыба, три свиньи, три лягушки, улитка, лук, осел, мышь и кролик.",Output: 12
69,"I have a cauliflower, two cabbages, three fish, a stalk of celery, a head of broccoli, a garlic, an onion, and four snails.",14,13~18,"У меня есть цветная капуста, две капусты, три рыбы, стебель сельдерея, головка брокколи, чеснок, лук и четыре улитки.",Output: 11
70,"I have four yams, a cabbage, a cauliflower, a lamp, a potato, a head of broccoli, a stove, a carrot, a garlic, an onion, a bed, and a stalk of celery.",15,13~18,"У меня есть четыре батата, капуста, цветная капуста, лампа, картошка, кочан брокколи, плита, морковь, чеснок, лук, грядка и стебель сельдерея.",Output: 12
71,"I have a cow, a cat, two bears, a duck, a rabbit, two chickens, three snakes, a grape, a nectarine, a strawberry, and a frog.",15,13~18,"У меня есть корова, кошка, два медведя, утка, кролик, две курицы, три змеи, виноград, нектарин, клубника и лягушка.",Output: 13
72,"I have a peach, a snake, two apples, a blackberry, two raspberries, a mouse, a plum, an orange, a nectarine, a strawberry, a banana, and a grape.",14,13~18,"У меня есть персик, змея, два яблока, ежевика, две малины, мышь, слива, апельсин, нектарин, клубника, банан и виноград.",Output: 12
73,"I have two carrots, two cabbages, a potato, a garlic, three onions, a trumpet, a yam, a stalk of celery, a lettuce head, a cauliflower, and a clarinet.",15,13~18,"У меня есть две моркови, две капусты, картошка, чеснок, три луковицы, труба, батат, стебель сельдерея, кочан салата, цветная капуста и кларнет.",Output: 12
74,"I have a plum, a banana, a blackberry, a nectarine, a raspberry, an orange, a peach, four heads of broccoli, a grape, an apple, and a strawberry.",14,13~18,"У меня есть слива, банан, ежевика, нектарин, малина, апельсин, персик, четыре головки брокколи, виноград, яблоко и клубника.",Output: 11
75,"I have an onion, a potato, four stalks of celery, a yam, a cabbage, three garlics, a carrot, a cauliflower, a couch, two lettuce heads, a head of broccoli, and a lamp.",18,18~25,"У меня есть луковица, картофель, четыре стебля сельдерея, батат, капуста, три чеснока, морковь, цветная капуста, диван, два кочана салата, кочан брокколи и лампа.",Output: 13
76,"I have two rabbits, a mouse, two snails, a bear, a pig, a blackberry, a cat, two donkeys, a goat, a cow, and five snakes.",18,18~25,"У меня есть два кролика, мышь, две улитки, медведь, свинья, ежевика, кошка, два осла, коза, корова и пять змей.",Output: 14
77,"I have a stove, a couch, a lamp, two fridges, a bed, four ovens, a car, four toasters, a microwave, and five chairs.",21,18~25,"У меня есть плита, диван, лампа, два холодильника, кровать, четыре духовки, машина, четыре тостера, микроволновая печь и пять стульев.",Output: 1 + 1 + 1
78,"I have a dog, four chickens, four donkeys, three pigs, four bears, three mice, and a cat.",20,18~25,"У меня есть собака, четыре курицы, четыре осла, три свиньи, четыре медведя, три мыши и кошка.",Output: 15
79,"I have a piano, four flutes, three violins, a stalk of celery, two drums, two lettuce heads, a trumpet, a potato, an accordion, a clarinet, and three trombones.",20,18~25,"У меня есть фортепиано, четыре флейты, три скрипки, стебель сельдерея, два барабана, две головки салата, труба, картошка, аккордеон, кларнет и три тромбона.",Output: 15
80,"I have a garlic, three cauliflowers, five cabbages, a yam, a nectarine, a stalk of celery, a strawberry, a head of broccoli, an onion, four potatoes, and a carrot.",20,18~25,"У меня есть чеснок, три цветные капусты, пять кочанов капусты, батат, нектарин, стебель сельдерея, клубника, головка брокколи, луковица, четыре картофеля и морковь.",Output: 12
81,"I have an onion, a head of broccoli, a potato, a yam, four stalks of celery, four garlics, a carrot, a cabbage, three lettuce heads, and a cauliflower.",18,18~25,"У меня есть луковица, кочан брокколи, картофель, батат, четыре стебля сельдерея, четыре чеснока, морковь, капуста, три кочана салата и цветная капуста.",Output: 11
82,"I have three apples, a garlic, two raspberries, a nectarine, two oranges, a stalk of celery, a peach, a plum, three blackberries, a potato, and four strawberries.",20,18~25,"У меня есть три яблока, чеснок, две малины, нектарин, два апельсина, стебель сельдерея, персик, слива, три ежевики, картошка и четыре клубники.",Output: 15
83,"I have a blackberry, two carrots, a raspberry, a yam, three garlics, a potato, a cauliflower, three cabbages, an onion, a lettuce head, an orange, and three stalks of celery.",19,18~25,"У меня есть ежевика, две моркови, малина, батат, три чеснока, картошка, цветная капуста, три кочана капусты, лук, кочан салата, апельсин и три стебля сельдерея.",Output: 13
84,"I have an apple, three blackberries, two strawberries, four nectarines, a banana, an orange, a peach, a plum, a raspberry, five grapes, and a flute.",21,18~25,"У меня есть яблоко, три ежевики, две клубники, четыре нектарина, банан, апельсин, персик, слива, малина, пять виноградин и флейта.",Output: 13
85,"I have a grape, two plums, two strawberries, a banana, two blackberries, two nectarines, three donkeys, a peach, three dogs, an apple, an orange, a snake, and a raspberry.",21,18~25,"У меня есть виноград, две сливы, две клубники, банан, две ежевики, два нектарина, три осла, персик, три собаки, яблоко, апельсин, змея и малина.",Output: 15
86,"I have a stove, two toasters, a fridge, a bed, two couches, three chairs, three ovens, a microwave, a table, and five cars.",20,18~25,"У меня есть плита, два тостера, холодильник, кровать, два дивана, три стула, три духовки, микроволновая печь, стол и пять машин.",Output: 15
87,"I have a stalk of celery, a lettuce head, five cabbages, a garlic, a grape, an onion, a cauliflower, a strawberry, two carrots, a potato, a yam, a nectarine, and a head of broccoli.",18,18~25,"У меня есть стебель сельдерея, кочан салата, пять кочанов капусты, чеснок, виноград, лук, цветная капуста, клубника, две моркови, картофель, батат, нектарин и головка брокколи.",Output: 14
88,"I have four stoves, a fridge, a table, three toasters, a chair, a car, two beds, an oven, and four couches.",18,18~25,"У меня четыре плиты, холодильник, стол, три тостера, стул, машина, две кровати, духовка и четыре дивана.",Output: 15
89,"I have a cow, a carrot, a cat, three donkeys, two frogs, a stalk of celery, a goat, a cabbage, a dog, two pigs, a fish, a snail, and four rabbits.",20,18~25,"У меня есть корова, морковка, кот, три осла, две лягушки, стебель сельдерея, коза, капуста, собака, две свиньи, рыба, улитка и четыре кролика.",Output: 14
90,"I have a pig, a table, five snakes, a cow, a bear, a microwave, three fish, a rabbit, a mouse, three frogs, a chicken, two cats, and a bed.",22,18~25,"У меня есть свинья, стол, пять змей, корова, медведь, микроволновка, три рыбки, кролик, мышь, три лягушки, курица, две кошки и кровать.",Output: 14
91,"I have a head of broccoli, a car, a carrot, a stalk of celery, four cabbages, five potatoes, an onion, a toaster, a yam, an oven, and a garlic.",18,18~25,"У меня есть кочан брокколи, машина, морковь, стебель сельдерея, четыре капусты, пять картофелин, лук, тостер, батат, духовка и чеснок.",Output: 12
92,"I have five dogs, two donkeys, a cat, a pig, a mouse, three bears, a snail, a rabbit, two fish, and a cow.",18,18~25,"У меня пять собак, два осла, кошка, свинья, мышь, три медведя, улитка, кролик, две рыбы и корова.",Output: 15
93,"I have four cabbages, a stalk of celery, a potato, a carrot, three cauliflowers, an apple, a garlic, a lettuce head, two heads of broccoli, an orange, an onion, and four bananas.",21,18~25,"У меня есть четыре кочана капусты, стебель сельдерея, картошка, морковь, три цветной капусты, яблоко, чеснок, кочан салата, две головки брокколи, апельсин, луковица и четыре банана.",Output: 14
94,"I have a bed, five toasters, a microwave, four chairs, four fridges, a table, an oven, and a couch.",18,18~25,"У меня есть кровать, пять тостеров, микроволновая печь, четыре стула, четыре холодильника, стол, духовка и диван.",Output: 17
95,"I have five drums, three accordions, two flutes, three trumpets, a clarinet, a piano, a violin, and two trombones.",18,18~25,"У меня пять барабанов, три аккордеона, две флейты, три трубы, кларнет, фортепиано, скрипка и два тромбона.",Output: 15
96,"I have a raspberry, a grape, a peach, an orange, a car, three plums, an apple, a nectarine, three bananas, a strawberry, a blackberry, four fridges, and a stove.",20,18~25,"У меня есть малина, виноград, персик, апельсин, машина, три сливы, яблоко, нектарин, три банана, клубника, ежевика, четыре холодильника и плита.",Output: 14
97,"I have a head of broccoli, three onions, a carrot, two lettuce heads, four stalks of celery, a cauliflower, a yam, a potato, three cabbages, and a garlic.",18,18~25,"У меня есть головка брокколи, три луковицы, морковь, две головки салата, четыре стебля сельдерея, цветная капуста, батат, картофель, три кочана капусты и чеснок.",Output: 12
98,"I have three donkeys, a chicken, three bears, a mouse, two goats, three snakes, a frog, a snail, two pigs, and a cow.",18,18~25,"У меня есть три осла, курица, три медведя, мышь, две козы, три змеи, лягушка, улитка, две свиньи и корова.",Output: 15
99,"I have a banana, a plum, a raspberry, an apple, two blackberries, a grape, an orange, a strawberry, three peaches, a garlic, and five nectarines.",18,18~25,"У меня есть банан, слива, малина, яблоко, две ежевики, виноград, апельсин, клубника, три персика, чеснок и пять нектаринов.",Output: 14
100,"I have two strawberries, an orange, two raspberries, three plums, a peach, a blackberry, a nectarine, a banana, a grape, and five apples.",18,18~25,"У меня есть две клубники, апельсин, две малины, три сливы, персик, ежевика, нектарин, банан, виноград и пять яблок.",Output: 14
101,"I have a lettuce head, a yam, a stalk of celery, a potato, four cabbages, four garlics, a cow, four onions, a cauliflower, a head of broccoli, and a carrot.",20,18~25,"У меня есть кочан салата, батат, стебель сельдерея, картофель, четыре кочана капусты, четыре чеснока, корова, четыре луковицы, цветная капуста, кочан брокколи и морковь.",Output: 12
102,"I have three snakes, three cats, a dog, a cow, three snails, a donkey, a goat, a duck, three pigs, and a fish.",18,18~25,"У меня есть три змеи, три кошки, собака, корова, три улитки, осел, коза, утка, три свиньи и рыба.",Output: 15
103,"I have two plums, a banana, a strawberry, three blackberries, a cauliflower, a head of broccoli, a raspberry, two grapes, five nectarines, and a peach.",18,18~25,"У меня есть две сливы, банан, клубника, три ежевики, цветная капуста, головка брокколи, малина, две виноградины, пять нектаринов и персик.",Output: 13
104,"I have a plum, a grape, an orange, three raspberries, four strawberries, four nectarines, three bananas, an apple, and a peach.",19,18~25,"У меня есть слива, виноград, апельсин, три малины, четыре клубники, четыре нектарина, три банана, яблоко и персик.",Output: 15
105,"I have a peach, a blackberry, a grape, three apples, a banana, four plums, two strawberries, a nectarine, three raspberries, and an orange.",18,18~25,"У меня есть персик, ежевика, виноград, три яблока, банан, четыре сливы, две клубники, нектарин, три малины и апельсин.",Output: 14
106,"I have a yam, four stalks of celery, a bed, two lettuce heads, four couches, a potato, an onion, a head of broccoli, three garlics, and a carrot.",19,18~25,"У меня есть батат, четыре стебля сельдерея, грядка, две головки салата, четыре дивана, картошка, лук, головка брокколи, три чеснока и морковь.",Output: 12
107,"I have three fish, a dog, a snail, a duck, a chicken, a goat, a bear, five snakes, a rabbit, and three mice.",18,18~25,"У меня есть три рыбы, собака, улитка, утка, курица, коза, медведь, пять змей, кролик и три мыши.",Output: 15
108,"I have two nectarines, two goats, three ducks, two dogs, a strawberry, a frog, a raspberry, three snakes, a rabbit, a cat, a donkey, a snail, and two chickens.",21,18~25,"У меня есть два нектарина, две козы, три утки, две собаки, клубника, лягушка, малина, три змеи, кролик, кошка, осел, улитка и две курицы.",Output: 15
109,"I have three potatoes, five cabbages, a lettuce head, three peaches, a head of broccoli, an onion, two oranges, a raspberry, a cauliflower, and a stalk of celery.",19,18~25,"У меня есть три картофелины, пять кочанов капусты, кочан салата, три персика, кочан брокколи, луковица, два апельсина, малина, цветная капуста и стебель сельдерея.",Output: 12
110,"I have a frog, a cow, a goat, a rabbit, a chicken, a duck, two donkeys, four mice, five cats, and a snake.",18,18~25,"У меня есть лягушка, корова, коза, кролик, курица, утка, два осла, четыре мыши, пять кошек и змея.",Output: 1 + 1 + 1
111,"I have two chickens, a pig, four dogs, a donkey, a duck, a cat, a goat, two mice, five nectarines, and a frog.",19,18~25,"У меня есть две курицы, свинья, четыре собаки, осел, утка, кошка, коза, две мыши, пять нектаринов и лягушка.",Output: 17
112,"I have three apples, a grape, a strawberry, two peaches, a plum, four stoves, three nectarines, a bed, a chair, a banana, and a raspberry.",19,18~25,"У меня есть три яблока, виноград, клубника, два персика, слива, четыре печи, три нектарина, кровать, стул, банан и малина.",Output: 13
