Unnamed: 0,input,target,bins,input_ru,pred
10,"I have three pianos, a flute, a trumpet, a trombone, a violin, a clarinet, four drums, and two accordions.",14,13~18,"Tengo tres pianos, una flauta, una trompeta, un trombón, un violín, un clarinete, cuatro tambores y dos acordeones.",Output: 12
11,"I have four dogs, a rabbit, two bears, a fish, a cat, a frog, a duck, a donkey, a cow, and a goat.",14,13~18,"Tengo cuatro perros, un conejo, dos osos, un pez, un gato, una rana, un pato, un burro, una vaca y una cabra.",Output: 11
12,"I have a garlic, a cabbage, a cauliflower, a donkey, four potatoes, a stalk of celery, two mice, a snail, and three onions.",15,13~18,"Tengo un ajo, una col, una coliflor, un burro, cuatro patatas, un tallo de apio, dos ratones, un caracol y tres cebollas.",Output: 12
13,"I have two stoves, a couch, a toaster, a chair, a fridge, two microwaves, an oven, two lamps, a table, and a bed.",13,13~18,"Tengo dos estufas, un sofá, una tostadora, una silla, una heladera, dos microondas, un horno, dos lámparas, una mesa y una cama.",Output: 11
14,"I have a dog, a cow, a snake, a mouse, a rabbit, three cats, a bear, four goats, and two chickens.",15,13~18,"Tengo un perro, una vaca, una serpiente, un ratón, un conejo, tres gatos, un oso, cuatro cabras y dos gallinas.",Output: 13
15,"I have a nectarine, a banana, a blackberry, two raspberries, an apple, five grapes, a peach, and a strawberry.",13,13~18,"Tengo una nectarina, un plátano, una mora, dos frambuesas, una manzana, cinco uvas, un melocotón y una fresa.",Output: 11
16,"I have a frog, a dog, four goats, two fish, a duck, a cow, a chicken, a cat, and a mouse.",13,13~18,"Tengo una rana, un perro, cuatro cabras, dos peces, un pato, una vaca, una gallina, un gato y un ratón.",Output: 11
17,"I have a nectarine, five blackberries, a plum, a peach, a strawberry, a raspberry, an apple, four bananas, an orange, and a grape.",17,13~18,"Tengo una nectarina, cinco moras, una ciruela, un durazno, una fresa, una frambuesa, una manzana, cuatro plátanos, una naranja y una uva.",Output: 12
18,"I have a raspberry, a blackberry, a plum, two peaches, two strawberries, an apple, a grape, five bananas, an orange, and a nectarine.",16,13~18,"Tengo una frambuesa, una mora, una ciruela, dos melocotones, dos fresas, una manzana, una uva, cinco plátanos, una naranja y una nectarina.",Output: 12
19,"I have four cars, a lamp, a table, three fridges, a chair, two stoves, a couch, a microwave, and a toaster.",15,13~18,"Tengo cuatro autos, una lámpara, una mesa, tres refrigeradores, una silla, dos estufas, un sofá, un microondas y una tostadora.",Output: 12
20,"I have a mouse, three snails, two dogs, a snake, two ducks, a donkey, a bear, a cow, and a frog.",13,13~18,"Tengo un ratón, tres caracoles, dos perros, una serpiente, dos patos, un burro, un oso, una vaca y una rana.",Output: 11
21,"I have a peach, a cauliflower, a garlic, three bananas, a nectarine, an orange, a plum, a grape, a raspberry, a head of broccoli, and a strawberry.",13,13~18,"Tengo un melocotón, una coliflor, un ajo, tres plátanos, una nectarina, una naranja, una ciruela, una uva, una frambuesa, una cabeza de brócoli y una fresa.",Output: 11
22,"I have two strawberries, a raspberry, a plum, four oranges, an apple, two blackberries, two grapes, and two nectarines.",15,13~18,"Tengo dos fresas, una frambuesa, una ciruela, cuatro naranjas, una manzana, dos moras, dos uvas y dos nectarinas.",Output: 13
23,"I have a yam, three heads of broccoli, an onion, three cauliflowers, a carrot, a garlic, a potato, and three stalks of celery.",14,13~18,"Tengo un ñame, tres cabezas de brócoli, una cebolla, tres coliflores, una zanahoria, un ajo, una patata y tres tallos de apio.",Output: 11
24,"I have a peach, a blackberry, two apples, a raspberry, a strawberry, a nectarine, a grape, a plum, three oranges, and a banana.",13,13~18,"Tengo un durazno, una mora, dos manzanas, una frambuesa, una fresa, una nectarina, una uva, una ciruela, tres naranjas y un plátano.",Output: 11
25,"I have a carrot, a garlic, a potato, a couch, two lettuce heads, a stalk of celery, a cabbage, a cauliflower, a lamp, a yam, a car, and a head of broccoli.",13,13~18,"Tengo una zanahoria, un ajo, una patata, un sofá, dos cabezas de lechuga, un tallo de apio, una col, una coliflor, una lámpara, un ñame, un coche y una cabeza de brócoli.",Output: 12
26,"I have a fridge, a car, a lamp, a couch, two ovens, two stoves, three microwaves, a toaster, and a chair.",13,13~18,"Tengo una nevera, un auto, una lámpara, un sofá, dos hornos, dos cocinas, tres microondas, una tostadora y una silla.",Output: 11
27,"I have four chairs, an orange, a blackberry, four strawberries, a grape, three raspberries, and a banana.",15,13~18,"Tengo cuatro sillas, una naranja, una mora, cuatro fresas, una uva, tres frambuesas y un plátano.",Output: 11
28,"I have four raspberries, a banana, a nectarine, a peach, three apples, an orange, a strawberry, and a blackberry.",13,13~18,"Tengo cuatro frambuesas, un plátano, una nectarina, un melocotón, tres manzanas, una naranja, una fresa y una mora.",Output: 11
29,"I have three pianos, a violin, a clarinet, a trombone, two accordions, a trumpet, three flutes, and a drum.",13,13~18,"Tengo tres pianos, un violín, un clarinete, un trombón, dos acordeones, una trompeta, tres flautas y un tambor.",Output: 12
30,"I have four apples, three blackberries, a plum, two microwaves, a nectarine, an orange, a grape, a peach, and a raspberry.",15,13~18,"Tengo cuatro manzanas, tres moras, una ciruela, dos microondas, una nectarina, una naranja, una uva, un melocotón y una frambuesa.",Output: 12
31,"I have three cauliflowers, three heads of broccoli, two yams, an onion, a carrot, a lettuce head, a potato, and a cabbage.",13,13~18,"Tengo tres coliflores, tres cabezas de brócoli, dos ñames, una cebolla, una zanahoria, una lechuga, una patata y un repollo.",Output: 10
32,"I have a plum, a chicken, two blackberries, a bear, an apple, three grapes, two cats, and two oranges.",13,13~18,"Tengo una ciruela, un pollo, dos moras, un oso, una manzana, tres uvas, dos gatos y dos naranjas.",Output: 11
33,"I have a mouse, a cow, a bear, two rabbits, a fish, a cat, a chicken, and five snakes.",13,13~18,"Tengo un ratón, una vaca, un oso, dos conejos, un pez, un gato, una gallina y cinco serpientes.",Output: 12
34,"I have a bear, a mouse, a duck, a snake, a snail, a chicken, a donkey, a cow, four goats, and a rabbit.",13,13~18,"Tengo un oso, un ratón, un pato, una serpiente, un caracol, una gallina, un burro, una vaca, cuatro cabras y un conejo.",Output: 11
35,"I have a car, an oven, a microwave, two fridges, a chair, a lamp, a toaster, three stoves, and four tables.",15,13~18,"Tengo un auto, un horno, un microondas, dos refrigeradores, una silla, una lámpara, una tostadora, tres estufas y cuatro mesas.",Output: 12
36,"I have a peach, a banana, three apples, two nectarines, a strawberry, a blackberry, two raspberries, a grape, an orange, and a plum.",14,13~18,"Tengo un melocotón, un plátano, tres manzanas, dos nectarinas, una fresa, una mora, dos frambuesas, una uva, una naranja y una ciruela.",Output: 12
37,"I have a table, a chair, four cars, an oven, a bed, a microwave, a stove, a couch, four lamps, and a toaster.",16,13~18,"Tengo una mesa, una silla, cuatro autos, un horno, una cama, un microondas, una estufa, un sofá, cuatro lámparas y una tostadora.",Output: 12
38,"I have a blackberry, a strawberry, three tables, an orange, a raspberry, three peaches, a nectarine, a couch, and two lamps.",14,13~18,"Tengo una mora, una fresa, tres mesas, una naranja, una frambuesa, tres melocotones, una nectarina, un sofá y dos lámparas.",Output: 11
39,"I have a couch, four microwaves, two lamps, a stove, a fridge, a car, two ovens, and a chair.",13,13~18,"Tengo un sofá, cuatro microondas, dos lámparas, una estufa, una nevera, un auto, dos hornos y una silla.",Output: 11
40,"I have a head of broccoli, a potato, three onions, three cabbages, a snail, a stalk of celery, a yam, a lettuce head, a carrot, and a garlic.",14,13~18,"Tengo una cabeza de brócoli, una papa, tres cebollas, tres coles, un caracol, un tallo de apio, un ñame, una cabeza de lechuga, una zanahoria y un ajo.",Output: 11
41,"I have three carrots, two stalks of celery, three yams, a cabbage, a lettuce head, an onion, a cauliflower, and a head of broccoli.",13,13~18,"Tengo tres zanahorias, dos tallos de apio, tres ñames, un repollo, una lechuga, una cebolla, una coliflor y una cabeza de brócoli.",Output: 9
42,"I have a table, three couches, an oven, a bed, a fridge, three chairs, three lamps, a car, a toaster, and a stove.",16,13~18,"Tengo una mesa, tres sofás, un horno, una cama, una nevera, tres sillas, tres lámparas, un auto, una tostadora y una estufa.",Output: 13
43,"I have five raspberries, a banana, a peach, an apple, a blackberry, a nectarine, a grape, an orange, and two strawberries.",14,13~18,"Tengo cinco frambuesas, un plátano, un melocotón, una manzana, una mora, una nectarina, una uva, una naranja y dos fresas.",Output: 10
44,"I have a trumpet, a frog, a cow, two ducks, a flute, a trombone, a clarinet, a piano, a violin, two accordions, and three drums.",15,13~18,"Tengo una trompeta, una rana, una vaca, dos patos, una flauta, un trombón, un clarinete, un piano, un violín, dos acordeones y tres tambores.",Output: 12
45,"I have a couch, two ovens, a table, a lamp, two stoves, five microwaves, and a fridge.",13,13~18,"Tengo un sofá, dos hornos, una mesa, una lámpara, dos cocinas, cinco microondas y una nevera.",Output: 12
46,"I have three trombones, a piano, a flute, a clarinet, a violin, four accordions, a drum, and a trumpet.",13,13~18,"Tengo tres trombones, un piano, una flauta, un clarinete, un violín, cuatro acordeones, un tambor y una trompeta.",Output: 12
47,"I have three mice, a rabbit, a pig, a chicken, a cow, a cat, three snakes, four snails, a dog, and a frog.",17,13~18,"Tengo tres ratones, un conejo, un cerdo, una gallina, una vaca, un gato, tres serpientes, cuatro caracoles, un perro y una rana.",Output: 13
48,"I have a snail, two dogs, a chicken, a mouse, a donkey, a rabbit, three frogs, two snakes, a goat, and a duck.",14,13~18,"Tengo un caracol, dos perros, una gallina, un ratón, un burro, un conejo, tres ranas, dos serpientes, una cabra y un pato.",Output: 12
49,"I have a garlic, an onion, a yam, a stalk of celery, three carrots, a cauliflower, a cabbage, a potato, a lettuce head, two cars, a table, and a head of broccoli.",15,13~18,"Tengo un ajo, una cebolla, un ñame, un tallo de apio, tres zanahorias, una coliflor, un repollo, una papa, una lechuga, dos autos, una mesa y una cabeza de brócoli.",Output: 12
50,"I have three strawberries, a flute, an accordion, two pianos, a trombone, a clarinet, a trumpet, a peach, a raspberry, a violin, and a drum.",14,13~18,"Tengo tres fresas, una flauta, un acordeón, dos pianos, un trombón, un clarinete, una trompeta, un melocotón, una frambuesa, un violín y un tambor.",Output: 12
51,"I have a garlic, a potato, an onion, a head of broccoli, five cabbages, a lettuce head, a stalk of celery, a cauliflower, and two carrots.",14,13~18,"Tengo un ajo, una patata, una cebolla, una cabeza de brócoli, cinco coles, una cabeza de lechuga, un tallo de apio, una coliflor y dos zanahorias.",Output: 10
52,"I have two cabbages, two garlics, an onion, a chicken, a lettuce head, a stalk of celery, a head of broccoli, a cauliflower, a yam, two carrots, and three mice.",16,13~18,"Tengo dos coles, dos ajos, una cebolla, un pollo, una lechuga, un tallo de apio, una cabeza de brócoli, una coliflor, un ñame, dos zanahorias y tres ratones.",Output: 12
53,"I have a fridge, two ovens, a stove, three tables, a bed, a microwave, a couch, a toaster, and two cars.",13,13~18,"Tengo una nevera, dos hornos, una estufa, tres mesas, una cama, un microondas, un sofá, una tostadora y dos autos.",Output: 11
54,"I have a snake, a bear, two potatoes, two cats, a cauliflower, a cow, a frog, a head of broccoli, a fish, a pig, a chicken, a donkey, and a snail.",15,13~18,"Tengo una serpiente, un oso, dos patatas, dos gatos, una coliflor, una vaca, una rana, una cabeza de brócoli, un pescado, un cerdo, una gallina, un burro y un caracol.",Output: 12
55,"I have three potatoes, a yam, an onion, three cabbages, a cauliflower, two garlics, a lettuce head, a head of broccoli, and three carrots.",16,13~18,"Tengo tres patatas, un ñame, una cebolla, tres coles, una coliflor, dos ajos, una lechuga, una brócoli y tres zanahorias.",Output: 12
56,"I have a dog, two cows, two fish, a rabbit, a chicken, a cat, a drum, a frog, a bear, a violin, and a goat.",13,13~18,"Tengo un perro, dos vacas, dos peces, un conejo, una gallina, un gato, un tambor, una rana, un oso, un violín y una cabra.",Output: 11
57,"I have an oven, a table, three beds, a stove, three lamps, a car, a fridge, a chair, and a microwave.",13,13~18,"Tengo un horno, una mesa, tres camas, una estufa, tres lámparas, un auto, una heladera, una silla y un microondas.",Output: 10
58,"I have an orange, a blackberry, a nectarine, a donkey, a cow, a raspberry, a duck, an apple, a strawberry, a grape, two bananas, a plum, and a peach.",14,13~18,"Tengo una naranja, una mora, una nectarina, un burro, una vaca, una frambuesa, un pato, una manzana, una fresa, una uva, dos plátanos, una ciruela y un melocotón.",Output: 13
59,"I have a couch, five chairs, a fridge, a lamp, an oven, three beds, a table, a toaster, and a microwave.",15,13~18,"Tengo un sofá, cinco sillas, una nevera, una lámpara, un horno, tres camas, una mesa, una tostadora y un microondas.",Output: 12
60,"I have a trumpet, two trombones, an orange, an accordion, a piano, a violin, two clarinets, a drum, three flutes, and a raspberry.",14,13~18,"Tengo una trompeta, dos trombones, una naranja, un acordeón, un piano, un violín, dos clarinetes, un tambor, tres flautas y una frambuesa.",Output: 12
61,"I have three cars, a table, three couches, three beds, a microwave, a chair, a toaster, a lamp, an oven, and two fridges.",17,13~18,"Tengo tres autos, una mesa, tres sofás, tres camas, un microondas, una silla, una tostadora, una lámpara, un horno y dos refrigeradores.",Output: 13
62,"I have a dog, a rabbit, a mouse, a donkey, a cat, four frogs, a pig, a duck, a snake, and a goat.",13,13~18,"Tengo un perro, un conejo, un ratón, un burro, un gato, cuatro ranas, un cerdo, un pato, una serpiente y una cabra.",Output: 11
63,"I have three grapes, an accordion, a blackberry, three peaches, a nectarine, a raspberry, an orange, an apple, four strawberries, and a banana.",17,13~18,"Tengo tres uvas, un acordeón, una mora, tres melocotones, una nectarina, una frambuesa, una naranja, una manzana, cuatro fresas y un plátano.",Output: 12
64,"I have an apple, a banana, a drum, an orange, a grape, a trombone, three accordions, a raspberry, four blackberries, two peaches, and a nectarine.",17,13~18,"Tengo una manzana, un plátano, un tambor, una naranja, una uva, un trombón, tres acordeones, una frambuesa, cuatro moras, dos melocotones y una nectarina.",Output: 13
65,"I have a trumpet, a drum, a violin, three flutes, two accordions, a clarinet, a trombone, a piano, a carrot, and two onions.",14,13~18,"Tengo una trompeta, un tambor, un violín, tres flautas, dos acordeones, un clarinete, un trombón, un piano, una zanahoria y dos cebollas.",Output: 11
66,"I have a bear, three fish, a frog, a mouse, three cows, a snake, a chicken, a duck, and a chair.",13,13~18,"Tengo un oso, tres peces, una rana, un ratón, tres vacas, una serpiente, una gallina, un pato y una silla.",Output: 10
67,"I have a cat, a frog, a bear, a snail, a mouse, a rabbit, three dogs, a duck, three cows, and a chicken.",14,13~18,"Tengo un gato, una rana, un oso, un caracol, un ratón, un conejo, tres perros, un pato, tres vacas y una gallina.",Output: 12
68,"I have three goats, a chicken, a fish, three pigs, three frogs, a snail, an onion, a donkey, a mouse, and a rabbit.",16,13~18,"Tengo tres cabras, una gallina, un pez, tres cerdos, tres ranas, un caracol, una cebolla, un burro, un ratón y un conejo.",Output: 12
69,"I have a cauliflower, two cabbages, three fish, a stalk of celery, a head of broccoli, a garlic, an onion, and four snails.",14,13~18,"Tengo una coliflor, dos coles, tres pescados, un tallo de apio, una cabeza de brócoli, un ajo, una cebolla y cuatro caracoles.",Output: 11
70,"I have four yams, a cabbage, a cauliflower, a lamp, a potato, a head of broccoli, a stove, a carrot, a garlic, an onion, a bed, and a stalk of celery.",15,13~18,"Tengo cuatro ñames, un repollo, una coliflor, una lámpara, una papa, una cabeza de brócoli, una estufa, una zanahoria, un ajo, una cebolla, una cama y un tallo de apio.",Output: 12
71,"I have a cow, a cat, two bears, a duck, a rabbit, two chickens, three snakes, a grape, a nectarine, a strawberry, and a frog.",15,13~18,"Tengo una vaca, un gato, dos osos, un pato, un conejo, dos gallinas, tres serpientes, una uva, una nectarina, una fresa y una rana.",Output: 12
72,"I have a peach, a snake, two apples, a blackberry, two raspberries, a mouse, a plum, an orange, a nectarine, a strawberry, a banana, and a grape.",14,13~18,"Tengo un durazno, una serpiente, dos manzanas, una mora, dos frambuesas, un ratón, una ciruela, una naranja, una nectarina, una fresa, un plátano y una uva.",Output: 12
73,"I have two carrots, two cabbages, a potato, a garlic, three onions, a trumpet, a yam, a stalk of celery, a lettuce head, a cauliflower, and a clarinet.",15,13~18,"Tengo dos zanahorias, dos coles, una patata, un ajo, tres cebollas, una trompeta, un ñame, un tallo de apio, una lechuga, una coliflor y un clarinete.",Output: 12
74,"I have a plum, a banana, a blackberry, a nectarine, a raspberry, an orange, a peach, four heads of broccoli, a grape, an apple, and a strawberry.",14,13~18,"Tengo una ciruela, un plátano, una mora, una nectarina, una frambuesa, una naranja, un melocotón, cuatro cabezas de brócoli, una uva, una manzana y una fresa.",Output: 12
75,"I have an onion, a potato, four stalks of celery, a yam, a cabbage, three garlics, a carrot, a cauliflower, a couch, two lettuce heads, a head of broccoli, and a lamp.",18,18~25,"Tengo una cebolla, una papa, cuatro tallos de apio, un ñame, un repollo, tres ajos, una zanahoria, una coliflor, un sofá, dos cabezas de lechuga, una cabeza de brócoli y una lámpara.",Output: 13
76,"I have two rabbits, a mouse, two snails, a bear, a pig, a blackberry, a cat, two donkeys, a goat, a cow, and five snakes.",18,18~25,"Tengo dos conejos, un ratón, dos caracoles, un oso, un cerdo, una mora, un gato, dos burros, una cabra, una vaca y cinco serpientes.",Output: 14
77,"I have a stove, a couch, a lamp, two fridges, a bed, four ovens, a car, four toasters, a microwave, and five chairs.",21,18~25,"Tengo una estufa, un sofá, una lámpara, dos refrigeradores, una cama, cuatro hornos, un auto, cuatro tostadoras, un microondas y cinco sillas.",Output: 19
78,"I have a dog, four chickens, four donkeys, three pigs, four bears, three mice, and a cat.",20,18~25,"Tengo un perro, cuatro gallinas, cuatro burros, tres cerdos, cuatro osos, tres ratones y un gato.",Output: 15
79,"I have a piano, four flutes, three violins, a stalk of celery, two drums, two lettuce heads, a trumpet, a potato, an accordion, a clarinet, and three trombones.",20,18~25,"Tengo un piano, cuatro flautas, tres violines, un tallo de apio, dos tambores, dos lechugas, una trompeta, una papa, un acordeón, un clarinete y tres trombones.",Output: 15
80,"I have a garlic, three cauliflowers, five cabbages, a yam, a nectarine, a stalk of celery, a strawberry, a head of broccoli, an onion, four potatoes, and a carrot.",20,18~25,"Tengo un ajo, tres coliflores, cinco coles, un ñame, una nectarina, un tallo de apio, una fresa, una cabeza de brócoli, una cebolla, cuatro patatas y una zanahoria.",Output: 12
81,"I have an onion, a head of broccoli, a potato, a yam, four stalks of celery, four garlics, a carrot, a cabbage, three lettuce heads, and a cauliflower.",18,18~25,"Tengo una cebolla, una cabeza de brócoli, una papa, un ñame, cuatro tallos de apio, cuatro ajos, una zanahoria, un repollo, tres cabezas de lechuga y una coliflor.",Output: 12
82,"I have three apples, a garlic, two raspberries, a nectarine, two oranges, a stalk of celery, a peach, a plum, three blackberries, a potato, and four strawberries.",20,18~25,"Tengo tres manzanas, un ajo, dos frambuesas, una nectarina, dos naranjas, un tallo de apio, un melocotón, una ciruela, tres moras, una patata y cuatro fresas.",Output: 15
83,"I have a blackberry, two carrots, a raspberry, a yam, three garlics, a potato, a cauliflower, three cabbages, an onion, a lettuce head, an orange, and three stalks of celery.",19,18~25,"Tengo una mora, dos zanahorias, una frambuesa, un ñame, tres ajos, una patata, una coliflor, tres coles, una cebolla, una lechuga, una naranja y tres tallos de apio.",Output: 13
84,"I have an apple, three blackberries, two strawberries, four nectarines, a banana, an orange, a peach, a plum, a raspberry, five grapes, and a flute.",21,18~25,"Tengo una manzana, tres moras, dos fresas, cuatro nectarinas, un plátano, una naranja, un melocotón, una ciruela, una frambuesa, cinco uvas y una flauta.",Output: 12
85,"I have a grape, two plums, two strawberries, a banana, two blackberries, two nectarines, three donkeys, a peach, three dogs, an apple, an orange, a snake, and a raspberry.",21,18~25,"Tengo una uva, dos ciruelas, dos fresas, un plátano, dos moras, dos nectarinas, tres burros, un melocotón, tres perros, una manzana, una naranja, una serpiente y una frambuesa.",Output: 15
86,"I have a stove, two toasters, a fridge, a bed, two couches, three chairs, three ovens, a microwave, a table, and five cars.",20,18~25,"Tengo una estufa, dos tostadoras, un refrigerador, una cama, dos sofás, tres sillas, tres hornos, un microondas, una mesa y cinco autos.",Output: 17
87,"I have a stalk of celery, a lettuce head, five cabbages, a garlic, a grape, an onion, a cauliflower, a strawberry, two carrots, a potato, a yam, a nectarine, and a head of broccoli.",18,18~25,"Tengo un tallo de apio, una lechuga, cinco coles, un ajo, una uva, una cebolla, una coliflor, una fresa, dos zanahorias, una patata, un ñame, una nectarina y una cabeza de brócoli.",Output: 13
88,"I have four stoves, a fridge, a table, three toasters, a chair, a car, two beds, an oven, and four couches.",18,18~25,"Tengo cuatro fogones, una nevera, una mesa, tres tostadoras, una silla, un coche, dos camas, un horno y cuatro sofás.",Output: 13
89,"I have a cow, a carrot, a cat, three donkeys, two frogs, a stalk of celery, a goat, a cabbage, a dog, two pigs, a fish, a snail, and four rabbits.",20,18~25,"Tengo una vaca, una zanahoria, un gato, tres burros, dos ranas, un tallo de apio, una cabra, una col, un perro, dos cerdos, un pez, un caracol y cuatro conejos.",Output: 15
90,"I have a pig, a table, five snakes, a cow, a bear, a microwave, three fish, a rabbit, a mouse, three frogs, a chicken, two cats, and a bed.",22,18~25,"Tengo un cerdo, una mesa, cinco serpientes, una vaca, un oso, un microondas, tres peces, un conejo, un ratón, tres ranas, una gallina, dos gatos y una cama.",Output: 15
91,"I have a head of broccoli, a car, a carrot, a stalk of celery, four cabbages, five potatoes, an onion, a toaster, a yam, an oven, and a garlic.",18,18~25,"Tengo una cabeza de brócoli, un carro, una zanahoria, un tallo de apio, cuatro coles, cinco patatas, una cebolla, una tostadora, un ñame, un horno y un ajo.",Output: 12
92,"I have five dogs, two donkeys, a cat, a pig, a mouse, three bears, a snail, a rabbit, two fish, and a cow.",18,18~25,"Tengo cinco perros, dos burros, un gato, un cerdo, un ratón, tres osos, un caracol, un conejo, dos peces y una vaca.",Output: 17
93,"I have four cabbages, a stalk of celery, a potato, a carrot, three cauliflowers, an apple, a garlic, a lettuce head, two heads of broccoli, an orange, an onion, and four bananas.",21,18~25,"Tengo cuatro repollos, un tallo de apio, una papa, una zanahoria, tres coliflores, una manzana, un ajo, una lechuga, dos cabezas de brócoli, una naranja, una cebolla y cuatro plátanos.",Output: 14
94,"I have a bed, five toasters, a microwave, four chairs, four fridges, a table, an oven, and a couch.",18,18~25,"Tengo una cama, cinco tostadoras, un microondas, cuatro sillas, cuatro frigoríficos, una mesa, un horno y un sofá.",Output: 17
95,"I have five drums, three accordions, two flutes, three trumpets, a clarinet, a piano, a violin, and two trombones.",18,18~25,"Tengo cinco tambores, tres acordeones, dos flautas, tres trompetas, un clarinete, un piano, un violín y dos trombones.",Output: 15
96,"I have a raspberry, a grape, a peach, an orange, a car, three plums, an apple, a nectarine, three bananas, a strawberry, a blackberry, four fridges, and a stove.",20,18~25,"Tengo una frambuesa, una uva, un durazno, una naranja, un auto, tres ciruelas, una manzana, una nectarina, tres plátanos, una fresa, una mora, cuatro refrigeradores y una estufa.",Output: 15
97,"I have a head of broccoli, three onions, a carrot, two lettuce heads, four stalks of celery, a cauliflower, a yam, a potato, three cabbages, and a garlic.",18,18~25,"Tengo una cabeza de brócoli, tres cebollas, una zanahoria, dos cabezas de lechuga, cuatro tallos de apio, una coliflor, un ñame, una patata, tres coles y un ajo.",Output: 13
98,"I have three donkeys, a chicken, three bears, a mouse, two goats, three snakes, a frog, a snail, two pigs, and a cow.",18,18~25,"Tengo tres burros, una gallina, tres osos, un ratón, dos cabras, tres serpientes, una rana, un caracol, dos cerdos y una vaca.",Output: 13
99,"I have a banana, a plum, a raspberry, an apple, two blackberries, a grape, an orange, a strawberry, three peaches, a garlic, and five nectarines.",18,18~25,"Tengo un plátano, una ciruela, una frambuesa, una manzana, dos moras, una uva, una naranja, una fresa, tres melocotones, un ajo y cinco nectarinas.",Output: 14
100,"I have two strawberries, an orange, two raspberries, three plums, a peach, a blackberry, a nectarine, a banana, a grape, and five apples.",18,18~25,"Tengo dos fresas, una naranja, dos frambuesas, tres ciruelas, un melocotón, una mora, una nectarina, un plátano, una uva y cinco manzanas.",Output: 13
101,"I have a lettuce head, a yam, a stalk of celery, a potato, four cabbages, four garlics, a cow, four onions, a cauliflower, a head of broccoli, and a carrot.",20,18~25,"Tengo una lechuga, un ñame, un tallo de apio, una patata, cuatro coles, cuatro ajos, una vaca, cuatro cebollas, una coliflor, una cabeza de brócoli y una zanahoria.",Output: 13
102,"I have three snakes, three cats, a dog, a cow, three snails, a donkey, a goat, a duck, three pigs, and a fish.",18,18~25,"Tengo tres serpientes, tres gatos, un perro, una vaca, tres caracoles, un burro, una cabra, un pato, tres cerdos y un pez.",Output: 14
103,"I have two plums, a banana, a strawberry, three blackberries, a cauliflower, a head of broccoli, a raspberry, two grapes, five nectarines, and a peach.",18,18~25,"Tengo dos ciruelas, un plátano, una fresa, tres moras, una coliflor, una cabeza de brócoli, una frambuesa, dos uvas, cinco nectarinas y un melocotón.",Output: 13
104,"I have a plum, a grape, an orange, three raspberries, four strawberries, four nectarines, three bananas, an apple, and a peach.",19,18~25,"Tengo una ciruela, una uva, una naranja, tres frambuesas, cuatro fresas, cuatro nectarinas, tres plátanos, una manzana y un melocotón.",Output: 15
105,"I have a peach, a blackberry, a grape, three apples, a banana, four plums, two strawberries, a nectarine, three raspberries, and an orange.",18,18~25,"Tengo un durazno, una mora, una uva, tres manzanas, un plátano, cuatro ciruelas, dos fresas, una nectarina, tres frambuesas y una naranja.",Output: 13
