input_origin,input_extrapolation,output,len,bins,pred
"Повтори слово «собака» 4 раза, но на полпути также скажи «гав»","Повтори слово «собака» 23 раза, но на полпути также скажи «гав»",собака собака собака собака собака собака собака собака собака собака собака собака собака собака собака собака собака собака собака собака собака собака собака собака,23,17~25,Выход: собака собака собака собака собака собака собака собака собака собака собака гав собака собака собака собака собака собака собака собака собака собака собака собака собака собака
"Скажите «привет мир» 5 раз, но не говорите «мир» каждый четный раз","Скажите «привет мир» 19 раз, но не говорите «мир» каждый четный раз",привет мир привет привет мир привет привет мир привет привет мир привет привет мир привет привет мир привет привет мир привет привет мир привет привет мир привет привет мир,19,17~25,"Выход: привет мир, привет, привет мир, привет, привет мир, привет, привет мир, привет, привет мир, привет, привет мир, привет, привет мир, привет, привет мир, привет, привет мир, привет, привет мир."
"вывести дни недели, но только выходные дни, 2 раза","вывести дни недели, но только выходные дни, 20 раза",Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье,20,17~25,Выход: суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье
"Скажи ""python"" 2 раза и ""данные"" один раз, а затем повтори все это три раза","Скажи ""python"" 21 раза и ""данные"" один раз, а затем повтори все это три раза",python python python python python python python python python python python python python python python python python python python python python данные python python python python python python python python python python python python python python python python python python python python python данные python python python python python python python python python python python python python python python python python python python python python данные,21,17~25,Выход: python python python python python python python python python python python python python python python python python python python python python данные python python python python python python python python python python python python python python python python python python python python python python python данные python python python python python python python python python python python python python python python python python python python python python python python данные
"Скажи ""python"" 2 раза и ""данные"" один раз, а затем повтори все это три раза","Скажи ""python"" 17 раза и ""данные"" один раз, а затем повтори все это три раза",python python python python python python python python python python python python python python python python python данные python python python python python python python python python python python python python python python python python данные python python python python python python python python python python python python python python python python python данные,17,17~25,Выход: python python python python python python python python python python python python python python python python python данные python python python python python python python python python python python python python python python python данные python python python python python python python python python python python python python python python python данные
"Повтори слово «собака» 4 раза, но на полпути также скажи «гав»","Повтори слово «собака» 22 раза, но на полпути также скажи «гав»",собака собака собака собака собака собака собака собака собака собака собака гав собака собака собака собака собака собака собака собака собака собака собака,22,17~25,Выход: собака собака собака собака собака собака собака собака собака собака собака гав собака собака собака собака собака собака собака собака собака собака собака собака
Повторите фразу «административный район» 3 раза и после второго раза произнесите фразу «привет мир»,Повторите фразу «административный район» 20 раза и после второго раза произнесите фразу «привет мир»,административный район административный район привет мир административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район,20,17~25,Выход: административный район административный район привет мир административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район
"Повтори слово «собака» 4 раза, но на полпути также скажи «гав»","Повтори слово «собака» 18 раза, но на полпути также скажи «гав»",собака собака собака собака собака собака собака собака собака гав собака собака собака собака собака собака собака собака собака,18,17~25,Выход: собака собака собака собака собака собака собака собака собака гав собака собака собака собака собака собака собака собака собака собака
"Скажи ""python"" 2 раза и ""данные"" один раз, а затем повтори все это три раза","Скажи ""python"" 23 раза и ""данные"" один раз, а затем повтори все это три раза",python python python python python python python python python python python python python python python python python python python python python python python данные python python python python python python python python python python python python python python python python python python python python python python python данные python python python python python python python python python python python python python python python python python python python python python python python данные,23,17~25,Выход: python python python python python python python python python python python python python python python python python python python python python python python python данные python python python python python python python python python python python python python python python python python python python python python python python python данные python python python python python python python python python python python python python python python python python python python python python python python python данные
В арбузе 7 семян. Повторите «Они вкусные» один раз для каждого семечка,В арбузе 24 семян. Повторите «Они вкусные» один раз для каждого семечка,Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные,24,17~25,Выход: Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные
Повторите «кошка» 5 раз. После каждого раза также произносите «мышь»,Повторите «кошка» 22 раз. После каждого раза также произносите «мышь»,кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь,22,17~25,Выход: кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка
Повторите «целую ноту четвертную ноту четвертную ноту четвертную ноту» 2 раз,Повторите «целую ноту четвертную ноту четвертную ноту четвертную ноту» 17 раз,целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту,17,17~25,Выход: целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную
"вывести дни недели, но только выходные дни, 2 раза","вывести дни недели, но только выходные дни, 23 раза",Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье,23,17~25,Выход: суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскр
