input_origin,input_extrapolation,output,len,bins,pred
Repita 'nota inteira semínima semínima semínima' 2 vezes,Repita 'nota inteira semínima semínima semínima' 19 vezes,nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima,19,17~25,Output: nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima sem
Repita 'o mundo inteiro' 7 vezes e a cada segunda vez adicione 'é um palco',Repita 'o mundo inteiro' 17 vezes e a cada segunda vez adicione 'é um palco',o mundo inteiro o mundo inteiro é um palco o mundo inteiro o mundo inteiro é um palco o mundo inteiro o mundo inteiro é um palco o mundo inteiro o mundo inteiro é um palco o mundo inteiro o mundo inteiro é um palco o mundo inteiro o mundo inteiro é um palco o mundo inteiro o mundo inteiro é um palco o mundo inteiro o mundo inteiro é um palco o mundo inteiro,17,17~25,"Output: o mundo inteiro, o mundo inteiro é um palco, o mundo inteiro, o mundo inteiro é um palco, o mundo inteiro, o mundo inteiro é um palco, o mundo inteiro, o mundo inteiro é um palco, o mundo inteiro, o mundo inteiro é um palco, o mundo inteiro, o mundo inteiro é um palco, o mundo inteiro, o mundo inteiro é um palco, o mundo inteiro, o mundo inteiro é um palco, o mundo inteiro."
Repita 'olá mundo' 5 vezes,Repita 'olá mundo' 19 vezes,olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo,19,17~25,Output: olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo
Diga 'python' 2 vezes e 'dados' uma vez e repita tudo três vezes,Diga 'python' 20 vezes e 'dados' uma vez e repita tudo três vezes,python python python python python python python python python python python python python python python python python python python python dados python python python python python python python python python python python python python python python python python python python python dados python python python python python python python python python python python python python python python python python python python python dados,20,17~25,Output: python python python python python python python python python python python python python python python python python python python python dados python python python python python python python python python python python python python python python python python python dados python python python python python python python python python python python python python python python python python python dados
Repita 'nota inteira semínima semínima semínima' 2 vezes,Repita 'nota inteira semínima semínima semínima' 24 vezes,nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima,24,17~25,Output: nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima semínima nota inteira semínima semínima sem
Repita a frase 'distrito administrativo' 3 vezes e após a segunda vez diga a frase 'olá mundo',Repita a frase 'distrito administrativo' 24 vezes e após a segunda vez diga a frase 'olá mundo',distrito administrativo distrito administrativo olá mundo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo,24,17~25,Output: distrito administrativo distrito administrativo olá mundo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo
"Repita a palavra 'cachorro' 4 vezes, mas no meio diga também 'auau'","Repita a palavra 'cachorro' 20 vezes, mas no meio diga também 'auau'",cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro auau cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro,20,17~25,Output: cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro auau cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro
"Repita a palavra 'cachorro' 4 vezes, mas no meio diga também 'auau'","Repita a palavra 'cachorro' 19 vezes, mas no meio diga também 'auau'",cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro,19,17~25,Output: cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro auau cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro
Repita 'o mundo inteiro' 7 vezes e a cada segunda vez adicione 'é um palco',Repita 'o mundo inteiro' 23 vezes e a cada segunda vez adicione 'é um palco',o mundo inteiro o mundo inteiro é um palco o mundo inteiro o mundo inteiro é um palco o mundo inteiro o mundo inteiro é um palco o mundo inteiro o mundo inteiro é um palco o mundo inteiro o mundo inteiro é um palco o mundo inteiro o mundo inteiro é um palco o mundo inteiro o mundo inteiro é um palco o mundo inteiro o mundo inteiro é um palco o mundo inteiro o mundo inteiro é um palco o mundo inteiro o mundo inteiro é um palco o mundo inteiro o mundo inteiro é um palco o mundo inteiro,23,17~25,"Output: o mundo inteiro, o mundo inteiro é um palco, o mundo inteiro, o mundo inteiro é um palco, o mundo inteiro, o mundo inteiro é um palco, o mundo inteiro, o mundo inteiro é um palco, o mundo inteiro, o mundo inteiro é um palco, o mundo inteiro, o mundo inteiro é um palco, o mundo inteiro, o mundo inteiro é um palco, o mundo inteiro, o mundo inteiro é um palco, o mundo inteiro, o mundo inteiro é um palco, o mundo inteiro, o mundo inteiro é um palco, o mundo inteiro, o mundo inteiro é um palco, o mundo inteiro, o mundo inteiro é um palco, o mundo inteiro, o mundo inteiro é um palco, o mundo inteiro, o mundo inteiro é um palco, o mundo inteiro, o mundo inteiro é um palco, o mundo inteiro."
"Diga 'olá mundo' 5 vezes, mas não diga 'mundo' todas as vezes pares","Diga 'olá mundo' 20 vezes, mas não diga 'mundo' todas as vezes pares",olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá,20,17~25,Output: olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo olá olá mundo
Repita a frase 'distrito administrativo' 3 vezes e após a segunda vez diga a frase 'olá mundo',Repita a frase 'distrito administrativo' 20 vezes e após a segunda vez diga a frase 'olá mundo',distrito administrativo distrito administrativo olá mundo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo,20,17~25,Output: distrito administrativo distrito administrativo olá mundo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo
Existem 7 sementes em uma melancia. Repita 'eles são deliciosos' uma vez para cada semente.,Existem 24 sementes em uma melancia. Repita 'eles são deliciosos' uma vez para cada semente.,eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos,24,17~25,Output: eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos eles são deliciosos
"exibir dias da semana, mas apenas fins de semana, 2 vezes","exibir dias da semana, mas apenas fins de semana, 22 vezes",sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo,22,17~25,Output: sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado domingo sábado
Repita 'olá mundo' 5 vezes,Repita 'olá mundo' 24 vezes,olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo,24,17~25,Output: olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo olá mundo
Repita a frase 'distrito administrativo' 3 vezes e após a segunda vez diga a frase 'olá mundo',Repita a frase 'distrito administrativo' 22 vezes e após a segunda vez diga a frase 'olá mundo',distrito administrativo distrito administrativo olá mundo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo,22,17~25,Output: distrito administrativo distrito administrativo olá mundo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo
Repita a frase 'distrito administrativo' 3 vezes e após a segunda vez diga a frase 'olá mundo',Repita a frase 'distrito administrativo' 18 vezes e após a segunda vez diga a frase 'olá mundo',distrito administrativo distrito administrativo olá mundo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo,18,17~25,Output: distrito administrativo distrito administrativo olá mundo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo distrito administrativo
"Diga 'com fome' 3 vezes, depois 'hipopótamo' duas vezes e depois 'alimente-me' quatro vezes.","Diga 'com fome' 24 vezes, depois 'hipopótamo' duas vezes e depois 'alimente-me' quatro vezes.","com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome hipopótamo hipopótamo alimente-me, alimente-me, alimente-me, alimente-me",24,17~25,Output: com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome com fome hipopótamo hipopótamo alimente-me alimente-me alimente-me alimente-me
"Repita a palavra 'cachorro' 4 vezes, mas no meio diga também 'auau'","Repita a palavra 'cachorro' 18 vezes, mas no meio diga também 'auau'",cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro auau cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro,18,17~25,Output: cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro auau cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro cachorro
