input_origin,input_extrapolation,output,len,bins,pred
Repeat 5 times hello world,Repeat 24 times hello world,hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world,24,17~25,Output: hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world
"Say the days of the week but only the weekend days, two times","Say the days of the week but only the weekend days, 23 times",Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday,23,17~25,Output: Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday
"Repeat all the world seven times, and after every second time add is a stage.","Repeat all the world 21 times, and after every second time add is a stage.",all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world,21,17~25,Output: all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is
"Repeat the word dog four times, but halfway through also say woof","Repeat the word dog 23 times, but halfway through also say woof",dog dog dog dog dog dog dog dog dog dog dog dog dog dog dog dog dog dog dog dog dog dog dog dog,23,17~25,Output: dog dog dog dog dog dog dog dog dog dog dog woof dog dog dog dog dog dog dog dog dog dog dog dog dog dog dog
Repeat 5 times hello world,Repeat 20 times hello world,hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world,20,17~25,Output: hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world
Repeat 5 times hello world,Repeat 18 times hello world,hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world,18,17~25,Output: hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world
"Say hungry three times, then hippo two times, then feed me four times","Say hungry 23 times, then hippo two times, then feed me four times",hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hippo hippo feed me feed me feed me feed me,23,17~25,Output: hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hippo hippo feed me feed me feed me feed me
Repeat 5 times hello world,Repeat 22 times hello world,hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world,22,17~25,Output: hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world
"Say python twice and data once, and then repeat all of this three times.","Say python 19 and data once, and then repeat all of this three times.",python python python python python python python python python python python python python python python python python python python data python python python python python python python python python python python python python python python python python python python data python python python python python python python python python python python python python python python python python python python data,19,17~25,Output: python 19 data python 19 data python 19 data
"Say hungry three times, then hippo two times, then feed me four times","Say hungry 18 times, then hippo two times, then feed me four times",hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hippo hippo feed me feed me feed me feed me,18,17~25,Output: hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hippo hippo feed me feed me feed me feed me
repeat whole note quarter note quarter note quarter note twice,repeat whole note quarter note quarter note quarter note 17,whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note,17,17~25,Output: whole note quarter note quarter note quarter note 17 whole note quarter note quarter note quarter note 17 whole note quarter note quarter note quarter note 17
"Say the days of the week but only the weekend days, two times","Say the days of the week but only the weekend days, 18 times",Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday,18,17~25,Output: Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday
Repeat 5 times hello world,Repeat 17 times hello world,hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world,17,17~25,Output: hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world hello world
"Repeat all the world seven times, and after every second time add is a stage.","Repeat all the world 22 times, and after every second time add is a stage.",all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage,22,17~25,Output: all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world all the world is
"Repeat the phrase the administrative district three times, and say the phrase hello world after the second time","Repeat the phrase the administrative district 23 times, and say the phrase hello world after the second time",the administrative district the administrative district hello world the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district,23,17~25,Output: the administrative district the administrative district hello world the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district
repeat whole note quarter note quarter note quarter note twice,repeat whole note quarter note quarter note quarter note 23,whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note,23,17~25,Output: whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note
"Say the days of the week but only the weekend days, two times","Say the days of the week but only the weekend days, 22 times",Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday,22,17~25,Output: Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday Saturday Sunday
"Repeat the phrase the administrative district three times, and say the phrase hello world after the second time","Repeat the phrase the administrative district 24 times, and say the phrase hello world after the second time",the administrative district the administrative district hello world the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district,24,17~25,Output: the administrative district the administrative district hello world the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district
A watermelon has seven seeds. Repeat they're delicious once for every seed,A watermelon has 24 seeds. Repeat they're delicious once for every seed,they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious,24,17~25,Output: they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious they're delicious
"Say hello world five times, but don't say world every even time","Say hello world 21 times, but don't say world every even time",hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world,21,17~25,Output: hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello world hello hello
"Repeat the phrase the administrative district three times, and say the phrase hello world after the second time","Repeat the phrase the administrative district 22 times, and say the phrase hello world after the second time",the administrative district the administrative district hello world the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district,22,17~25,Output: the administrative district the administrative district hello world the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district
repeat whole note quarter note quarter note quarter note twice,repeat whole note quarter note quarter note quarter note 22,whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note,22,17~25,Output: whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note quarter note whole note quarter note quarter note
"Say python twice and data once, and then repeat all of this three times.","Say python 24 and data once, and then repeat all of this three times.",python python python python python python python python python python python python python python python python python python python python python python python python data python python python python python python python python python python python python python python python python python python python python python python python python data python python python python python python python python python python python python python python python python python python python python python python python python data,24,17~25,Output: python 24 data python 24 data python 24 data
"Repeat cat five times. After each time, also say mouse","Repeat cat 18 times. After each time, also say mouse",cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse,18,17~25,Output: cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse cat mouse
"Repeat the phrase the administrative district three times, and say the phrase hello world after the second time","Repeat the phrase the administrative district 19 times, and say the phrase hello world after the second time",the administrative district the administrative district hello world the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district,19,17~25,Output: the administrative district the administrative district hello world the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district the administrative district
"Repeat the word dog four times, but halfway through also say woof","Repeat the word dog 18 times, but halfway through also say woof",dog dog dog dog dog dog dog dog dog woof dog dog dog dog dog dog dog dog dog,18,17~25,Output: dog dog dog dog dog dog dog dog dog woof dog dog dog dog dog dog dog dog dog
"Say hungry three times, then hippo two times, then feed me four times","Say hungry 22 times, then hippo two times, then feed me four times",hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hippo hippo feed me feed me feed me feed me,22,17~25,Output: hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hungry hippo hippo feed me feed me feed me feed me
