input,out,len,bins,pred,total-tokens,prompt-tokens,completion-tokens
Ярина Яна Єва Міран Сінан Магдалина Матвій Олександра Яків Анелія Анастасія Агата Лука Аделіна Назар Вікторія,а а а н н а й а в я я а а а р я,16,15~22,Output: а а а н н а й а в я я а а а р я,366,347,19
Тімур Мартін Магдалина Тадей Лео Суламіта Ярослав Есфір Макар Ельдар Даяна Емілія Єфрем Орися Дмитро Тіна Яків Орися Ілай Анна Ангеліна,р н а й о а в р р р а я м я о а в я й а а,21,15~22,Output: р н а й о а в р а р а я м я о а в я й а а,393,368,25
Єремія Андрій Тімур Христина Богдан Самуїл Андрій Ангеліна Вероніка Магдалина Максим Олівія Суламіта Яків Еліс Заріна Анісія Наомі,я й р а н л й а а а м я а в с а я і,18,15~22,Output: я й р а н л й а а а м я а в с а я я і,390,367,23
Давид Даяна Мартін Ілай Анна Агата Артем Дмитро Діана Веремій Єлизавета Барбара Аріна Таїсія Алім Захар,д а н й а а м о а й а а а я м р,16,15~22,Output: д а н й а а м о а й а а а я м р,368,348,20
Даниїл Лука Тиміш Аделіна Гордій Аріна Левій Єлизавета Дмитро Амір Тимофій Заріна Емма Даяна Есмі Яна Лука Суламіта Анелія Матвій Емілія,л а ш а й а й а о р й а а а і а а а я й я,21,15~22,Output: л а ш а й а й а о р й а а а і я а а я й я,402,375,27
Мартін Мія Квітослава Дарина Аліна Аскольд Христина Ярослав Леві Рамазан Єремія Есмі Ілай Лука Авенір Данило Орися Андрій Еріка Аліна Давид,н я а а а д а в і н я і й а р о я й а а д,21,15~22,Output: н я а а а д а в і н я і й а р о я й а а д,391,366,25
Олександра Христина Владислав Олександра Еней Орися Леонард Олександр Назар Олександр Тім Макар Георгій Емма Олександр Веремій Веремій Тиміш,а а в а й я д р р р м р й а р й й ш,18,15~22,Output: а а в а й я д р а р ій а й а р й ш,381,358,23
Даниїл Наомі Агата Олександра Еліна Христина Єва Еріка Стефанія Уляна Есмі Леонард Самуїл Анелія Аріна Матвій Магдалина Нестор Дмитро Анна,л і а а а а а а я а і д л я а й а р о а,20,15~22,Output: л і а а а а а я а і д л я а й а р о а,389,367,22
Есмі Павло Алан Захар Алан Назар Аделіна Рувим Яків Лео Розалія Авенір Мілана Соломія Емілія,і о н р н р а м в о я р а я я,15,15~22,Output: і о н р н р а м в о я р а я я,359,342,17
Міран Дарина Софія Аріна Олександр Ангеліна Дмитро Злата Левій Заріна Тадей Естер Аліна Дмитро Анастасія Тім Мія,н а я а р а о а й а й р а о я м я,17,15~22,Output: н а я а р а о а й а й р а о я м я,370,349,21
Наомі Орися Самуїл Ярина Квітослава Яків Марк Павло Лея Макар Авенір Богдан Яків Даниїл Олександра,і я л а а в к о я р р н в л а,15,15~22,Output: і я л а а в к о я р р н в л а,363,346,17
Еліс Міран Сарра Стефанія Нестор Лео Назар Георгій Владислав Стефанія Агата Есфір Павло Денис Владислав Рахіль,с н а я р о р й в я а р о с в ь,16,15~22,Output: с н а я р о р й в а а р о с в л ь,365,344,21
Сінан Аліна Міран Леонард Вероніка Діана Есмі Леонард Лукас Злата Леві Леонард Есфір Анісія Анна Ярослав,н а н д а а і д с а і д р я а в,16,15~22,Output: н а н д а а і д с а і д р я а в,369,351,18
Мілана Еней Даниїл Тиміш Яків Павло Сарра Тіна Северин Ян Владислав Рувим Лео Алім Ельдар Ілай Тальха Рахіль Ярослав Гордій Олівія,а й л ш в о а а н н в м о м р й а ь в й я,21,15~22,Output: а й л ш в о а а н н в м о м р й а а л в й я,392,365,27
Тимофій Естер Тадей Рахіль Вікторія Соломія Артем Авенір Ілай Еріка Еліс Андрій Есфір Самуїл Артем Тім Лєтті Естер Орися Анісія,й р й ь я я м р й а с й р л м м і р я я,20,15~22,Output: й р й л я я м р й а с й р л м м т і р я я,398,371,27
Ярослав Даяна Дмитро Мартін Лея Анна Еней Софія Самуїл Тиміш Тім Тиміш Яків Денис Аделіна Єва,в а о н я а й я л ш м ш в с а а,16,15~22,Output: в а о н я а й я л ш м ш в с а а,361,342,19
Веремій Ярослав Даяна Лукас Естер Алан Алан Соломія Рамазан Лукас Самуїл Анна Захар Дмитро Анна Данило,й в а с р н н я н с л а р о а о,16,15~22,Output: й в а с р н н я н с л а а р о а о,363,343,20
Лея Аскольд Есфір Авенір Наомі Анісія Лея Тиміш Назар Розалія Єремія Денис Левій Тиміш Христина Соломія,я д р р і я я ш р я я с й ш а я,16,15~22,Output: я д р р і я я ш р я с й ш а я,368,350,18
Ангеліна Денис Леві Леві Емма Рувим Олександра Амір Георгій Даяна Сінан Квітослава Дмитро Рахіль Таїсія,а с і і а м а р й а н а о ь я,15,15~22,Output: а с і і а м а р й а н а о л я,367,349,18
Анісія Єфрем Єфрем Давид Дмитро Лео Естер Анна Лео Тимофій Леві Назар Павло Захар Максим,я м м д о о р а о й і р о р м,15,15~22,Output: я м м д о о р а о й і р о р м,356,338,18
Софія Аделіна Богдан Аскольд Аскольд Назар Олександр Матвій Розалія Артем Суламіта Есфір Еріка Заріна Нестор Олівія Ярина Єфрем Ілай,я а н д д р р й я м а р а а р я а м й,19,15~22,Output: я а н д д р р й я м р а а р о я а м й,385,362,23
Есфір Роман Таїсія Даниїл Емілія Ярина Алан Уляна Давид Давид Амір Леві Естер Георгій Олександра Діана Анна,р н я л я а н а д д р і р й а а а,17,15~22,Output: р н я л я а н а д д р і р й а а а,370,350,20
Асаф Авенір Рамазан Єва Мілана Матвій Стефанія Мартін Тальха Стефанія Мартін Назар Ілай Есмі Есмі Северин,ф р н а а й я н а я н р й і і н,16,15~22,Output: ф р н а а й я н а я н р й і і н,368,348,20
Софія Ілай Рамазан Квітослава Авенір Ярослав Таїсія Анелія Христина Мілана Захар Олександр Рахіль Тимофій Лєтті Дмитро Мартін Аріна,я й н а р в я я а а р р ь й і о н а,18,15~22,Output: я й н а р в я я а а р р л й і о н а,392,370,22
Левій Вікторія Софія Тиміш Магдалина Олександра Гордій Ян Лєтті Есфір Барбара Суламіта Анастасія Анна Матвій Давид,й я я ш а а й н і р а а я а й д,16,15~22,Output: й я я ш а а й н і р а а я а й д,378,357,21
Єфрем Агата Дарина Леонард Ярина Наомі Аделіна Есфір Леві Мія Марк Тальха Естер Рамазан Максим,м а а д а і а р і я к а р н м,15,15~22,Output: м а а д а і а р і я к а р н м,353,336,17
Авенір Лео Марк Марк Еліс Орися Аскольд Левій Асаф Ярослав Уляна Міран Емма Яків Вероніка Есмі Аріна Єфрем,р о к к с я д й ф в а н а в а і а м,18,15~22,Output: р о к к с я д й ф в а н а в а і а м,371,350,21
Тімур Міран Анна Аскольд Лука Веремій Данило Ян Арсен Вероніка Тім Даяна Богдан Есфір Магдалина,р н а д а й о н н а м а н р а,15,15~22,Output: р н а д а й о н н м а н а р а,355,337,18
Дарина Еріка Еліна Ярослав Тимофій Матвій Лука Даяна Софія Ян Вероніка Меланія Міран Суламіта Самуїл Сінан Леві Барбара,а а а в й й а а я н а я н а л н і а,18,15~22,Output: а а а в й й а а я н а я н а л а й а,381,358,23
Лео Сінан Вікторія Аскольд Олександра Лео Марк Анелія Амір Соломія Меланія Еліс Тимофій Нестор Анелія Вікторія Ангеліна Тимофій Міран Матвій Лука,о н я д а о к я р я я с й р я я а й н й а,21,15~22,Output: о н я д а о к я р я я с й р я я а й н й а,402,376,26
Алан Заріна Олександра Сінан Вікторія Амір Діана Еліс Асаф Рахіль Христина Діана Богдан Єремія Леонард Аскольд Арсен,н а а н я р а с ф ь а а н я д д н,17,15~22,Output: н а а н я р а с ф л а а н я д д н,373,354,19
Софія Ярема Марк Богдан Аліна Алан Лєтті Леві Мія Соломія Аскольд Владислав Таїсія Амір Орися Емма Тадей Ангеліна Ярина,я а к н а н і і я я д в я р я а й а а,19,15~22,Output: я а к н а н і і я я д в я р я а й а а,382,360,22
Даниїл Христина Веремій Єфрем Заріна Єва Рамазан Роман Аріна Ангеліна Тимофій Гордій Тадей Сінан Ярослав Есфір Есмі,л а й м а а н н а а й й й н в р і,17,15~22,Output: л а й м а а н н а а й й й н в р і,376,353,23
Мілана Мартін Макар Рахіль Мія Тимофій Заріна Еліс Суламіта Алан Ян Самуїл Захар Яків Христина Нестор Єремія Анастасія Мілана Орися Анна,а н р ь я й а с а н н л р в а р я я а я а,21,15~22,Output: а н р л я й а с а н н л р в а р я я а я а,395,371,24
Владислав Леонард Назар Ярина Христина Суламіта Еріка Еней Андрій Орися Ярослав Тімур Лея Єремія Данило Роман Павло Есфір Денис Есмі Яків,в д р а а а а й й я в р я я о н о р с і в,21,15~22,Output: в д р а а а а й я я в р я о н о о р с с і в,391,366,25
Максим Максим Емілія Алан Еней Ян Есмі Тимофій Максим Самуїл Діана Алан Левій Макар Аріна,м м я н й н і й м л а н й р а,15,15~22,Output: м м я н й н і й м л а н й р а,358,338,20
Мілана Єфрем Діана Леві Єфрем Аріна Ярослав Орися Асаф Денис Тадей Матвій Марк Анелія Вероніка Софія,а м а і м а в я ф с й й к я а я,16,15~22,Output: а м а і м а в я ф с й й к я а я,365,345,20
Анісія Орися Єва Олівія Алан Артем Сінан Мартін Меланія Захар Алім Еріка Тадей Магдалина Лєтті Рамазан Заріна,я я а я н м н н я р м а й а і н а,17,15~22,Output: я я а я н м н я р м а а й а і н а,373,353,20
Рамазан Захар Естер Марк Суламіта Алім Рамазан Арсен Еліна Захар Барбара Олександр Розалія Ельдар Северин Захар Естер Таїсія Данило,н р р к а м н н а р а р я р н р р я о,19,15~22,Output: н р р к а м н н а р а р я р н р я о,379,359,20
Анастасія Андрій Олександра Олександр Естер Андрій Рахіль Андрій Ельдар Дарина Тадей Даяна Ярослав Вікторія Христина Мія Софія Софія Аріна,я й а р р й ь й р а й а в я а я я я а,19,15~22,Output: я й а р р й л й р а й а в я а я я а а,388,363,25
Анастасія Аліна Рувим Ярема Анелія Сарра Лея Леонард Аріна Макар Анна Вероніка Яна Лєтті Аріна Анна Артем,я а м а я а я д а р а а а і а а м,17,15~22,Output: я а м а я а я д а р а а а і а а м,370,351,19
Аліна Алім Сарра Аскольд Рамазан Аскольд Лєтті Аскольд Ярема Макар Ярослав Анелія Естер Марк Стефанія Гордій Олександр Христина Богдан Дмитро,а м а д н д і д а р в я р к я й р а н о,20,15~22,Output: а м а д н д і д а р в я р к я й р а н о,388,365,23
Квітослава Павло Лука Міран Самуїл Аделіна Асаф Лео Самуїл Тадей Олександр Захар Еріка Вероніка Андрій Денис Стефанія,а о а н л а ф о л й р р а а й с я,17,15~22,Output: а о а н л а ф о л й р а а а й с я,376,355,21
Анастасія Таїсія Гордій Дмитро Агата Есмі Олександра Мілана Павло Тиміш Дарина Амір Олександр Анісія Діана Естер Рамазан Еней Ангеліна Ілай Вероніка,я я й о а і а а о ш а р р я а р н й а й а,21,15~22,Output: я я й о а і а а о ш а р д я а р а й а й а,399,373,26
Єва Уляна Орися Андрій Тимофій Наомі Лея Самуїл Тальха Еліс Наомі Анісія Лука Анна Даниїл Яків Тадей Анна Лея Северин,а а я й й і я л а с і я а а л в й а я н,20,15~22,Output: а а я й й і я л а с і я а а л в й а я н,388,363,25
Аделіна Мілана Владислав Тадей Христина Данило Єва Асаф Леві Суламіта Еней Мартін Владислав Тіна Нестор Левій Агата Алан Олександра Максим,а а в й а о а ф і а й н в а р й а н а м,20,15~22,Output: а а в й а о а ф і а й н в а р й а н а м,381,356,25
Давид Анелія Лука Леонард Ангеліна Тиміш Єремія Анісія Лея Анастасія Рамазан Єва Данило Левій Орися Анна Тімур,д я а д а ш я я я я н а о й я а р,17,15~22,Output: д я а д а ш я я я я н а о й я а р,374,354,20
Христина Тіна Ельдар Павло Емілія Захар Дарина Арсен Ілай Емілія Олівія Дарина Артем Леонард Сарра,а а р о я р а н й я я а м д а,15,15~22,Output: а а р о я р а й я я а м д а р,361,343,18
Рувим Захар Тальха Богдан Еней Назар Злата Уляна Богдан Дарина Ярослав Аделіна Лука Роман Наомі Анастасія Барбара Нестор Вікторія,м р а н й р а а н а в а а н і я а р я,19,15~22,Output: м р а н й р а а н а в а а н і я а р я,375,353,22
Алан Сарра Мілана Христина Левій Лука Діана Магдалина Нестор Макар Тиміш Веремій Єремія Дмитро Емма Ельдар,н а а а й а а а р р ш й я о а р,16,15~22,Output: н а а а й а а а р р ш й я о а р,365,345,20
Агата Христина Аделіна Єлизавета Єфрем Давид Артем Лєтті Суламіта Мілана Северин Левій Тімур Ярина Леві Захар Софія Даяна,а а а а м д м і а а н й р а і р я а,18,15~22,Output: а а а а м д м а а а н й р а й р я а,382,360,22
Ілай Назар Мартін Естер Стефанія Єлизавета Емма Аделіна Анастасія Сарра Лука Лукас Захар Дмитро Барбара Лєтті Сінан Сарра Сінан,й р н р я а а а я а а с р о а і н а н,19,15~22,Output: й р н р я а а а я а а с р о а і н а н,385,363,22
Суламіта Міран Артем Ярема Роман Єва Даяна Олівія Леонард Софія Магдалина Лука Сарра Емма Агата Алім Матвій Ярема Еліс Тимофій Леонард,а н м а н а а я д я а а а а а м й а с й д,21,15~22,Output: а н м а н а а я я а а а а а а м й а с й д,394,369,25
Тадей Вікторія Софія Барбара Еліс Денис Еней Мія Тіна Ангеліна Рамазан Еріка Дмитро Владислав Нестор Орися Владислав Тальха Олександр,й я я а с с й я а а н а о в р я в а р,19,15~22,Output: й я я а с с й я а а н а о в р я в а р,380,357,23
Яна Роман Емма Ангеліна Аріна Асаф Авенір Меланія Ярема Матвій Ангеліна Ярослав Захар Георгій Анісія,а н а а а ф р я а й а в р й я,15,15~22,Output: а н а а а ф р я а й а в р й я,366,347,19
Таїсія Аскольд Захар Емілія Владислав Павло Ярослав Яна Квітослава Мартін Лукас Олександра Мартін Данило Злата,я д р я в о в а а н с а н о а,15,15~22,Output: я д р я в о в а н с а н о а,361,345,16
Павло Рахіль Сарра Аделіна Асаф Даяна Аделіна Стефанія Єфрем Тіна Рахіль Олександр Авенір Сарра Барбара Нестор Емма Самуїл Дмитро Емма,о ь а а ф а а я м а ь р р а а р а л о а,20,15~22,Output: о л а а ф а а я м а л р р а р о а л о а,383,361,22
Нестор Яна Ярослав Аделіна Мія Павло Алан Рамазан Самуїл Захар Вероніка Дмитро Злата Тімур Тиміш Северин Аріна Максим,р а в а я о н н л р а о а р ш н а м,18,15~22,Output: р а в а я о н н л р а о а р ш н а м,368,348,20
Олівія Северин Наомі Веремій Северин Лео Ангеліна Ярина Барбара Тальха Розалія Лукас Дарина Мілана Авенір Леві Мартін Лео Дарина Яків Даяна,я н і й н о а а а а я с а а р і н о а в а,21,15~22,Output: я н і й н о а а а а с а а а р і н о а в а,395,371,24
Тімур Анісія Еліс Заріна Лукас Максим Данило Тіна Стефанія Алім Богдан Тальха Барбара Єлизавета Леві Тіна Тимофій Вікторія,р я с а с м о а я м н а а а і а й я,18,15~22,Output: р я с а с м о а я м н а а а і а й я,381,360,21
Нестор Уляна Рахіль Анелія Еліна Ангеліна Авенір Суламіта Єремія Алім Олександр Богдан Єфрем Лукас Веремій Северин Анастасія,р а ь я а а р а я м р н м с й н я,17,15~22,Output: р а л я а а р а я м р н м с й н я,378,358,20
Мілана Тіна Уляна Северин Тіна Матвій Тімур Анастасія Вероніка Агата Матвій Лєтті Северин Квітослава Нестор Суламіта Ілай Есфір Аделіна,а а а н а й р я а а й і н а р а й р а,19,15~22,Output: а а а н а й р я а й і н а р а а р іна,388,365,23
Максим Еліс Тимофій Алан Даяна Роман Яків Веремій Рахіль Орися Яна Емілія Леві Анелія Магдалина Владислав Давид Тальха Еней Лео,м с й н а н в й ь я а я і я а в д а й о,20,15~22,Output: м с й н а н в й л я а я в я а в д а й о,386,361,25
Діана Розалія Міран Павло Лео Ярина Рахіль Рувим Еріка Магдалина Злата Суламіта Злата Андрій Тимофій Андрій Алім Тимофій,а я н о о а ь м а а а а а й й й м й,18,15~22,Output: а я н о о а л м а а а а а й й й м й,382,358,24
Ян Аскольд Леві Леонард Макар Єремія Тадей Еліна Вікторія Квітослава Рувим Леві Єва Суламіта Мілана Рахіль Гордій Денис Агата Ельдар Міран,н д і д р я й а я а м і а а а ь й с а р н,21,15~22,Output: н д і д р я й а я а м і а а а л й с а р а,394,369,25
Софія Злата Богдан Яків,я а н в,4,1~8,Output: я а н в,302,296,6
Алан Рамазан Нестор Яна Лука Самуїл,н н р а а л,6,1~8,Output: н н р а а л,310,302,8
Барбара Алан Лука Сінан Яків Софія Діана,а н а н в я а,7,1~8,Output: а н а н в я а,318,309,9
Ярина Тіна Авенір Тіна Алан Нестор,а а р а н р,6,1~8,Output: а а р а н р,308,300,8
Тиміш Роман Суламіта Матвій Квітослава Гордій Еріка,ш н а й а й а,7,1~8,Output: ш н а й а й а,324,313,11
Ілай Ельдар Аріна Соломія,й р а я,4,1~8,Output: й р а я,303,296,7
Рахіль Асаф Мартін Соломія,ь ф н я,4,1~8,Output: л ф н я,303,297,6
Леві Назар Тимофій Софія Мія,і р й я я,5,1~8,Output: і р й я я,308,300,8
Міран Вероніка Емма,н а а,3,1~8,Output: н а а,295,290,5
Дмитро Аскольд Еліс Алан Лукас Стефанія,о д с н с я,6,1~8,Output: о д с н с я,314,306,8
Ельдар Денис Софія Єва Лукас Ярина,р с я а с а,6,1~8,Output: р с я а с а,311,303,8
Олександр Максим Софія Анісія Діана Тальха,р м я я а а,6,1~8,Output: р м я я а а,314,306,8
Макар Єремія Левій,р я й,3,1~8,Output: р я й,298,292,6
Єремія Леві Меланія,я і я,3,1~8,Output: я і я,298,293,5
Северин Марк Заріна Лео Дарина,н к а о а,5,1~8,Output: н к а о а,304,297,7
Артем Давид Тіна Яків Сінан Анастасія Есфір,м д а в н я р,7,1~8,Output: м д а в н я р,318,309,9
Суламіта Христина Лукас Тімур,а а с р,4,1~8,Output: а а с р,305,299,6
Мартін Ілай Ярема Аріна Барбара,н й а а а,5,1~8,Output: н й а а а,308,300,8
Вероніка Орися Діана Гордій Лєтті,а я а й і,5,1~8,Output: а я а й і,312,304,8
Тадей Соломія Наомі Веремій Захар,й я і й р,5,1~8,Output: й я і й р,309,300,9
Уляна Орися Сінан Тім Рахіль Аскольд Богдан,а я н м ь д н,7,1~8,Output: а я н м л д н,315,306,9
Олександр Тадей Андрій,р й й,3,1~8,Output: р й й,299,292,7
Соломія Асаф Лука,я ф а,3,1~8,Output: я ф а,297,292,5
Барбара Заріна Назар Квітослава Ілай Роман Ярослав,а а р а й н в,7,1~8,Output: а а р а й н в,319,309,10
Лука Лукас,а с,2,1~8,Output: а с,292,288,4
Гордій Вероніка Ярослав Дмитро Стефанія,й а в о я,5,1~8,Output: й а в о я,312,304,8
Лука Северин Ян Олександра Рувим Єфрем Давид,а н н а м м д,7,1~8,Output: а н н а м м д,315,306,9
Северин Олександр,н р,2,1~8,Output: н р,292,288,4
Амір Веремій Дмитро,р й о,3,1~8,Output: р й о,299,293,6
Тимофій Данило Яна,й о а,3,1~8,Output: й о а,297,291,6
Алім Ян Соломія Сарра,м н я а,4,1~8,Output: м н я а,300,294,6
Северин Андрій,н й,2,1~8,Output: н й,293,288,5
Денис Лео Уляна Вероніка,с о а а,4,1~8,Output: с о а а,300,294,6
Єва Єва Злата Олександра Рамазан,а а а а н,5,1~8,Output: а а а а н,304,297,7
Матвій Асаф,й ф,2,1~8,Output: й ф,293,288,5
Мілана Тиміш Северин Захар Вероніка,а ш н р а,5,1~8,Output: а ш н р а,308,301,7
Артем Сарра Уляна Розалія Матвій Аскольд Заріна,м а а я й д а,7,1~8,Output: м а а я й д а,317,307,10
Меланія Леві,я і,2,1~8,Output: я й,293,288,5
Есмі Владислав Лука Тимофій Еней Гордій,і в а й й й,6,1~8,Output: і в а й й й,316,305,11
Лукас Вероніка Квітослава Давид Максим Мартін Асаф,с а а д м н ф,7,1~8,Output: с а а д м н ф,319,310,9
Меланія Денис Анастасія Владислав,я с я в,4,1~8,Output: я с я в,303,297,6
Міран Есмі,н і,2,1~8,Output: н і,290,286,4
Ельдар Меланія Барбара Лео,р я а о,4,1~8,Output: р я а о,303,297,6
Максим Ярослав Георгій Мілана Анелія,м в й а я,5,1~8,Output: м в й а я,310,302,8
Лукас Арсен Рамазан Владислав Емма,с н н в а,5,1~8,Output: с н н в а,306,299,7
Квітослава Лукас Мілана Нестор,а с а р,4,1~8,Output: а с а р,305,299,6
Лео Єфрем Яна Яна Северин,о м а а н,5,1~8,Output: о м а а н,304,297,7
Розалія Дарина Вікторія Естер Тальха,я а я р а,5,1~8,Output: я а я р а,307,300,7
Анастасія Єва Дмитро Дмитро,я а о о,4,1~8,Output: я а о о,304,298,6
Сарра Рувим Ярина Георгій,а м а й,4,1~8,Output: а м а й,303,296,7
Яків Захар Заріна,в р а,3,1~8,Output: в р а,297,292,5
Мія Тимофій,я й,2,1~8,Output: я й,293,288,5
Суламіта Лука Амір Олівія Матвій Аскольд Леві,а а р я й д і,7,1~8,Output: а а р я й д і,322,312,10
Есмі Діана Анастасія Рахіль,і а я ь,4,1~8,Output: і а я л,304,298,6
Еріка Тальха Єлизавета Леві,а а а і,4,1~8,Output: а а а і,304,298,6
Квітослава Владислав Аскольд,а в д,3,1~8,Output: а в д,299,294,5
Алім Назар Магдалина Асаф Софія Дарина,м р а ф я а,6,1~8,Output: м р а ф я а,311,303,8
Сарра Веремій Квітослава Амір Єлизавета Меланія Розалія,а й а р а я я,7,1~8,Output: а й а р а я я,325,315,10
Нестор Розалія,р я,2,1~8,Output: р я,291,287,4
Лука Сарра Тімур Квітослава Анелія,а а р а я,5,1~8,Output: а а р а я,309,302,7
Ян Яків Тальха Дмитро Стефанія Міран Наомі,н в а о я н і,7,1~8,Output: н в а о я н і,318,309,9
Наомі Тім Гордій Лео Леонард Тадей Тальха,і м й о д й а,7,1~8,Output: і м й о д й а,319,308,11
Анна Владислав Анастасія Яків Меланія Роман,а в я в я н,6,1~8,Output: а в я в я н,313,305,8
Ярослав Тімур Наомі Олександр,в р і р,4,1~8,Output: в р і р,302,296,6
Дарина Єва Сарра Аделіна,а а а а,4,1~8,Output: а а а а,298,292,6
Розалія Еліна Тальха Леві Сінан Єва Владислав,я а а і н а в,7,1~8,Output: я а а і н а в,316,307,9
Есмі Владислав,і в,2,1~8,Output: і в,291,287,4
Сінан Авенір Амір Заріна Ярина Ярина Ярослав,н р р а а а в,7,1~8,Output: н р р а а а в,317,308,9
Даяна Марк Алім Сарра,а к м а,4,1~8,Output: а к м а,298,292,6
Анісія Ангеліна Аделіна,я а а,3,1~8,Output: я а а,300,295,5
Єфрем Діана Макар Роман Дмитро Лео Асаф,м а р н о о ф,7,1~8,Output: м а р н о о ф,315,306,9
Артем Вероніка Еліс Еліна Владислав Ярина,м а с а в а,6,1~8,Output: м а с а в а,312,304,8
Тимофій Соломія Анастасія Христина Аліна Павло,й я я а а о,6,1~8,Output: й я я а а о,317,308,9
Даниїл Сарра Амір Тальха,л а р а,4,1~8,Output: л а р а,301,295,6
Меланія Ярослав,я в,2,1~8,Output: я в,292,288,4
Арсен Заріна Агата Олександра Естер Лео Уляна Естер Владислав Леонард Владислав Нестор Вероніка Єфрем Еліс Емілія Тадей Єфрем Марк Тиміш Таїсія Лео Денис,н а а а р о а р в д в р а м с я й м к ш я о с,23,22~30,Output: н а а а р о а р в д в р а м с я й м к ш я о с,398,372,26
Даниїл Амір Стефанія Леві Максим Барбара Заріна Еней Яків Есмі Олівія Діана Єремія Софія Ярема Павло Сарра Ян Анна Есмі Рахіль Наомі Злата Таїсія Вероніка,л р я і м а а й в і я а я я а о а н а і ь і а я а,25,22~30,Output: л р я і м а а й в і я а я я а о а н а а і л і а я а,415,386,29
Георгій Лукас Данило Заріна Мілана Лея Гордій Аріна Матвій Дарина Заріна Амір Діана Лєтті Єремія Артем Георгій Роман Тімур Ярослав Аделіна Тім,й с о а а я й а й а а р а і я м й н р в а м,22,22~30,Output: й с о а а я й а й а а р а і я м й н р в а м,403,375,28
Розалія Рахіль Матвій Яків Данило Мія Розалія Софія Емма Нестор Данило Лео Северин Самуїл Ілай Барбара Алім Магдалина Лукас Веремій Сарра Роман Гордій Єремія,я ь й в о я я я а р о о н л й а м а с й а н й я,24,22~30,Output: я л й в о я я а о л о о н л й а м а с й а а н й я,413,382,31
Максим Єва Естер Лея Софія Ельдар Аріна Барбара Ярослав Богдан Аріна Тиміш Есмі Ельдар Арсен Мартін Назар Вікторія Артем Авенір Ярослав Квітослава Олександра Еліс Амір Данило Олександра Даяна,м а р я я р а а в н а ш і р н н р я м р в а а с р о а а,28,22~30,Output: м а р я я р а а в н а ш і р н ін н я м р в а а а с а р о а а а,429,395,34
Лєтті Андрій Арсен Макар Рахіль Роман Стефанія Аліна Есмі Соломія Ярина Олександр Лео Еліс Яна Агата Еней Максим Алім Естер Міран Ярема Орися Есмі Соломія Анастасія Самуїл,і й н р ь н я а і я а р о с а а й м м р н а я і я я л,27,22~30,Output: і й н р л н я а і я а р о с а а й м м р а а я я і я л,424,393,31
Яна Агата Захар Ярема Георгій Даниїл Еліс Лука Данило Вікторія Северин Магдалина Заріна Лєтті Заріна Георгій Тімур Георгій Олівія Таїсія Міран Андрій Лео Андрій Максим,а а р а й л с а о я н а а і а й р й я я н й о й м,25,22~30,Output: а а р а й л с а о я а а а й а й р й я я н й о й м,427,394,33
