input,out,len,bins,pred,total-tokens,prompt-tokens,completion-tokens
Katharina Katharina Uwe Philipp Anja Petra Joachim Jürgen Jörg Heike Stefanie Heike Anna Stefanie Rainer,a a e p a a m n g e e e a e r,15,15~22,Output: a a e p a a m n g e e e a e r,242,225,17
Bettina Susanne Kerstin Sven Manfred Angelika Ivonne Angelika Stefanie Thomas Klaus Sabine Bettina Anja Anna Jutta Dirk Ute Susanne,a e n n d a e a e s s e a a a a k e e,19,15~22,Output: a e n n d a e a e s s e a a a a k e e,247,226,21
Brigitte Ute Sabine Susanne Bettina Ulrike Martina Ute Anja Markus Karin Stefanie Jens Thorsten Kerstin Karin Ralph Bärbel Philipp Jan,e e e e a e a e a s n e s n n n h l p n,20,15~22,Output: e e e e a e a e a s n e s n n n h p n,250,229,21
Jürgen Kerstin Anja Klaus Katharina Jan Manfred Joachim Petra Philipp Angelika Ute Stefanie Joachim Katharina Brigitte,n n a s a n d m a p a e e m a e,16,15~22,Output: n n a s a n d m a p a e e m a e,245,227,18
Ulrike Petra Ivonne Jens Joachim Katharina Hans Thorsten Kerstin Heike Ivonne Joachim Rainer Thomas Bärbel Petra Ulrike Matthias Karin Sabine Jürgen,e a e s m a s n n e e m r s l a e s n e n,21,15~22,Output: e a e s m a s n e e e m r s l a e s n e n,257,234,23
Manfred Katharina Thorsten Bettina Wolfgang Heike Anna Jan Jens Ivonne Thomas Bärbel Monika Jan Hans Brigitte Anna Ulrike Martina Jörg,d a n a g e a n s e s l a n s e a e a g,20,15~22,Output: d a n a g e a n s e s l a n s e a e a g,250,228,22
Anna Ralph Martina Anna Markus Angelika Kerstin Heike Katharina Klaus Brigitte Brigitte Sabine Wolfgang Petra Jürgen Dirk,a h a a s a n e a s e e e g a n k,17,15~22,Output: a h a a s a n e a s e e e g a n k,242,223,19
Jan Bettina Martina Ivonne Ivonne Bärbel Monika Jens Heike Hans Bernd Ute Jan Martina Anja Birgit Kerstin Rainer Brigitte,n a a e e l a s e s d e n a a t n r e,19,15~22,Output: n a a e e l a s e s d e n a a t n r e,249,228,21
Sven Jürgen Markus Ute Stefan Monika Ulrike Uwe Stefan Joachim Manfred Ivonne Birgit Klaus Jens Ralph,n n s e n a e e n m d e t s s h,16,15~22,Output: n n s e n a e e n m d e t s s h,239,221,18
Joachim Sabine Bernd Katharina Stefanie Stefan Jens Bärbel Anna Angelika Jan Sabine Martina Ivonne Sabine Petra Stefan Kerstin,m e d a e n s l a a n e a e e a n n,18,15~22,Output: m e d a e n s l a a n e a e a n n,244,225,19
Joachim Uwe Jens Heike Ute Sabine Ralph Ulrike Stefan Bernd Jens Uwe Sven Thomas Philipp Sabine Jens Thorsten Ralph Petra,m e s e e e h e n d s e n s p e s n h a,20,15~22,Output: m e s e e e h e n d s e n s p e s n h a,246,224,22
Matthias Ulrike Ralph Katharina Karin Anna Manfred Katharina Katharina Birgit Rainer Thomas Sven Susanne Jutta,s e h a n a d a a t r s n e a,15,15~22,Output: s e h a n a d a a t r s n e a,238,221,17
Ralph Monika Sabine Bärbel Thomas Bärbel Manfred Rainer Jens Stefan Anja Heike Kerstin Jörg Jan Joachim Jan Bettina,h a e l s l d r s n a e n g n m n a,18,15~22,Output: h a e l s l d r s n a e n g n m n a,246,226,20
Jan Sabine Katharina Ulrike Angelika Stefan Bettina Katharina Kerstin Manfred Bettina Ivonne Brigitte Jens Heike Bärbel Bärbel Stefan Rainer Thorsten Brigitte,n e a e a n a a n d a e e s e l l n r n e,21,15~22,Output: n e a e a n a a n d a e e s e l l n r n e,259,236,23
Katharina Thomas Klaus Dirk Bernd Stefanie Markus Angelika Klaus Uwe Bettina Stefanie Ralph Monika Markus Jörg Philipp Klaus Markus Anna,a s s k d e s a s e a e h a s g p s s a,20,15~22,Output: a s s k d e s a s e a e h a s g p s s a,245,223,22
Joachim Angelika Anja Ulrike Jörg Markus Ulrike Petra Jürgen Dirk Ulrike Bettina Jan Ulrike Markus,m a a e g s e a n k e a n e s,15,15~22,Output: m a a e g s e a n k e a n e s,238,221,17
Sabine Markus Jan Jens Wolfgang Klaus Rainer Philipp Jutta Jutta Karin Jürgen Klaus Jens Jutta Hans Karin Wolfgang Birgit,e s n s g s r p a a n n s s a s n g t,19,15~22,Output: e s n s g s r p a a n n s s a s n g t,243,222,21
Angelika Rainer Ute Birgit Hans Hans Bernd Jörg Anna Susanne Angelika Petra Martina Stefanie Birgit,a r e t s s d g a e a a a e t,15,15~22,Output: a r e t s s d g a e a a a e t,236,219,17
Joachim Jutta Matthias Stefan Stefan Rainer Klaus Bernd Thomas Bärbel Monika Manfred Karin Stefan Karin Jens Sabine,m a s n n r s d s l a d n n n s e,17,15~22,Output: m a s n n r s d s l a d n n s e,239,221,18
Sabine Ulrike Ute Brigitte Ivonne Bettina Jörg Stefan Manfred Jürgen Anna Jörg Stefan Karin Angelika Ivonne Stefanie Sven Jan Thorsten,e e e e e a g n d n a g n n a e e n n n,20,15~22,Output: e e e e e a g n d n a g n n a e e n n n,255,233,22
Sabine Martina Birgit Ulrike Angelika Jutta Ralph Ulrike Anna Thorsten Susanne Jens Ivonne Heike Brigitte Angelika Ulrike Jürgen Birgit Rainer,e a t e a a h e a n e s e e e a e n t r,20,15~22,Output: e a t e a a h e a n e s e e e a e n t r,254,232,22
Brigitte Stefan Katharina Susanne Anna Joachim Wolfgang Jan Birgit Anja Susanne Joachim Bettina Heike Ralph,e n a e a m g n t a e m a e h,15,15~22,Output: e n a e a m g n t a e m a e h,238,221,17
Karin Bärbel Bärbel Philipp Stefanie Manfred Wolfgang Joachim Rainer Manfred Katharina Stefanie Ulrike Joachim Ulrike,n l l p e d g m r d a e e m e,15,15~22,Output: n l l p e d g m r d a e e m e,242,225,17
Jörg Manfred Anna Philipp Angelika Heike Wolfgang Jutta Karin Monika Martina Susanne Brigitte Ute Susanne Jörg Markus,g d a p a e g a n a a e e e e g s,17,15~22,Output: g d a p a e g a n a a e e e e g s,244,225,19
Monika Jan Matthias Sabine Jutta Jan Markus Uwe Bettina Monika Ralph Joachim Bettina Anna Anja Uwe Bettina Birgit,a n s e a n s e a a h m a a a e a t,18,15~22,Output: a n s e a n s e a a h m a a a e a t,243,223,20
Heike Jürgen Rainer Birgit Ralph Sven Rainer Martina Jürgen Ulrike Jürgen Katharina Monika Jens Bernd,e n r t h n r a n e n a a s d,15,15~22,Output: e n r t h n r a n e n a a s d,244,227,17
Thomas Matthias Jens Birgit Ivonne Jan Bärbel Birgit Rainer Jan Jan Jan Monika Rainer Katharina Jan Hans Katharina Karin Kerstin,s s s t e n l t r n n n a r a n s a n n,20,15~22,Output: s s s t e n l t r n n n a r a n s a n n,248,226,22
Kerstin Monika Kerstin Sabine Philipp Jürgen Klaus Heike Dirk Jan Wolfgang Jürgen Manfred Markus Monika Wolfgang Anna Petra Uwe,n a n e p n s e k n g n d s a g a a e,19,15~22,Output: n a n e p n s e k n g n d s a g a a e,246,225,21
Ulrike Jutta Markus Jürgen Uwe Sven Martina Uwe Jutta Bettina Jutta Ralph Sabine Wolfgang Angelika Dirk Jutta Bettina Ulrike Ute Jörg,e a s n e n a e a a a h e g a k a a e e g,21,15~22,Output: e a s n e n a e a a a h e g a k a a e e g,256,233,23
Kerstin Uwe Monika Jürgen Anja Brigitte Sven Thorsten Bärbel Anja Matthias Wolfgang Stefan Ivonne Jörg Rainer Stefanie Klaus Ralph Sven,n e a n a e n n l a s g n e g r e s h n,20,15~22,Output: n e a n a e n n l a s g n e g r e s h n,254,232,22
Brigitte Jörg Ulrike Sabine Markus Thomas Petra Sabine Ralph Klaus Brigitte Susanne Jan Bettina Katharina Katharina,e g e e s s a e h s e e n a a a,16,15~22,Output: e g e e s s a e h s e e n a a a,241,223,18
Stefanie Ralph Petra Monika Jürgen Thomas Thorsten Philipp Markus Bernd Jens Brigitte Sabine Anja Petra Ivonne Ulrike Katharina,e h a a n s n p s d s e e a a e e a,18,15~22,Output: e h a a n s n p s d s e e a e e a a,245,225,20
Ralph Petra Karin Wolfgang Brigitte Jürgen Hans Manfred Bärbel Jutta Monika Sabine Jürgen Thomas Ute Matthias Stefanie Thomas Martina Hans Ute,h a n g e n s d l a a e n s e s e s a s e,21,15~22,Output: h a n g e n s d l a a e n s e s e a s e,254,232,22
Joachim Bernd Karin Joachim Angelika Martina Dirk Jutta Ute Joachim Ulrike Uwe Jutta Birgit Ulrike Jörg Martina Dirk Bettina,m d n m a a k a e m e e a t e g a k a,19,15~22,Output: m d n m a a k a e m e e a t e g a k a,253,232,21
Jutta Jutta Jens Joachim Jutta Jan Rainer Anna Joachim Markus Uwe Martina Stefanie Monika Heike Jens Sabine Thorsten,a a s m a n r a m s e a e a e s e n,18,15~22,Output: a a s m a n r a m s e a e a e s e n,245,225,20
Heike Joachim Katharina Birgit Susanne Matthias Hans Jens Matthias Kerstin Ivonne Katharina Joachim Wolfgang Jörg Martina Monika,e m a t e s s s s n e a m g g a a,17,15~22,Output: e m a t e s s s s n a a m g a a,244,226,18
Susanne Stefan Kerstin Markus Ralph Sven Ralph Kerstin Ivonne Stefan Manfred Monika Jürgen Martina Klaus Markus Wolfgang Birgit,e n n s h n h n e n d a n a s s g t,18,15~22,Output: e n n s h n h n e n d a n a s s g t,242,222,20
Wolfgang Jens Manfred Manfred Stefanie Ute Bernd Klaus Thorsten Ivonne Jutta Philipp Sven Joachim Sabine Sabine Dirk Jürgen Jens Thorsten Karin,g s d d e e d s n e a p n m e e k n s n n,21,15~22,Output: g s d d e e d s n e a p n m e e k n s n n,254,231,23
Uwe Ute Rainer Joachim Kerstin Brigitte Thomas Anna Philipp Wolfgang Bärbel Anna Bernd Martina Rainer Manfred,e e r m n e s a p g l a d a r d,16,15~22,Output: e e r m n e s a p g l a d a r d,240,222,18
Susanne Ulrike Jörg Brigitte Stefanie Karin Bärbel Thomas Markus Klaus Markus Sven Monika Jens Sven Jörg Heike Jörg Kerstin,e e g e e n l s s s s n a s n g e g n,19,15~22,Output: e e g e e n l s s s s n a s n g e g n,251,230,21
Rainer Thorsten Karin Klaus Jörg Sabine Thomas Jürgen Ralph Bärbel Bernd Bettina Jürgen Jörg Uwe Monika Jürgen Stefan Klaus,r n n s g e s n h l d a n g e a n n s,19,15~22,Output: r n n s g e s n h l d a n g e a n n s,255,234,21
Karin Bärbel Birgit Susanne Anna Sven Jürgen Monika Rainer Bettina Ulrike Anna Matthias Klaus Anna Jürgen Karin Uwe Martina Bernd,n l t e a n n a r a e a s s a n n e a d,20,15~22,Output: n l t e a n n a r a e a s s a n n e a d,254,232,22
Matthias Stefanie Stefan Dirk Matthias Anja Heike Philipp Matthias Jan Bernd Katharina Thomas Jan Jan Birgit,s e n k s a e p s n d a s n n t,16,15~22,Output: s e n k s a e p s n d a s n n t,233,215,18
Monika Angelika Stefanie Bettina Uwe Katharina Petra Brigitte Rainer Joachim Joachim Wolfgang Stefan Ralph Matthias,a a e a e a a e r m m g n h s,15,15~22,Output: a a e a e a a e r m m g n h s,238,221,17
Philipp Klaus Heike Ralph Martina Rainer Kerstin Angelika Jürgen Markus Jörg Ivonne Birgit Wolfgang Anja Rainer Bernd Jutta Brigitte Matthias,p s e h a r n a n s g e t g a r d a e s,20,15~22,Output: p s e h a r n a n s g e t g a r d a e s,252,230,22
Brigitte Susanne Martina Ulrike Birgit Anna Philipp Uwe Jens Hans Philipp Katharina Birgit Heike Wolfgang Martina Jutta,e e a e t a p e s s p a t e g a a,17,15~22,Output: e e a e t a p e s s p a t e g a a,241,222,19
Bernd Sven Uwe Stefanie Ute Stefan Jürgen Stefanie Jörg Jutta Bärbel Jörg Bärbel Thorsten Dirk Ulrike Rainer Jutta Manfred,d n e e e n n e g a l g l n k e r a d,19,15~22,Output: d n e e e n n e g a l g l n k e r a d,255,234,21
Karin Thorsten Heike Monika Thorsten Markus Martina Bettina Bernd Karin Karin Jutta Ulrike Jan Petra Jens,n n e a n s a a d n n a e n a s,16,15~22,Output: n n e a n s a a d n n a e n a s,238,220,18
Monika Stefanie Ralph Wolfgang Bernd Sven Martina Susanne Uwe Martina Bernd Matthias Matthias Jutta Philipp Katharina Jürgen,a e h g d n a e e a d s s a p a n,17,15~22,Output: a e h g d n a e e a d s s a p a n,243,224,19
Jörg Hans Jutta Jürgen Martina Jörg Anja Martina Jan Uwe Stefanie Karin Manfred Stefan Bärbel,g s a n a g a a n e e n d n l,15,15~22,Output: g s a n a g a a n e e n d n l,241,224,17
Jan Bettina Manfred Jörg Ralph Bettina Bernd Ralph Bettina Monika Markus Katharina Jutta Ute Bärbel Matthias Ulrike Dirk Ute Manfred,n a d g h a d h a a s a a e l s e k e d,20,15~22,Output: n a d g h a d h a a s a a e l s e k e d,251,229,22
Hans Stefan Jutta Jan Karin Anja Katharina,s n a n n a a,7,1~8,Output: s n a n n a a,213,204,9
Uwe Sabine Jens Stefanie,e e s e,4,1~8,Output: e e s e,205,199,6
Martina Monika,a a,2,1~8,Output: a a,200,196,4
Bettina Hans Manfred Jörg Brigitte Markus Martina,a s d g e s a,7,1~8,Output: a s d g e s a,215,206,9
Wolfgang Sven Bettina Susanne,g n a e,4,1~8,Output: g n a e,205,199,6
Heike Heike,e e,2,1~8,Output: e e,200,196,4
Sabine Angelika Martina Manfred Markus,e a a d s,5,1~8,Output: e a a d s,208,201,7
Jens Ivonne Karin Monika Jan Thomas,s e n a n s,6,1~8,Output: s e n a n s,209,201,8
Ulrike Jürgen Susanne Petra Thomas Ralph Bettina,e n e a s h a,7,1~8,Output: e n e a s h a,214,205,9
Katharina Bettina Manfred,a a d,3,1~8,Output: a a d,204,199,5
Bärbel Kerstin Heike,l n e,3,1~8,Output: l n e,204,199,5
Petra Bettina,a a,2,1~8,Output: a a,199,195,4
Jörg Hans Uwe Jan Stefanie,g s e n e,5,1~8,Output: g s e n e,208,201,7
Bettina Philipp Ulrike,a p e,3,1~8,Output: a p e,202,197,5
Petra Jens Ulrike Petra,a s e a,4,1~8,Output: a s e a,203,197,6
Stefan Thorsten,n n,2,1~8,Output: n n,199,195,4
Wolfgang Manfred Philipp Klaus Angelika Uwe,g d p s a e,6,1~8,Output: g d p s a e,209,201,8
Klaus Martina,s a,2,1~8,Output: s a,199,195,4
Ulrike Anja Sven Jörg Thomas Birgit,e a n g s t,6,1~8,Output: e a n g s t,212,204,8
Ivonne Bernd Jürgen Thomas Jörg Klaus,e d n s g s,6,1~8,Output: e d n s g s,213,205,8
Jörg Matthias Monika Bärbel Katharina Stefan Anja,g s a l a n a,7,1~8,Output: g s a l a n a,216,207,9
Stefan Anna Brigitte Anna,n a e a,4,1~8,Output: n a e a,204,198,6
Karin Monika Jens Joachim Martina Jutta Jan,n a s m a a n,7,1~8,Output: n a s m a a n,214,205,9
Ivonne Anja,e a,2,1~8,Output: e a,200,196,4
Thomas Ralph Jan Petra Susanne,s h n a e,5,1~8,Output: s h n a e,205,198,7
Uwe Ulrike,e e,2,1~8,Output: e e,200,196,4
Ivonne Angelika Ulrike Kerstin,e a e n,4,1~8,Output: e a e n,206,200,6
Kerstin Joachim Stefanie Jan Rainer Monika Kerstin,n m e n r a n,7,1~8,Output: n m e n r a n,215,206,9
Thomas Kerstin Brigitte Jürgen Thorsten,s n e n n,5,1~8,Output: s n e n n,211,204,7
Birgit Katharina Brigitte Hans Uwe Wolfgang Jutta,t a e s e g a,7,1~8,Output: t a e s e g a,215,206,9
Markus Jürgen,s n,2,1~8,Output: s n,201,197,4
Jan Jens Angelika Jan Martina Anja Bettina,n s a n a a a,7,1~8,Output: n s a n a a a,212,203,9
Bettina Ulrike Wolfgang Thomas Philipp Martina,a e g s p a,6,1~8,Output: a e g s p a,209,201,8
Sabine Bärbel Thomas Wolfgang Jens,e l s g s,5,1~8,Output: e l s g s,207,200,7
Susanne Bettina,e a,2,1~8,Output: e a,200,196,4
Kerstin Dirk Jörg Manfred Stefanie Susanne,n k g d e e,6,1~8,Output: n k g d e e,212,204,8
Katharina Dirk,a k,2,1~8,Output: a k,200,196,4
Kerstin Rainer Bärbel Heike Jens Dirk Anna,n r l e s k a,7,1~8,Output: n r l e s k a,213,204,9
Sabine Ivonne Matthias Matthias Birgit,e e s s t,5,1~8,Output: e e s s t,207,200,7
Jens Philipp Jan,s p n,3,1~8,Output: s p n,200,195,5
Wolfgang Anja Thomas Ute Ulrike Birgit Jörg,g a s e e t g,7,1~8,Output: g a s e e t g,214,205,9
Dirk Ralph Anna Brigitte Angelika,k h a e a,5,1~8,Output: k h a e a,207,200,7
Wolfgang Bernd Markus Ute Martina Wolfgang Karin,g d s e a g n,7,1~8,Output: g d s e a g n,212,203,9
Birgit Wolfgang,t g,2,1~8,Output: t g,199,195,4
Jens Hans Anja Jutta Anna Karin,s s a a a n,6,1~8,Output: s s a a a n,209,201,8
Ivonne Katharina Karin Heike,e a n e,4,1~8,Output: e a n e,207,201,6
Jan Bernd Thomas,n d s,3,1~8,Output: n d s,201,196,5
Manfred Matthias Thomas Jens Jan,d s s s n,5,1~8,Output: d s s s n,205,198,7
Rainer Ute Katharina Ulrike Sven,r e a e n,5,1~8,Output: r e a e n,210,203,7
Jörg Petra,g a,2,1~8,Output: g a,200,196,4
Katharina Brigitte Jörg Ulrike Kerstin Joachim,a e g e n m,6,1~8,Output: a e g e n m,216,208,8
Birgit Thomas Stefan Manfred Bettina,t s n d a,5,1~8,Output: t s n d a,207,200,7
Sven Monika Stefan Hans Thorsten,n a n s n,5,1~8,Output: n a n s n,207,200,7
Kerstin Dirk Manfred,n k d,3,1~8,Output: n k d,202,197,5
Bernd Rainer Matthias,d r s,3,1~8,Output: d r s,202,197,5
Brigitte Joachim,e m,2,1~8,Output: e m,202,198,4
Bärbel Matthias Birgit Brigitte Jan,l s t e n,5,1~8,Output: l s t e n,209,202,7
Thorsten Anja Kerstin,n a n,3,1~8,Output: n a n,203,198,5
Ralph Jürgen Bettina,h n a,3,1~8,Output: h n a,204,199,5
Bärbel Klaus Dirk Susanne,l s k e,4,1~8,Output: l s k e,205,199,6
Dirk Ulrike,k e,2,1~8,Output: k e,199,195,4
Thorsten Stefanie Philipp Jan Bettina Jan Thomas,n e p n a n s,7,1~8,Output: n e p n a n s,211,202,9
Jens Sven,s n,2,1~8,Output: s n,199,195,4
Stefanie Ralph Wolfgang Stefan Brigitte,e h g n e,5,1~8,Output: e h g n e,207,200,7
Susanne Monika Sabine,e a e,3,1~8,Output: e a e,203,198,5
Thorsten Thorsten,n n,2,1~8,Output: n n,200,196,4
Susanne Katharina Anna Bernd Karin Bernd,e a a d n d,6,1~8,Output: e a a d n d,212,204,8
Manfred Jutta Bettina Bernd Susanne Anja,d a a d e a,6,1~8,Output: d a a d e a,212,204,8
Hans Jutta Heike Bärbel Ralph Jens,s a e l h s,6,1~8,Output: s a e l h s,210,202,8
Dirk Stefan Philipp Petra Angelika,k n p a a,5,1~8,Output: k n p a a,205,198,7
Angelika Manfred Monika Bernd,a d a d,4,1~8,Output: a d a d,206,200,6
Jürgen Ivonne Matthias Kerstin Bärbel Manfred,n e s n l d,6,1~8,Output: n e s n l d,214,206,8
Jan Manfred Matthias Sabine Joachim,n d s e m,5,1~8,Output: n d s e m,208,201,7
Stefan Matthias Brigitte Angelika,n s e a,4,1~8,Output: n s e a,205,199,6
Bernd Ute Jens,d e s,3,1~8,Output: d e s,202,197,5
Dirk Uwe Sabine Jutta Manfred Ralph Angelika Sabine Rainer Wolfgang Thorsten Wolfgang Jörg Bettina Ute Jörg Anja Matthias Wolfgang Bärbel Petra Joachim Markus Anja Thorsten Susanne Monika Bettina,k e e a d h a e r g n g g a e g a s g l a m s a n e a a,28,22~30,Output: k e e a d h a e r g n g g a e g a s g l a m s a e n a,273,244,29
Katharina Jörg Klaus Manfred Bettina Bärbel Jürgen Brigitte Jens Jens Ute Petra Bärbel Susanne Angelika Katharina Ulrike Anja Bärbel Monika Heike Kerstin Anna Jürgen Bärbel Uwe,a g s d a l n e s s e a l e a a e a l a e n a n l e,26,22~30,Output: a g s d a l n e s s e a l e a a a a l a e e n a n e,279,251,28
Thomas Ute Martina Bernd Jörg Rainer Martina Bernd Jörg Manfred Uwe Ulrike Bärbel Bärbel Jürgen Thorsten Ralph Jens Monika Jutta Brigitte Jens Anja Jörg Karin Petra Rainer,s e a d g r a d g d e e l l n n h s a a e s a g n a r,27,22~30,Output: s e a d g r a d g d e e l l n n h s a a e s a g n a r,278,249,29
Jan Susanne Ute Thomas Birgit Jürgen Dirk Sabine Susanne Klaus Jutta Brigitte Jan Klaus Jan Bernd Stefan Klaus Jan Ulrike Rainer Sven Birgit Jutta Katharina Heike Sabine Thorsten Sabine,n e e s t n k e e s a e n s n d n s n e r n t a a e e n e,29,22~30,Output: n e e s t n k e e s a e n s n d n s s n e r n t a e e n e,275,244,31
Anja Anna Matthias Bernd Birgit Sabine Brigitte Bettina Jan Brigitte Jürgen Ivonne Birgit Stefanie Matthias Thorsten Jan Ulrike Wolfgang Karin Wolfgang Dirk,a a s d t e e a n e n e t e s n n e g n g k,22,22~30,Output: a a s d t e e a n e n e t e s n n e g n g k,256,232,24
Jan Petra Markus Karin Katharina Anna Jürgen Thomas Hans Bernd Bettina Matthias Kerstin Stefanie Bärbel Manfred Jan Bernd Bettina Rainer Stefanie Heike Bettina Wolfgang,n a s n a a n s s d a s n e l d n d a r e e a g,24,22~30,Output: n a s n a a n s s d a s n e l d n d a r e e a g,261,235,26
