input,out,len,bins,pred,total-tokens,prompt-tokens,completion-tokens
Ulrike Jutta Markus Jürgen Uwe Sven Martina Uwe Jutta Bettina Jutta Ralph Sabine Wolfgang Angelika Dirk Jutta Bettina Ulrike Ute Jörg,e a s n e n a e a a a h e g a k a a e e g,21,15~22,Output: e a s n e n a e a a a h e g a k a a a e e g,224,200,24
Kerstin Uwe Monika Jürgen Anja Brigitte Sven Thorsten Bärbel Anja Matthias Wolfgang Stefan Ivonne Jörg Rainer Stefanie Klaus Ralph Sven,n e a n a e n n l a s g n e g r e s h n,20,15~22,Output: n e a n a e n n l a s g n e g r e s h n,221,199,22
Brigitte Jörg Ulrike Sabine Markus Thomas Petra Sabine Ralph Klaus Brigitte Susanne Jan Bettina Katharina Katharina,e g e e s s a e h s e e n a a a,16,15~22,Output: e g e e s s a e h s e e n a a a,208,190,18
Stefanie Ralph Petra Monika Jürgen Thomas Thorsten Philipp Markus Bernd Jens Brigitte Sabine Anja Petra Ivonne Ulrike Katharina,e h a a n s n p s d s e e a a e e a,18,15~22,Output: e h a a n s n p s d s e e a a e e a,212,192,20
Ralph Petra Karin Wolfgang Brigitte Jürgen Hans Manfred Bärbel Jutta Monika Sabine Jürgen Thomas Ute Matthias Stefanie Thomas Martina Hans Ute,h a n g e n s d l a a e n s e s e s a s e,21,15~22,Output: h a n g e n s d l a a e n s e s s a s e,221,199,22
Joachim Bernd Karin Joachim Angelika Martina Dirk Jutta Ute Joachim Ulrike Uwe Jutta Birgit Ulrike Jörg Martina Dirk Bettina,m d n m a a k a e m e e a t e g a k a,19,15~22,Output: m d n m a a k a e m e e a t e g a k a a,221,199,22
Jutta Jutta Jens Joachim Jutta Jan Rainer Anna Joachim Markus Uwe Martina Stefanie Monika Heike Jens Sabine Thorsten,a a s m a n r a m s e a e a e s e n,18,15~22,Output: a a s m a n r a m s e a e a e s e n,212,192,20
Heike Joachim Katharina Birgit Susanne Matthias Hans Jens Matthias Kerstin Ivonne Katharina Joachim Wolfgang Jörg Martina Monika,e m a t e s s s s n e a m g g a a,17,15~22,Output: e m a t e s s s s e a m g g a a,211,193,18
Susanne Stefan Kerstin Markus Ralph Sven Ralph Kerstin Ivonne Stefan Manfred Monika Jürgen Martina Klaus Markus Wolfgang Birgit,e n n s h n h n e n d a n a s s g t,18,15~22,Output: e n n s h n h n e n d a n a s s g t,209,189,20
Wolfgang Jens Manfred Manfred Stefanie Ute Bernd Klaus Thorsten Ivonne Jutta Philipp Sven Joachim Sabine Sabine Dirk Jürgen Jens Thorsten Karin,g s d d e e d s n e a p n m e e k n s n n,21,15~22,Output: g s d d e e d s n e a p n m e e k n s n n,221,198,23
Uwe Ute Rainer Joachim Kerstin Brigitte Thomas Anna Philipp Wolfgang Bärbel Anna Bernd Martina Rainer Manfred,e e r m n e s a p g l a d a r d,16,15~22,Output: e e r m n e s a p g l a d a d d,207,189,18
Susanne Ulrike Jörg Brigitte Stefanie Karin Bärbel Thomas Markus Klaus Markus Sven Monika Jens Sven Jörg Heike Jörg Kerstin,e e g e e n l s s s s n a s n g e g n,19,15~22,Output: e e g e e n l s s s n a s n g e g n,217,197,20
Rainer Thorsten Karin Klaus Jörg Sabine Thomas Jürgen Ralph Bärbel Bernd Bettina Jürgen Jörg Uwe Monika Jürgen Stefan Klaus,r n n s g e s n h l d a n g e a n n s,19,15~22,Output: r n n s g e s n h l d a n g e a n n s,222,201,21
Karin Bärbel Birgit Susanne Anna Sven Jürgen Monika Rainer Bettina Ulrike Anna Matthias Klaus Anna Jürgen Karin Uwe Martina Bernd,n l t e a n n a r a e a s s a n n e a d,20,15~22,Output: n l t e a n n a r a e a s s a n n e a d,221,199,22
Matthias Stefanie Stefan Dirk Matthias Anja Heike Philipp Matthias Jan Bernd Katharina Thomas Jan Jan Birgit,s e n k s a e p s n d a s n n t,16,15~22,Output: s e n k s a e p s n d a s n n t,200,182,18
Monika Angelika Stefanie Bettina Uwe Katharina Petra Brigitte Rainer Joachim Joachim Wolfgang Stefan Ralph Matthias,a a e a e a a e r m m g n h s,15,15~22,Output: a a e a e a a e r m m g n h s,205,188,17
Philipp Klaus Heike Ralph Martina Rainer Kerstin Angelika Jürgen Markus Jörg Ivonne Birgit Wolfgang Anja Rainer Bernd Jutta Brigitte Matthias,p s e h a r n a n s g e t g a r d a e s,20,15~22,Output: p s e h a r n a n s g e t g a r d a e s,219,197,22
Brigitte Susanne Martina Ulrike Birgit Anna Philipp Uwe Jens Hans Philipp Katharina Birgit Heike Wolfgang Martina Jutta,e e a e t a p e s s p a t e g a a,17,15~22,Output: e e a e t a p e s s p a t e g a a,208,189,19
Bernd Sven Uwe Stefanie Ute Stefan Jürgen Stefanie Jörg Jutta Bärbel Jörg Bärbel Thorsten Dirk Ulrike Rainer Jutta Manfred,d n e e e n n e g a l g l n k e r a d,19,15~22,Output: d n e e e n n e g a l g l n k e r a d,222,201,21
Karin Thorsten Heike Monika Thorsten Markus Martina Bettina Bernd Karin Karin Jutta Ulrike Jan Petra Jens,n n e a n s a a d n n a e n a s,16,15~22,Output: n n e a n s a a d n n a e n a s,205,187,18
Monika Stefanie Ralph Wolfgang Bernd Sven Martina Susanne Uwe Martina Bernd Matthias Matthias Jutta Philipp Katharina Jürgen,a e h g d n a e e a d s s a p a n,17,15~22,Output: a e h g d n a e e a d s s a p a n,210,191,19
Jörg Hans Jutta Jürgen Martina Jörg Anja Martina Jan Uwe Stefanie Karin Manfred Stefan Bärbel,g s a n a g a a n e e n d n l,15,15~22,Output: g s a n a g a a n e e n d n l,208,191,17
Jan Bettina Manfred Jörg Ralph Bettina Bernd Ralph Bettina Monika Markus Katharina Jutta Ute Bärbel Matthias Ulrike Dirk Ute Manfred,n a d g h a d h a a s a a e l s e k e d,20,15~22,Output: n a d g h a d h a a s a a e l s e k e d,218,196,22
Hans Stefan Jutta Jan Karin Anja Katharina,s n a n n a a,7,1~8,Output: s n a n n a a,180,171,9
Uwe Sabine Jens Stefanie,e e s e,4,1~8,Output: e e s e,172,166,6
Martina Monika,a a,2,1~8,Output: a a,167,163,4
Bettina Hans Manfred Jörg Brigitte Markus Martina,a s d g e s a,7,1~8,Output: a s d g e s a,182,173,9
Wolfgang Sven Bettina Susanne,g n a e,4,1~8,Output: g n a e,172,166,6
Heike Heike,e e,2,1~8,Output: e e,167,163,4
Sabine Angelika Martina Manfred Markus,e a a d s,5,1~8,Output: e a a d s,175,168,7
Jens Ivonne Karin Monika Jan Thomas,s e n a n s,6,1~8,Output: s e n a n s,176,168,8
Ulrike Jürgen Susanne Petra Thomas Ralph Bettina,e n e a s h a,7,1~8,Output: e n e a s h a,181,172,9
Katharina Bettina Manfred,a a d,3,1~8,Output: a a d,171,166,5
Bärbel Kerstin Heike,l n e,3,1~8,Output: l n e,171,166,5
Petra Bettina,a a,2,1~8,Output: a a,166,162,4
Jörg Hans Uwe Jan Stefanie,g s e n e,5,1~8,Output: g s e n e,175,168,7
Bettina Philipp Ulrike,a p e,3,1~8,Output: a p e,169,164,5
Petra Jens Ulrike Petra,a s e a,4,1~8,Output: a s e a,170,164,6
Stefan Thorsten,n n,2,1~8,Output: n n,166,162,4
Wolfgang Manfred Philipp Klaus Angelika Uwe,g d p s a e,6,1~8,Output: g d p s a e,176,168,8
Klaus Martina,s a,2,1~8,Output: s a,166,162,4
Ulrike Anja Sven Jörg Thomas Birgit,e a n g s t,6,1~8,Output: e a n g s t,179,171,8
Ivonne Bernd Jürgen Thomas Jörg Klaus,e d n s g s,6,1~8,Output: e d n s g s,180,172,8
Jörg Matthias Monika Bärbel Katharina Stefan Anja,g s a l a n a,7,1~8,Output: g s a l a n a,183,174,9
Stefan Anna Brigitte Anna,n a e a,4,1~8,Output: n a e a,171,165,6
Karin Monika Jens Joachim Martina Jutta Jan,n a s m a a n,7,1~8,Output: n a s m a a n,181,172,9
Ivonne Anja,e a,2,1~8,Output: e a,167,163,4
Thomas Ralph Jan Petra Susanne,s h n a e,5,1~8,Output: s h n a e,172,165,7
Uwe Ulrike,e e,2,1~8,Output: e e,167,163,4
Ivonne Angelika Ulrike Kerstin,e a e n,4,1~8,Output: e a e n,173,167,6
Kerstin Joachim Stefanie Jan Rainer Monika Kerstin,n m e n r a n,7,1~8,Output: n m e n r a n,182,173,9
Thomas Kerstin Brigitte Jürgen Thorsten,s n e n n,5,1~8,Output: s n e n n,178,171,7
Birgit Katharina Brigitte Hans Uwe Wolfgang Jutta,t a e s e g a,7,1~8,Output: t a e s e g a,182,173,9
Markus Jürgen,s n,2,1~8,Output: s n,168,164,4
Jan Jens Angelika Jan Martina Anja Bettina,n s a n a a a,7,1~8,Output: n s a n a a a,179,170,9
Bettina Ulrike Wolfgang Thomas Philipp Martina,a e g s p a,6,1~8,Output: a e g s p a,176,168,8
Sabine Bärbel Thomas Wolfgang Jens,e l s g s,5,1~8,Output: e l s g s,174,167,7
Susanne Bettina,e a,2,1~8,Output: e a,167,163,4
Kerstin Dirk Jörg Manfred Stefanie Susanne,n k g d e e,6,1~8,Output: n k g d e e,179,171,8
Katharina Dirk,a k,2,1~8,Output: a k,167,163,4
Kerstin Rainer Bärbel Heike Jens Dirk Anna,n r l e s k a,7,1~8,Output: n r l e s k a,180,171,9
Sabine Ivonne Matthias Matthias Birgit,e e s s t,5,1~8,Output: e e s s t,174,167,7
Jens Philipp Jan,s p n,3,1~8,Output: s p n,167,162,5
Wolfgang Anja Thomas Ute Ulrike Birgit Jörg,g a s e e t g,7,1~8,Output: g a s e e t g,181,172,9
Dirk Ralph Anna Brigitte Angelika,k h a e a,5,1~8,Output: k h a e a,174,167,7
Wolfgang Bernd Markus Ute Martina Wolfgang Karin,g d s e a g n,7,1~8,Output: g d s e a g n,179,170,9
Birgit Wolfgang,t g,2,1~8,Output: t g,166,162,4
Jens Hans Anja Jutta Anna Karin,s s a a a n,6,1~8,Output: s s a a a n,176,168,8
Ivonne Katharina Karin Heike,e a n e,4,1~8,Output: e a n e,174,168,6
Jan Bernd Thomas,n d s,3,1~8,Output: n d s,168,163,5
Manfred Matthias Thomas Jens Jan,d s s s n,5,1~8,Output: d s s s n,172,165,7
Rainer Ute Katharina Ulrike Sven,r e a e n,5,1~8,Output: r e a e n,177,170,7
Jörg Petra,g a,2,1~8,Output: g a,167,163,4
Katharina Brigitte Jörg Ulrike Kerstin Joachim,a e g e n m,6,1~8,Output: a e g e n m,183,175,8
Birgit Thomas Stefan Manfred Bettina,t s n d a,5,1~8,Output: t s n d a,174,167,7
Sven Monika Stefan Hans Thorsten,n a n s n,5,1~8,Output: n a n s n,174,167,7
Kerstin Dirk Manfred,n k d,3,1~8,Output: n k d,169,164,5
Bernd Rainer Matthias,d r s,3,1~8,Output: d r s,169,164,5
Brigitte Joachim,e m,2,1~8,Output: e m,169,165,4
Bärbel Matthias Birgit Brigitte Jan,l s t e n,5,1~8,Output: l s t e n,176,169,7
Thorsten Anja Kerstin,n a n,3,1~8,Output: n a n,170,165,5
Ralph Jürgen Bettina,h n a,3,1~8,Output: h n a,171,166,5
Bärbel Klaus Dirk Susanne,l s k e,4,1~8,Output: l s k e,172,166,6
Dirk Ulrike,k e,2,1~8,Output: k e,166,162,4
Thorsten Stefanie Philipp Jan Bettina Jan Thomas,n e p n a n s,7,1~8,Output: n e p n a n s,178,169,9
Jens Sven,s n,2,1~8,Output: s n,166,162,4
Stefanie Ralph Wolfgang Stefan Brigitte,e h g n e,5,1~8,Output: e h g n e,174,167,7
Susanne Monika Sabine,e a e,3,1~8,Output: e a e,170,165,5
Thorsten Thorsten,n n,2,1~8,Output: n n,167,163,4
Susanne Katharina Anna Bernd Karin Bernd,e a a d n d,6,1~8,Output: e a a d n d,179,171,8
Manfred Jutta Bettina Bernd Susanne Anja,d a a d e a,6,1~8,Output: d a a d e a,179,171,8
Hans Jutta Heike Bärbel Ralph Jens,s a e l h s,6,1~8,Output: s a e l h s,177,169,8
Dirk Stefan Philipp Petra Angelika,k n p a a,5,1~8,Output: k n p a a,172,165,7
Angelika Manfred Monika Bernd,a d a d,4,1~8,Output: a d a d,173,167,6
Jürgen Ivonne Matthias Kerstin Bärbel Manfred,n e s n l d,6,1~8,Output: n e s n l d,181,173,8
Jan Manfred Matthias Sabine Joachim,n d s e m,5,1~8,Output: n d s e m,175,168,7
Stefan Matthias Brigitte Angelika,n s e a,4,1~8,Output: n s e a,172,166,6
Bernd Ute Jens,d e s,3,1~8,Output: d e s,169,164,5
Dirk Uwe Sabine Jutta Manfred Ralph Angelika Sabine Rainer Wolfgang Thorsten Wolfgang Jörg Bettina Ute Jörg Anja Matthias Wolfgang Bärbel Petra Joachim Markus Anja Thorsten Susanne Monika Bettina,k e e a d h a e r g n g g a e g a s g l a m s a n e a a,28,22~30,Output: k e e a d h a e r g n g g a e g a s g l a m s a n e a t a,242,211,31
Katharina Jörg Klaus Manfred Bettina Bärbel Jürgen Brigitte Jens Jens Ute Petra Bärbel Susanne Angelika Katharina Ulrike Anja Bärbel Monika Heike Kerstin Anna Jürgen Bärbel Uwe,a g s d a l n e s s e a l e a a e a l a e n a n l e,26,22~30,Output: a g s d a l n e s s e a l e a a e a l a e e n a n e e,247,218,29
Thomas Ute Martina Bernd Jörg Rainer Martina Bernd Jörg Manfred Uwe Ulrike Bärbel Bärbel Jürgen Thorsten Ralph Jens Monika Jutta Brigitte Jens Anja Jörg Karin Petra Rainer,s e a d g r a d g d e e l l n n h s a a e s a g n a r,27,22~30,Output: s e a d g r a d g d e e l l n n h s a s a e s a g n a r,246,216,30
Jan Susanne Ute Thomas Birgit Jürgen Dirk Sabine Susanne Klaus Jutta Brigitte Jan Klaus Jan Bernd Stefan Klaus Jan Ulrike Rainer Sven Birgit Jutta Katharina Heike Sabine Thorsten Sabine,n e e s t n k e e s a e n s n d n s n e r n t a a e e n e,29,22~30,Output: n e e s t n k e e s a e n s n d n s n e r n t a a e e n e,242,211,31
Anja Anna Matthias Bernd Birgit Sabine Brigitte Bettina Jan Brigitte Jürgen Ivonne Birgit Stefanie Matthias Thorsten Jan Ulrike Wolfgang Karin Wolfgang Dirk,a a s d t e e a n e n e t e s n n e g n g k,22,22~30,Output: a a s d t e e a n e n e t e s n n e g n g k g k,225,199,26
Jan Petra Markus Karin Katharina Anna Jürgen Thomas Hans Bernd Bettina Matthias Kerstin Stefanie Bärbel Manfred Jan Bernd Bettina Rainer Stefanie Heike Bettina Wolfgang,n a s n a a n s s d a s n e l d n d a r e e a g,24,22~30,Output: n a s n a a n s s d a s n e l d n d a r e e a g,228,202,26
