input,out,len,bins,pred,total-tokens,prompt-tokens,completion-tokens
попов анастасия попов попов сергей петров смирнов иванов елена елена иванов смирнова кузнецов смирнова александр,в я в в й в в в а а в а в а р,15,15~22,Выход: а а в в й в а а а в а а р,289,273,16
ъирина олга александр сергейъ ольга оьлга андрей дмиьтрий александръ кузнецов сергей елена иванов сергей кузнецов александръ петрова дмитьрий элена,а а р ъ а а й й ъ в й а в й в ъ а й а,19,15~22,Выход: а а йъ а а й а й в й й а й а а й а а,320,298,22
сергей васильева оьлга ирина анна иванова ирина ольга сeргей ольга кузнецов ольга анна сeргей олга васильева,й а а а а а а а й а в а а й а а,16,15~22,Выход: й а а и а а й а а й а а й а,296,279,17
дмиьтрий еленаъ анастасия оьлга александр кузнецова ъирина кузнецова оьлга анна смирнов иванова сергейъ васильева елена петров,й ъ я а р а а а а а в а ъ а а в,16,15~22,Выход: й а а а а в а а а й а в а,306,290,16
серьгей анна сeргей оьлга кузнецов олга попов ирина ирина васильева смирнов александръ ъирина еленаъ дмитьрий кузнецов ирина ъирина,й а й а в а в а а а в ъ а ъ й в а а,18,15~22,Выход: й а й а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в,394,289,105
смирнов алексей смирнов ольга еленаъ сергей петров александръ анна смирнов смирнова серьгей еленаъ дмитьрий сeргей петрова анастасия,в й в а ъ й в ъ а в а й ъ й й а я,17,15~22,Выход: в й а а й в ръ й а а й а а а,305,287,18
еленаъ ъирина смирнов ирина еленаъ сергейъ александр сергейъ сeргей сeргей иванова александръ смирнова ъирина элена кузнецов елена ирина олга анастасия,ъ а в а ъ ъ р ъ й й а ъ а а а в а а а я,20,15~22,Выход: а в а а йъ ръ йъ йъ а в а а а а а а,322,299,23
элена петрова оьлга анна иванова александръ ъирина еленаъ сeргей александръ олга елена смирнова сергей кузнецов иванова петров смирнова олга,а а а а а ъ а ъ й ъ а а а й в а в а а,19,15~22,Выход: а а а а а ъ а а а в а а а а а,312,293,19
смирнова дмитьрий елена кузнецов кузнецова смирнова ирина элена иванов элена ирина дмиьтрий иванова кузнецова элена елена,а й а в а а а а в а а й а а а а,16,15~22,Выход: а й а а в а а а в а а а а а,296,279,17
васильева олга кузнецова анна александръ ольга петрова андрей петров александр еленаъ сeргей ольга попов алексей еленаъ елена олга,а а а а ъ а а й в р ъ й а в й ъ а а,18,15~22,Выход: а а а й р а в й р а а а й а а а,307,288,19
попов анастасия васильева сергей александръ анастасия иванов иванова александръ олга ъирина алексей кузнецов смирнов петров сергей элена смирнова ирина анна,в я а й ъ я в а ъ а а й в в в й а а а а,20,15~22,Выход: а а а въ а й а в а а а й а в а а а а,318,296,22
петрова кузнецова дмитьрий васильева андрей елена дмитьрий сeргей елена кузнецов оьлга олга анастасия серьгей елена дмиьтрий иванов петрова ъирина,а а й а й а й й а в а а я й а й в а а,19,15~22,Выход: а а а й а а й а а а а а а а а а,315,296,19
кузнецов сергей петров сергей елена смирнов олга ирина еленаъ олга смирнова петрова анастасия андрей смирнов алексей сeргей анна кузнецова оьлга,в й в й а в а а ъ а а а я й в й й а а а,20,15~22,Выход: в й в й а а в а а в а а й а а в а а й а а,319,295,24
олга сeргей смирнов попов смирнова дмиьтрий дмитьрий ольга елена серьгей дмиьтрий анастасия попов ирина александръ еленаъ сeргей ольга,а й в в а й й а а й й я в а ъ ъ й а,18,15~22,Выход: а й в а й й а а й а а й а а а а,311,292,19
смирнов васильева смирнов петров сергейъ васильева иванова дмитьрий иванов серьгей смирнов кузнецов ирина сeргей петрова александръ анастасия васильева петрова анна олга,в а в в ъ а а й в й в в а й а ъ я а а а а,21,15~22,Выход: в а в й ъ а в а й в а а а а а,318,299,19
элена иванова сергейъ дмиьтрий ольга ирина дмитьрий иванова сергейъ андрей олга сергейъ сергейъ смирнов смирнов дмиьтрий иванова смирнова иванов,а а ъ й а а й а ъ й а ъ ъ в в й а а в,19,15~22,Выход: а а ъ й й а а й а й а й а в а а в а а,317,294,23
андрей александр иванов серьгей еленаъ александр олга еленаъ васильева кузнецов сергейъ ъирина элена иванова олга,й р в й ъ р а ъ а в ъ а а а а,15,15~22,Выход: й р й а й а а в а а в а а,295,279,16
еленаъ анна петрова дмитьрий смирнов васильева дмиьтрий васильева оьлга александр элена анна алексей кузнецов серьгей иванова андрей,ъ а а й в а й а а р а а й в й а й,17,15~22,Выход: а а а й в а а в а а й й а в а а й,305,285,20
алексей еленаъ кузнецов сергей васильева ирина олга кузнецова анна дмитьрий анастасия елена сергейъ иванова кузнецов попов,й ъ в й а а а а а й я а ъ а в в,16,15~22,Выход: й а в й а а а а й а в в,298,283,15
дмитьрий дмитьрий анна оьлга ирина попов сергей алексей кузнецов дмитьрий дмитьрий серьгей ъирина сeргей васильева иванов смирнова,й й а а а в й й в й й й а й а в а,17,15~22,Выход: й й а а и й й й а й а в а а,303,286,17
андрей васильева петров александръ анастасия смирнова ольга ольга александръ кузнецова ъирина серьгей элена ольга иванов алексей александр кузнецова оьлга элена,й а в ъ я а а а ъ а а й а а в й р а а а,20,15~22,Выход: й а в р а а а в а й а й а а а а а,321,301,20
петров кузнецова ирина элена сергей александр васильева иванова александр олга дмиьтрий петрова сергей петров кузнецов петров сeргей,в а а а й р а а р а й а й в в в й,17,15~22,Выход: в а а э й р а а в а в а й в а й,307,288,19
кузнецов серьгей алексей петрова кузнецова кузнецова анастасия ирина александръ васильева анна андрей иванова алексей елена,в й й а а а я а ъ а а й а й а,15,15~22,Выход: в й й а а а и р а в а а й а а,300,282,18
смирнов андрей анна ольга серьгей александр еленаъ сергей еленаъ оьлга анна васильева дмиьтрий александръ александръ еленаъ сергей александръ,в й а а й р ъ й ъ а а а й ъ ъ ъ й ъ,18,15~22,Выход: в й а а й р а а а в а а а а а а,312,293,19
иванова елена анна алексей кузнецов элена иванов элена олга оьлга анна алексей сергей иванова анна сергейъ попов олга петров,а а а й в а в а а а а й й а а ъ в а в,19,15~22,Выход: а а а й в в а в а а й а а а а в а,303,283,20
петров серьгей ирина петрова сергей элена олга васильева серьгей елена петрова андрей смирнова серьгей сeргей попов дмиьтрий александр сергейъ петров,в й а а й а а а й а а й а й й в й р ъ в,20,15~22,Выход: в й а а в а а а й а в й в й й а в,312,292,20
еленаъ смирнова серьгей еленаъ оьлга алексей петрова ъирина петров кузнецова петров элена сергей александръ петрова сергей смирнов андрей серьгей дмитьрий,ъ а й ъ а й а а в а в а й ъ а й в й й й,20,15~22,Выход: а а й й а а в а а й р в а й й а й р й,319,297,22
андрей элена андрей дмиьтрий попов дмиьтрий дмитьрий попов дмитьрий смирнова петров анна алексей элена кузнецова анастасия,й а й й в й й в й а в а й а а я,16,15~22,Выход: й а й й в й й а а й а а а,300,284,16
сергей кузнецов ольга сергейъ оьлга алексей сергейъ сергей сергейъ анастасия анастасия оьлга кузнецов иванов смирнов александр александр сергейъ дмиьтрий серьгей,й в а ъ а й ъ й ъ я я а в в в р р ъ й й,20,15~22,Выход: й в а й ъ а а й ъ а а в в р а а й ъ й й,332,306,26
анастасия дмиьтрий дмитьрий александр дмитьрий попов сeргей сeргей александръ ирина олга андрей анна смирнов александр дмитьрий оьлга олга дмитьрий сергей александръ,я й й р й в й й ъ а а й а в р й а а й й ъ,21,15~22,Выход: а й й р а й й а а й а й а а а а а а а,330,308,22
алексей александръ кузнецов смирнов ольга васильева еленаъ иванова петров васильева петрова ольга дмиьтрий анна васильева,й ъ в в а а ъ а в а а а й а а,15,15~22,Выход: й ръв а в а а а й а в а а,297,280,17
александр элена анна ъирина сергейъ попов иванова ольга элена алексей васильева сергей елена дмиьтрий ольга анна смирнова петрова сергейъ,р а а а ъ в а а а й а й а й а а а а ъ,19,15~22,Выход: р а а и й в а а а й а а й а а й а а,309,288,21
иванов анна сeргей ольга попов сергей ирина попов смирнова кузнецов элена александръ ирина алексей анастасия олга андрей андрей иванова ирина,в а й а в й а в а в а ъ а й я а й й а а,20,15~22,Выход: а а й а в а й в а а й а й а а а а а,310,289,21
элена анна смирнова елена анастасия сeргей серьгей анна смирнова оьлга анна александръ оьлга сергей алексей,а а а а я й й а а а а ъ а й й,15,15~22,Выход: а а а а й й а а а й а а а,294,278,16
андрей анна смирнова серьгей алексей кузнецов дмиьтрий дмитьрий алексей анна кузнецов александр дмиьтрий элена кузнецов елена попов олга смирнова ъирина,й а а й й в й й й а в р й а в а в а а а,20,15~22,Выход: й а а й й в й й й а а в а а а,314,296,18
попов оьлга анна ъирина дмитьрий иванова елена александръ алексей анна ирина сeргей елена анна иванов иванов андрей дмитьрий иванова,в а а а й а а ъ й а а й а а в в й й а,19,15~22,Выход: а а а в а й а а а й а а а й а а,305,286,19
ольга кузнецова дмиьтрий попов петров александръ кузнецова анна елена дмиьтрий ольга ольга ъирина петров смирнова васильева олга смирнов ирина,а а й в в ъ а а а й а а а в а а а в а,19,15~22,Выход: а а й в р а а а а в а а а а а,313,295,18
ольга алексей елена иванов кузнецова дмиьтрий смирнова иванова александр елена ъирина дмиьтрий ъирина ирина александръ сергейъ смирнов еленаъ,а й а в а й а а р а а й а а ъ ъ в ъ,18,15~22,Выход: а й а а в а в а в а й а а а а р й а й а а,317,293,24
элена александръ анастасия андрей иванов петров сeргей иванов васильева анастасия попов иванова ольга анастасия петров,а ъ я й в в й в а я в а а я в,15,15~22,Выход: а ъ а я й в а а а а а,296,281,15
дмитьрий кузнецова кузнецова сeргей александръ дмиьтрий смирнов анна ольга анастасия кузнецов александръ олга олга олга смирнова сергейъ петров,й а а й ъ й в а а я в ъ а а а а ъ в,18,15~22,Выход: й а а й р а а а а а й в а а й р а,320,300,20
александр петрова попов ирина сергей елена александръ ольга кузнецова кузнецова элена петрова серьгей сергейъ алексей смирнова попов,р а в а й а ъ а а а а а й ъ й а в,17,15~22,Выход: р а в а й а а в а а й й а й в а,304,285,19
андрей ольга оьлга иванова александр сeргей еленаъ васильева анна кузнецова оьлга оьлга серьгей александр оьлга сeргей александръ попов олга ъирина оьлга,й а а а р й ъ а а а а а й р а й ъ в а а а,21,15~22,Выход: й а а а а й а а а й а а а й а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а,429,306,123
сeргей андрей петров елена олга иванов смирнов сергей петров иванова смирнова елена иванова петрова ольга анна серьгей иванов ирина иванова дмиьтрий,й й в а а в в й в а а а а а а а й в а а й,21,15~22,Выход: й й в а а в а й в а а й в а а й й а а й в а а,317,291,26
дмитьрий алексей дмитьрий сергейъ смирнова александр ъирина дмитьрий петров иванов елена иванова васильева петров алексей дмитьрий олга кузнецова петров дмитьрий кузнецов,й й й ъ а р а й в в а а а в й й а а в й в,21,15~22,Выход: й й й ъ а а й в а а й в й й а в а й в й,327,303,24
ольга ирина кузнецова дмитьрий александр ирина анастасия ольга оьлга кузнецов кузнецов анна анна сeргей иванов васильева попов анна дмитьрий александръ,а а а й р а я а а в в а а й в а в а й ъ,20,15~22,Выход: а а а в р й а а а в а а а а а р й,317,297,20
кузнецов ольга андрей иванова иванов дмиьтрий сергей сергей петров сeргей еленаъ александр андрей смирнов анастасия кузнецов петрова ъирина васильева сeргей иванова,в а й а в й й й в й ъ р й в я в а а а й а,21,15~22,Выход: в а й в а й й а в а а в а а в а а в а а,326,303,23
васильева смирнова элена элена серьгей петрова ольга ирина петрова андрей серьгей иванов кузнецова андрей александръ элена иванов петрова ъирина,а а а а й а а а а й й в а й ъ а в а а,19,15~22,Выход: а а а й а а в а а й й в а а й а а,307,287,20
ирина серьгей попов элена сергей смирнов анастасия элена иванов еленаъ сeргей олга дмитьрий дмиьтрий дмитьрий олга элена анна сергейъ петрова элена,а й в а й в я а в ъ й а й й й а а а ъ а а,21,15~22,Выход: а й а а а а й а а а а а а а а а а а,315,294,21
елена ъирина алексей кузнецова еленаъ александр елена смирнова ирина иванов кузнецов попов елена дмиьтрий сергей серьгей,а а й а ъ р а а а в в в а й й й,16,15~22,Выход: а а й а а й р й й в й е й,296,280,16
андрей иванов кузнецова васильева андрей олга сeргей оьлга анастасия ольга сeргей иванов сeргей серьгей еленаъ ъирина алексей,й в а а й а й а я а й в й й ъ а й,17,15~22,Выход: й а а в а а й а а й а й а а й а а й а а,312,289,23
анастасия еленаъ смирнова элена элена сeргей,я ъ а а а й,6,1~8,Выход: я а в а а й,259,250,9
елена ъирина,а а,2,1~8,Выход: а а,242,237,5
дмиьтрий сергей смирнов дмитьрий дмитьрий васильева андрей,й й в й й а й,7,1~8,Выход: й й в й й а й,266,256,10
ъирина кузнецова васильева дмитьрий,а а а й,4,1~8,Выход: а а а й,254,247,7
сергей дмиьтрий попов олга,й й в а,4,1~8,Выход: й й в а,251,244,7
еленаъ петров андрей олга ъирина олга петров,ъ в й а а а в,7,1~8,Выход: а в й а в а в,263,253,10
кузнецов алексей олга кузнецова сергей ъирина,в й а а й а,6,1~8,Выход: в й а в а ъа,264,253,11
анна кузнецов алексей анастасия смирнов петрова,а в й я в а,6,1~8,Выход: а в й а а в а,261,251,10
сергей петров сергейъ елена,й в ъ а,4,1~8,Выход: й в ъ а,251,243,8
смирнов анастасия дмиьтрий елена сeргей смирнов элена,в я й а й в а,7,1~8,Выход: в а й а й а а,265,255,10
кузнецов серьгей,в й,2,1~8,Выход: в й,243,238,5
смирнова дмиьтрий анастасия иванова смирнова,а й я а а,5,1~8,Выход: а й а а а,258,250,8
сeргей попов елена александръ смирнова кузнецов дмитьрий,й в а ъ а в й,7,1~8,Выход: й в а ръ в а й,266,255,11
петров александр анна ирина,в р а а,4,1~8,Выход: в р а а,249,242,7
дмиьтрий оьлга ирина кузнецова алексей элена,й а а а й а,6,1~8,Выход: й а а а й а,261,252,9
иванов петрова александръ сергейъ,в а ъ ъ,4,1~8,Выход: в а ъ й,253,245,8
васильева андрей олга иванов алексей алексей,а й а в й й,6,1~8,Выход: а й а в й й,257,248,9
андрей дмитьрий александр иванов попов александръ алексей,й й р в в ъ й,7,1~8,Выход: й й р й въ й,264,254,10
алексей алексей александр дмитьрий дмитьрий иванова,й й р й й а,6,1~8,Выход: й й р й й а,261,252,9
серьгей серьгей попов александр,й й в р,4,1~8,Выход: й й в р,250,243,7
дмитьрий васильева ирина васильева оьлга васильева елена,й а а а а а а,7,1~8,Выход: й а а а а,260,252,8
иванов сергейъ дмитьрий элена,в ъ й а,4,1~8,Выход: в ъ й а,251,243,8
серьгей иванов кузнецов анастасия иванова кузнецова,й в в я а а,6,1~8,Выход: й в в а а,261,253,8
сeргей сергейъ александр кузнецова,й ъ р а,4,1~8,Выход: й й р а,255,248,7
иванов смирнова,в а,2,1~8,Выход: в а,241,236,5
элена олга дмитьрий олга ъирина еленаъ элена,а а й а а ъ а,7,1~8,Выход: а а й а в а а,262,252,10
сергей ольга васильева александръ иванов петрова,й а а ъ в а,6,1~8,Выход: й а а р в а,259,250,9
дмитьрий александръ сергейъ,й ъ ъ,3,1~8,Выход: й ръ й,251,244,7
элена александръ петрова,а ъ а,3,1~8,Выход: а ръ а,248,241,7
петров ольга петрова сергейъ андрей попов александр,в а а ъ й в р,7,1~8,Выход: в а й ъ й в р,264,253,11
елена иванова андрей серьгей сергейъ,а а й й ъ,5,1~8,Выход: а а й й ъ,255,246,9
ольга кузнецова анна,а а а,3,1~8,Выход: а а а,247,241,6
ольга еленаъ сергейъ александр,а ъ ъ р,4,1~8,Выход: а а йъ р,253,245,8
сергей ольга александр дмиьтрий серьгей дмитьрий,й а р й й й,6,1~8,Выход: й а р й й,261,253,8
петров кузнецова кузнецов попов сeргей алексей,в а в в й й,6,1~8,Выход: в а в в й й,261,252,9
ольга анна андрей александръ анастасия еленаъ,а а й ъ я ъ,6,1~8,Выход: а а й ръ а а,262,252,10
елена александр дмиьтрий петрова иванова анастасия,а р й а а я,6,1~8,Выход: а р й а а я,262,253,9
иванов кузнецов кузнецов,в в в,3,1~8,Выход: в в в,247,241,6
петров элена ольга анастасия олга анна иванов,в а а я а а в,7,1~8,Выход: в а а я а в,260,251,9
андрей иванова сергейъ дмитьрий иванов,й а ъ й в,5,1~8,Выход: й а й й в,255,247,8
элена петров ъирина андрей элена,а в а й а,5,1~8,Выход: а в а й а,253,245,8
анна попов дмитьрий ольга елена ъирина ирина,а в й а а а а,7,1~8,Выход: а в й а а а а,260,250,10
смирнова елена попов,а а в,3,1~8,Выход: а а в,244,238,6
оьлга попов,а в,2,1~8,Выход: а в,242,237,5
оьлга сергей,а й,2,1~8,Выход: а й,243,238,5
петрова андрей ъирина александр иванов,а й а р в,5,1~8,Выход: а й а р в,255,247,8
смирнов оьлга петров серьгей сергей андрей,в а в й й й,6,1~8,Выход: в а й й й й,259,250,9
васильева дмиьтрий ирина иванова оьлга кузнецова,а й а а а а,6,1~8,Выход: а й а а а а,262,253,9
сергейъ серьгей еленаъ васильева кузнецова,ъ й ъ а а,5,1~8,Выход: й й а а ва а,258,249,9
серьгей анна серьгей кузнецова петров васильева,й а й а в а,6,1~8,Выход: й а а в а а,259,250,9
иванов анастасия еленаъ васильева сергей,в я ъ а й,5,1~8,Выход: в а ъ а й,256,247,9
дмиьтрий элена алексей васильева,й а й а,4,1~8,Выход: й а й а,251,244,7
сергей иванов смирнов,й в в,3,1~8,Выход: й в в,245,239,6
васильева дмиьтрий петрова анастасия еленаъ,а й а я ъ,5,1~8,Выход: а й а а я а,259,250,9
смирнова элена,а а,2,1~8,Выход: а а,241,236,5
оьлга васильева серьгей дмиьтрий анастасия,а а й й я,5,1~8,Выход: а а й й а я,260,251,9
ольга ирина елена васильева андрей петров,а а а а й в,6,1~8,Выход: а а а а й в,256,247,9
кузнецова смирнова олга,а а а,3,1~8,Выход: а а а,248,242,6
олга александр олга алексей еленаъ смирнова,а р а й ъ а,6,1~8,Выход: а р а й а а,259,250,9
сергей петров дмитьрий васильева иванов иванов,й в й а в в,6,1~8,Выход: й в й а в в,257,248,9
серьгей иванова сергей элена,й а й а,4,1~8,Выход: й а й а,249,242,7
смирнов олга иванов серьгей ъирина,в а в й а,5,1~8,Выход: в а в й а,254,246,8
андрей иванова серьгей ирина дмитьрий,й а й а й,5,1~8,Выход: й а й а й,254,246,8
смирнов александр попов серьгей кузнецов андрей,в р в й в й,6,1~8,Выход: в р й в в й,259,250,9
сeргей оьлга,й а,2,1~8,Выход: й а,244,239,5
иванов кузнецов сергейъ серьгей андрей,в в ъ й й,5,1~8,Выход: в в ъ й й,256,247,9
смирнов анастасия ирина анастасия андрей андрей кузнецов,в я а я й й в,7,1~8,Выход: в а а я й й в,266,256,10
иванов иванов серьгей александръ васильева анна сергейъ,в в й ъ а а ъ,7,1~8,Выход: в в й ръ а а й,263,252,11
дмитьрий иванова анастасия,й а я,3,1~8,Выход: й а а,249,243,6
дмиьтрий ольга анастасия петрова анна андрей ольга,й а я а а й а,7,1~8,Выход: й а а а а й а,265,255,10
анастасия дмиьтрий серьгей,я й й,3,1~8,Выход: я й й,250,244,6
анна елена сергейъ,а а ъ,3,1~8,Выход: а а й,245,239,6
елена оьлга петрова иванова александръ сергейъ,а а а а ъ ъ,6,1~8,Выход: а а а въ йъ,262,252,10
смирнов александръ ольга,в ъ а,3,1~8,Выход: в р а,248,242,6
оьлга ольга смирнов петров васильева,а а в в а,5,1~8,Выход: а а в в а,255,247,8
васильева смирнова алексей кузнецов ъирина ъирина элена кузнецов васильева александр александръ ъирина андрей васильева андрей смирнов кузнецова петрова васильева кузнецова сергейъ олга алексей,а а й в а а а в а р ъ а й а й в а а а а ъ а й,23,22~30,Выход: а а й а в а а в а а й а а а а а й а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а,447,312,135
анастасия кузнецова дмитьрий иванов иванова смирнов еленаъ оьлга еленаъ александръ элена иванова александръ петров иванова ольга алексей андрей еленаъ сергейъ васильева алексей кузнецов алексей попов,я а й в а в ъ а ъ ъ а а ъ в а а й й ъ ъ а й в й в,25,22~30,Выход: а а й в а а а а а й а а а а й а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а,462,315,147
анна елена сергей элена смирнова попов смирнова оьлга сергейъ александръ кузнецова смирнов сeргей олга васильева петров васильева елена оьлга дмитьрий еленаъ анастасия сергей анна андрей анастасия олга смирнова серьгей,а а й а а в а а ъ ъ а в й а а в а а а й ъ я й а й я а а й,29,22~30,Выход: а а й а а в а а в а а й а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а,496,325,171
