input,out,len,bins,pred,total-tokens,prompt-tokens,completion-tokens
Єва Уляна Орися Андрій Тимофій Наомі Лея Самуїл Тальха Еліс Наомі Анісія Лука Анна Даниїл Яків Тадей Анна Лея Северин,а а я й й і я л а с і я а а л в й а я н,20,15~22,Output: а а я й й і о і а а а а а а а а а,292,273,19
Аделіна Мілана Владислав Тадей Христина Данило Єва Асаф Леві Суламіта Еней Мартін Владислав Тіна Нестор Левій Агата Алан Олександра Максим,а а в й а о а ф і а й н в а р й а н а м,20,15~22,Output: а а В й а О а А і й Т Н Л А А А М,295,276,19
Давид Анелія Лука Леонард Ангеліна Тиміш Єремія Анісія Лея Анастасія Рамазан Єва Данило Левій Орися Анна Тімур,д я а д а ш я я я я н а о й я а р,17,15~22,Output: д а а д р а я а а а н й а а а Р а н а,291,270,21
Христина Тіна Ельдар Павло Емілія Захар Дарина Арсен Ілай Емілія Олівія Дарина Артем Леонард Сарра,а а р о я р а н й я я а м д а,15,15~22,Output: а а р о Дарина й а Олівія а Артем Д Сарра,286,264,22
Рувим Захар Тальха Богдан Еней Назар Злата Уляна Богдан Дарина Ярослав Аделіна Лука Роман Наомі Анастасія Барбара Нестор Вікторія,м р а н й р а а н а в а а н і я а р я,19,15~22,Output: м х а н я а а а а а а а а а а а а а,290,270,20
Алан Сарра Мілана Христина Левій Лука Діана Магдалина Нестор Макар Тиміш Веремій Єремія Дмитро Емма Ельдар,н а а а й а а а р р ш й я о а р,16,15~22,Output: н а а і й Л а а Н Р Є О Е Е Е,282,265,17
Агата Христина Аделіна Єлизавета Єфрем Давид Артем Лєтті Суламіта Мілана Северин Левій Тімур Ярина Леві Захар Софія Даяна,а а а а м д м і а а н й р а і р я а,18,15~22,Output: а а а а М Д М І Т Я Й С С Д Я,291,274,17
Ілай Назар Мартін Естер Стефанія Єлизавета Емма Аделіна Анастасія Сарра Лука Лукас Захар Дмитро Барбара Лєтті Сінан Сарра Сінан,й р н р я а а а я а а с р о а і н а н,19,15~22,Output: й р н н а а а а а а а а а а а а а а а,298,277,21
Суламіта Міран Артем Ярема Роман Єва Даяна Олівія Леонард Софія Магдалина Лука Сарра Емма Агата Алім Матвій Ярема Еліс Тимофій Леонард,а н м а н а а я д я а а а а а м й а с й д,21,15~22,Output: а а М а Н а А О А Л С С А А М Я Е Т Л Я,304,282,22
Тадей Вікторія Софія Барбара Еліс Денис Еней Мія Тіна Ангеліна Рамазан Еріка Дмитро Владислав Нестор Орися Владислав Тальха Олександр,й я я а с с й я а а н а о в р я в а р,19,15~22,Output: й а а а а с й а а а н о а в а в а х р а в,300,277,23
Яна Роман Емма Ангеліна Аріна Асаф Авенір Меланія Ярема Матвій Ангеліна Ярослав Захар Георгій Анісія,а н а а а ф р я а й а в р й я,15,15~22,Output: а н а а а а р р а а в а я я х й й а,283,263,20
Таїсія Аскольд Захар Емілія Владислав Павло Ярослав Яна Квітослава Мартін Лукас Олександра Мартін Данило Злата,я д р я в о в а а н с а н о а,15,15~22,Output: а д х а В о Я а В а Н Л а Д З,282,265,17
Павло Рахіль Сарра Аделіна Асаф Даяна Аделіна Стефанія Єфрем Тіна Рахіль Олександр Авенір Сарра Барбара Нестор Емма Самуїл Дмитро Емма,о ь а а ф а а я м а ь р р а а р а л о а,20,15~22,Output: о л а а а ф а а р о р а а р а а а о о а,302,280,22
Нестор Яна Ярослав Аделіна Мія Павло Алан Рамазан Самуїл Захар Вероніка Дмитро Злата Тімур Тиміш Северин Аріна Максим,р а в а я о н н л р а о а р ш н а м,18,15~22,Output: р а в а а о о р н а р а а а а а н,284,265,19
Олівія Северин Наомі Веремій Северин Лео Ангеліна Ярина Барбара Тальха Розалія Лукас Дарина Мілана Авенір Леві Мартін Лео Дарина Яків Даяна,я н і й н о а а а а я с а а р і н о а в а,21,15~22,Output: а н і й а а а а я а р а а р н а а р н а,297,275,22
Тімур Анісія Еліс Заріна Лукас Максим Данило Тіна Стефанія Алім Богдан Тальха Барбара Єлизавета Леві Тіна Тимофій Вікторія,р я с а с м о а я м н а а а і а й я,18,15~22,Output: р а а а С Д о а а а а Т а Тій а а,290,271,19
Нестор Уляна Рахіль Анелія Еліна Ангеліна Авенір Суламіта Єремія Алім Олександр Богдан Єфрем Лукас Веремій Северин Анастасія,р а ь я а а р а я м р н м с й н я,17,15~22,Output: р а а х а а р р О О Є М С Є Є Л В С А,295,274,21
Мілана Тіна Уляна Северин Тіна Матвій Тімур Анастасія Вероніка Агата Матвій Лєтті Северин Квітослава Нестор Суламіта Ілай Есфір Аделіна,а а а н а й р я а а й і н а р а й р а,19,15~22,Output: а а а н Т ім я а а а а а а а а а,298,280,18
Максим Еліс Тимофій Алан Даяна Роман Яків Веремій Рахіль Орися Яна Емілія Леві Анелія Магдалина Владислав Давид Тальха Еней Лео,м с й н а н в й ь я а я і я а в д а й о,20,15~22,Output: М С Й Н А Н Я В Р Я Е Л В Д Т Е Л,293,274,19
Діана Розалія Міран Павло Лео Ярина Рахіль Рувим Еріка Магдалина Злата Суламіта Злата Андрій Тимофій Андрій Алім Тимофій,а я н о о а ь м а а а а а й й й м й,18,15~22,Output: а а а о о а Р Р а М Т Т А А Т Т,289,271,18
Ян Аскольд Леві Леонард Макар Єремія Тадей Еліна Вікторія Квітослава Рувим Леві Єва Суламіта Мілана Рахіль Гордій Денис Агата Ельдар Міран,н д і д р я й а я а м і а а а ь й с а р н,21,15~22,Output: н д й д р а я а а а а а а а а а а а а а а,305,282,23
Софія Злата Богдан Яків,я а н в,4,1~8,Output: а а н в,235,229,6
Алан Рамазан Нестор Яна Лука Самуїл,н н р а а л,6,1~8,Output: н ан р а а л,245,237,8
Барбара Алан Лука Сінан Яків Софія Діана,а н а н в я а,7,1~8,Output: а н а н в а а,247,238,9
Ярина Тіна Авенір Тіна Алан Нестор,а а р а н р,6,1~8,Output: а а р а Н р,242,234,8
Тиміш Роман Суламіта Матвій Квітослава Гордій Еріка,ш н а й а й а,7,1~8,Output: ш ан а й а й а,251,242,9
Ілай Ельдар Аріна Соломія,й р а я,4,1~8,Output: й р а а,239,233,6
Рахіль Асаф Мартін Соломія,ь ф н я,4,1~8,Output: ль ф н а,238,232,6
Леві Назар Тимофій Софія Мія,і р й я я,5,1~8,Output: і р й а а,239,232,7
Міран Вероніка Емма,н а а,3,1~8,Output: н а а,233,228,5
Дмитро Аскольд Еліс Алан Лукас Стефанія,о д с н с я,6,1~8,Output: о д с с С а,246,238,8
Ельдар Денис Софія Єва Лукас Ярина,р с я а с а,6,1~8,Output: р с а а с а,245,237,8
Олександр Максим Софія Анісія Діана Тальха,р м я я а а,6,1~8,Output: р р а а а а,246,238,8
Макар Єремія Левій,р я й,3,1~8,Output: р а й,233,228,5
Єремія Леві Меланія,я і я,3,1~8,Output: а і а,233,228,5
Северин Марк Заріна Лео Дарина,н к а о а,5,1~8,Output: н к а о а,239,232,7
Артем Давид Тіна Яків Сінан Анастасія Есфір,м д а в н я р,7,1~8,Output: м д а в С а Е р,252,242,10
Суламіта Христина Лукас Тімур,а а с р,4,1~8,Output: а а с р,240,234,6
Мартін Ілай Ярема Аріна Барбара,н й а а а,5,1~8,Output: н й а а а,242,235,7
Вероніка Орися Діана Гордій Лєтті,а я а й і,5,1~8,Output: а а а й і,243,236,7
Тадей Соломія Наомі Веремій Захар,й я і й р,5,1~8,Output: й а і й х р,241,233,8
Уляна Орися Сінан Тім Рахіль Аскольд Богдан,а я н м ь д н,7,1~8,Output: а я н м л я д,249,240,9
Олександр Тадей Андрій,р й й,3,1~8,Output: р й й,235,230,5
Соломія Асаф Лука,я ф а,3,1~8,Output: а ф а,233,228,5
Барбара Заріна Назар Квітослава Ілай Роман Ярослав,а а р а й н в,7,1~8,Output: а а р р й в,248,240,8
Лука Лукас,а с,2,1~8,Output: а с,229,225,4
Гордій Вероніка Ярослав Дмитро Стефанія,й а в о я,5,1~8,Output: й а в о о а,243,235,8
Лука Северин Ян Олександра Рувим Єфрем Давид,а н н а м м д,7,1~8,Output: а н а а М Є Д,246,237,9
Северин Олександр,н р,2,1~8,Output: н р,230,226,4
Амір Веремій Дмитро,р й о,3,1~8,Output: р й о,233,228,5
Тимофій Данило Яна,й о а,3,1~8,Output: й о а,233,228,5
Алім Ян Соломія Сарра,м н я а,4,1~8,Output: м н а а,237,231,6
Северин Андрій,н й,2,1~8,Output: н й,229,225,4
Денис Лео Уляна Вероніка,с о а а,4,1~8,Output: с о а а,237,231,6
Єва Єва Злата Олександра Рамазан,а а а а н,5,1~8,Output: а а а а Н,239,232,7
Матвій Асаф,й ф,2,1~8,Output: й ф,230,226,4
Мілана Тиміш Северин Захар Вероніка,а ш н р а,5,1~8,Output: а ш н Захар а,240,232,8
Артем Сарра Уляна Розалія Матвій Аскольд Заріна,м а а я й д а,7,1~8,Output: м а а я й й а,251,242,9
Меланія Леві,я і,2,1~8,Output: а ї,229,225,4
Есмі Владислав Лука Тимофій Еней Гордій,і в а й й й,6,1~8,Output: і в а й й й,245,237,8
Лукас Вероніка Квітослава Давид Максим Мартін Асаф,с а а д м н ф,7,1~8,Output: с а а а Д н Н Ф,250,240,10
Меланія Денис Анастасія Владислав,я с я в,4,1~8,Output: а С а В,241,235,6
Міран Есмі,н і,2,1~8,Output: н і,229,225,4
Ельдар Меланія Барбара Лео,р я а о,4,1~8,Output: р а а о,238,232,6
Максим Ярослав Георгій Мілана Анелія,м в й а я,5,1~8,Output: м в й а а,240,233,7
Лукас Арсен Рамазан Владислав Емма,с н н в а,5,1~8,Output: с н ан сл а,243,236,7
Квітослава Лукас Мілана Нестор,а с а р,4,1~8,Output: а С а Н Р,240,233,7
Лео Єфрем Яна Яна Северин,о м а а н,5,1~8,Output: о м а а н,238,231,7
Розалія Дарина Вікторія Естер Тальха,я а я р а,5,1~8,Output: а а а Е а,241,234,7
Анастасія Єва Дмитро Дмитро,я а о о,4,1~8,Output: я а о о,237,231,6
Сарра Рувим Ярина Георгій,а м а й,4,1~8,Output: а м а й,237,231,6
Яків Захар Заріна,в р а,3,1~8,Output: в р а,232,227,5
Мія Тимофій,я й,2,1~8,Output: а й,229,225,4
Суламіта Лука Амір Олівія Матвій Аскольд Леві,а а р я й д і,7,1~8,Output: а а р а й д,250,242,8
Есмі Діана Анастасія Рахіль,і а я ь,4,1~8,Output: і а а ль,240,234,6
Еріка Тальха Єлизавета Леві,а а а і,4,1~8,Output: а а а І,238,232,6
Квітослава Владислав Аскольд,а в д,3,1~8,Output: а в д,237,232,5
Алім Назар Магдалина Асаф Софія Дарина,м р а ф я а,6,1~8,Output: м р а а а а,246,238,8
Сарра Веремій Квітослава Амір Єлизавета Меланія Розалія,а й а р а я я,7,1~8,Output: а й а а а я а,252,243,9
Нестор Розалія,р я,2,1~8,Output: р а,230,226,4
Лука Сарра Тімур Квітослава Анелія,а а р а я,5,1~8,Output: а а р а я,242,235,7
Ян Яків Тальха Дмитро Стефанія Міран Наомі,н в а о я н і,7,1~8,Output: н в а о а і,245,237,8
Наомі Тім Гордій Лео Леонард Тадей Тальха,і м й о д й а,7,1~8,Output: і м й й о д я х а,249,238,11
Анна Владислав Анастасія Яків Меланія Роман,а в я в я н,6,1~8,Output: а в а я в а н,247,238,9
Ярослав Тімур Наомі Олександр,в р і р,4,1~8,Output: в р і р,238,232,6
Дарина Єва Сарра Аделіна,а а а а,4,1~8,Output: а а а а,237,231,6
Розалія Еліна Тальха Леві Сінан Єва Владислав,я а а і н а в,7,1~8,Output: а а а і й а В,249,240,9
Есмі Владислав,і в,2,1~8,Output: і в,231,227,4
Сінан Авенір Амір Заріна Ярина Ярина Ярослав,н р р а а а в,7,1~8,Output: н р р а а в,247,239,8
Даяна Марк Алім Сарра,а к м а,4,1~8,Output: а к м а,237,231,6
Анісія Ангеліна Аделіна,я а а,3,1~8,Output: я а а,235,230,5
Єфрем Діана Макар Роман Дмитро Лео Асаф,м а р н о о ф,7,1~8,Output: м а р н о о ф,246,237,9
Артем Вероніка Еліс Еліна Владислав Ярина,м а с а в а,6,1~8,Output: м а а с а Я,246,238,8
Тимофій Соломія Анастасія Христина Аліна Павло,й я я а а о,6,1~8,Output: й а я а а о,247,239,8
Даниїл Сарра Амір Тальха,л а р а,4,1~8,Output: л а р х а,240,233,7
Меланія Ярослав,я в,2,1~8,Output: а в,230,226,4
Арсен Заріна Агата Олександра Естер Лео Уляна Естер Владислав Леонард Владислав Нестор Вероніка Єфрем Еліс Емілія Тадей Єфрем Марк Тиміш Таїсія Лео Денис,н а а а р о а р в д в р а м с я й м к ш я о с,23,22~30,Output: н а а а а о а а в в р а а а й а й а к Т Т С Е Е Е М Т Д,315,285,30
Даниїл Амір Стефанія Леві Максим Барбара Заріна Еней Яків Есмі Олівія Діана Єремія Софія Ярема Павло Сарра Ян Анна Есмі Рахіль Наомі Злата Таїсія Вероніка,л р я і м а а й в і я а я я а о а н а і ь і а я а,25,22~30,Output: л р а а Л а а Я а О а А Є С Я П С Я А Е Р Н З Т В,315,288,27
Георгій Лукас Данило Заріна Мілана Лея Гордій Аріна Матвій Дарина Заріна Амір Діана Лєтті Єремія Артем Георгій Роман Тімур Ярослав Аделіна Тім,й с о а а я й а й а а р а і я м й н р в а м,22,22~30,Output: й С о а А а а й а а р а а р а а а р а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а,407,284,123
Розалія Рахіль Матвій Яків Данило Мія Розалія Софія Емма Нестор Данило Лео Северин Самуїл Ілай Барбара Алім Магдалина Лукас Веремій Сарра Роман Гордій Єремія,я ь й в о я я я а р о о н л й а м а с й а н й я,24,22~30,Output: а Р а Я о О а Я а С а Н Д Л С І Б А М Л В С Р Г Є,316,289,27
