word,freq
что-то,2365
прошу,2359
маю,2359
сказал,2357
мама,2335
ли,2317
зробити,2316
сказати,2300
сказала,2289
назад,2283
які,2277
можеш,2265
тобой,2252
трохи,2250
потрібно,2245
ці,2244
тогда,2225
порядке,2212
ага,2194
саме,2191
хотів,2180
можешь,2178
три,2143
никогда,2126
можете,2122
років,2122
собі,2121
скажи,2108
него,2088
пане,2069
робити,2060
знову,2038
твій,2036
люблю,2023
пожалуйста,2019
наш,2009
ни,2005
сегодня,1981
мной,1961
потім,1960
ніж,1958
были,1951
the,1948
гей,1944
дай,1940
перед,1939
завтра,1937
вами,1925
яка,1911
одного,1904
ваша,1892
конечно,1891
сделать,1886
лучше,1861
цьому,1861
ваш,1847
знаєте,1837
цю,1836
сказать,1829
пам,1825
ніхто,1824
сюда,1816
нами,1808
можливо,1797
після,1791
значит,1789
прямо,1783
неї,1783
скільки,1758
одна,1755
чудово,1753
давайте,1737
бачив,1727
кого,1716
хтось,1711
сер,1709
їй,1709
ця,1708
мою,1702
усе,1700
разом,1698
їм,1695
чего,1693
куди,1693
звичайно,1692
справді,1677
поки,1672
должны,1667
всегда,1663
делать,1661
мої,1643
дело,1636
гроші,1604
цим,1586
міг,1580
том,1577
маєш,1574
хіба,1573
ней,1571
твой,1564
этим,1549
повинен,1547
друг,1546
можно,1530
дня,1527
досить,1523
можемо,1521
зробив,1517
много,1513
хотел,1509
над,1498
должна,1484
после,1484
хоче,1477
якби,1472
могли,1466
місце,1461
всего,1455
часу,1430
робиш,1430
хлопці,1426
вибачте,1425
додому,1421
руки,1396
ведь,1396
из-за,1394
ясно,1387
возможно,1386
вибач,1378
такой,1375
доктор,1369
to,1360
повинні,1354
эти,1352
говорить,1350
мого,1350
нема,1350
нб,1346
йди,1345
думаешь,1341
моей,1341
немного,1340
навіщо,1339
господи,1334
мабуть,1324
жизнь,1324
твою,1322
зачем,1317
чоловік,1311
ходімо,1311
лет,1310
такое,1309
случилось,1301
звідси,1301
слишком,1300
мати,1296
скажу,1293
скоро,1292
сталося,1292
s,1276
прости,1276
нормально,1265
здається,1262
пані,1258
a,1257
вместе,1252
кілька,1249
брат,1249
моє,1248
подобається,1223
чорт,1221
сама,1220
думаєш,1219
во,1218
потом,1218
такого,1217
казав,1216
розумію,1212
батько,1209
сделал,1207
таким,1200
могла,1199
тим,1199
швидше,1198
жаль,1193
туди,1189
речі,1188
знати,1186
поэтому,1186
мог,1184
свої,1183
хочете,1179
помочь,1176
одну,1172
всех,1170
который,1166
им,1164
ім,1160
думав,1160
можем,1156
под,1149
допомогти,1144
ю,1139
людина,1138
куда,1137
яку,1136
правильно,1135
давно,1135
зовсім,1132
при,1132
всю,1127
бачу,1120
этой,1116
снова,1116
видел,1111
думала,1107
така,1106
знав,1106
йти,1105
знайти,1105
домой,1094
нею,1093
знає,1092
наша,1091
далі,1091
усі,1091
парень,1090
слухай,1090
ними,1086
отец,1083
делаешь,1080
машину,1076
нравится,1076
дійсно,1074
it,1070
эту,1070
мав,1069
кто-то,1066
звісно,1063
вперед,1063
разу,1062
никто,1055
мои,1054
разве,1054
сколько,1053
отлично,1052
человек,1050
гадаю,1048
тот,1046
слова,1045
звідки,1040
шкода,1037
справа,1036
чим,1033
ті,1030
проти,1029
похоже,1029
мамо,1027
піти,1024
чарлі,1022
свого,1021
номер,1019
справи,1019
дома,1019
пару,1017
такі,1015
знала,1014
хотела,1012
одно,1012
голову,1007
знать,1006
сім,1003
нехай,1002
понимаю,997
увазі,997
поговорить,996
знаете,995
фп,994
син,994
место,993
иди,993
бачиш,991
кажется,991
найти,987
свій,985
взагалі,978
пішли,976
сказали,972
ять,972
будешь,970
хочет,970
будеш,970
жизни,969
деньги,966
слушай,965
відбувається,962
розумієш,961
кбй,959
ме,959
эта,956
пішов,952
мистер,948
наші,948
якого,947
поговорити,945
порядку,942
что-нибудь,936
ой,935
думал,934
хоч,930
оу,929
ваше,927
тих,926
проблема,922
хотіла,922
роботу,917
ради,916
ох,913
будемо,912
двері,912
хлопець,909
потрібна,909
будем,908
стоит,907
знает,907
світ,903
чув,902
времени,902
м,901
тату,897
можуть,897
именно,894
пора,894
зрозумів,891
насправді,890
своей,888
бачити,883
которые,880
швидко,880
тато,879
совсем,879
твої,874
всем,874
лишь,871
цих,871
говорил,871
бог,868
еянбй,867
кажу,864
наших,864
простите,863
схоже,862
права,860
своє,859
говорю,858
дом,857
чувак,853
сильно,848
піду,848
слово,848
раніше,847
ту,844
будуть,839
моего,839
потрібен,838
пґп,837
алло,836
питання,835
між,835
прийшов,832
доброго,829
тем,828
жінка,827
должно,827
знал,824
какой,822
смерть,818
b1,814
дітей,813
деле,813
добрий,811
шанс,810
нужна,810
одне,810
десь,808
сэр,808
колись,805
мало,803
означає,802
chffffff,802
черт,796
ніби,794
ваші,792
fntahoma,791
i0,790
твоей,790
fs52,788
говорити,788
друга,784
a2,781
происходит,780
геть,778
всього,774
that,773
варто,772
значить,771
яке,770
інші,769
and,768
досі,768
зв,768
раньше,768
руку,767
аби,765
туда,763
твоє,763
джон,763
маєте,761
занадто,760
хай,760
действительно,760
дві,759
маємо,757
план,755
in,755
уверен,753
пошли,752
чём,752
ден,752
довго,749
хватит,749
каже,743
своїх,743
кое-что,743
нашу,742
великий,739
нужен,738
побачити,738
щодо,735
біса,732
понял,731
ребята,731
папа,731
отсюда,729
несколько,727
біля,723
верно,721
жити,720
послухай,720
правду,720
we,719
идти,717
хороший,716
твои,715
негайно,713
ким,712
свои,710
уж,710
мать,710
пор,707
иб,707
говорила,707
оно,707
дела,705
хвилин,704
далеко,704
таких,703
вашу,703
мушу,701
свой,701
робота,697
t,697
работу,697
хотите,696
нее,695
усіх,695
будете,694
дайте,694
батька,687
убить,687
машина,686
важко,686
итак,686
твого,684
тех,682
легко,680
самом,679
очі,678
ко,676
кожен,676
спасибі,675
щойно,671
против,671
виду,670
имя,670
собою,669
курва,668
діти,665
цієї,664
вообще,664
світі,663
me,661
роботи,661
доведеться,660
погано,660
рада,659
понимаешь,659
готовий,657
ах,656
перший,656
вбити,654
працює,650
грошей,649
знайшов,648
робить,647
радий,647
кому,646
ніч,646
року,645
говори,645
момент,644
дивись,644
серйозно,644
напевно,643
такая,638
надеюсь,638
послушай,637
роки,637
землі,636
заради,636
стій,635
неё,635
проблем,635
честь,634
мпх,634
вітаю,632
ранку,632
говорит,632
телефон,631
зробили,630
вдома,630
равно,630
каждый,629
жить,628
будинок,628
брата,627
іди,627
король,626
бачили,626
круто,623
подожди,622
знаємо,622
будут,621
потрібні,620
сын,620
цій,619
нельзя,618
дам,616
смерті,615
возьми,611
знали,610
ноги,609
старий,609
моєї,609
убил,608
хотя,608
этих,608
когось,608
тихо,608
хоть,607
взяти,605
побачення,602
новий,602
проблеми,602
бувай,601
джек,596
місці,594
будто,594
сестра,592
моїх,592
містер,591
слід,591
бачила,591
стати,591
извини,590
наверное,590
готова,588
нашого,588
готов,587
видеть,587
этому,587
якось,586
пойду,586
прекрасно,585
джо,585
вся,583
отче,583
своего,583
посмотри,583
рік,582
бога,582
повинна,580
всім,580
другой,579
мала,578
зачекай,578
наче,578
наше,578
видела,577
откуда,577
кінець,576
чоловіка,574
знайшли,574
рядом,573
працювати,571
візьми,571
річ,571
дитина,570
he,570
сина,569
нарешті,567
зовут,567
ночь,567
мам,565
двох,565
якийсь,563
смогу,562
здорово,561
надто,561
йде,560
пойти,558
вижу,557
of,556
мають,556
кажуть,555
мир,554
агов,553
абсолютно,552
чотири,552
звати,551
видишь,551
сделала,551
прав,549
ночі,549
зрозуміло,548
m,548
нe,548
маленький,547
місто,547
достаточно,547
моїм,546
йдемо,546
лайно,546
часто,544
дні,543
впевнений,543
собираюсь,543
человека,542
моєму,542
стільки,541
зроблю,539
говорив,539
друже,539
йду,537
почти,537
ідея,536
днів,536
дати,536
людям,535
чуєш,534
інакше,533
минут,533
зможу,533
скажеш,532
месте,532
пан,531
ятаєш,531
вопрос,530
могут,529
между,529
дружина,528
світу,528
землю,526
говоришь,526
извините,525
кров,524
помощь,524
быстро,524
будинку,524
вашого,524
вірно,523
которая,523
десять,522
долго,521
твоего,521
вроде,520
ваших,520
no,520
вообще-то,519
вб,519
детей,518
люба,518
одним,517
смотри,517
вещи,517
what,517
яким,516
іншого,516
своїм,516
ятаю,515
важно,515
самого,514
розумієте,513
on,513
гарно,513
произошло,513
тримай,511
серце,511
забудь,511
более,510
хочуть,508
рад,508
собой,508
яких,508
нікого,508
справу,508
имею,507
цікаво,506
вчора,505
слышал,504
гарна,503
став,502
самое,502
житті,502
самі,502
любить,502
нашли,501
говорили,501
