Unnamed: 0,input,target,bins,input_ru,pred
20,"I have a mouse, three snails, two dogs, a snake, two ducks, a donkey, a bear, a cow, and a frog.",13,13~18,"Ich habe eine Maus, drei Schnecken, zwei Hunde, eine Schlange, zwei Enten, einen Esel, einen Bären, eine Kuh und einen Frosch.",Output: 12
21,"I have a peach, a cauliflower, a garlic, three bananas, a nectarine, an orange, a plum, a grape, a raspberry, a head of broccoli, and a strawberry.",13,13~18,"Ich habe einen Pfirsich, einen Blumenkohl, einen Knoblauch, drei Bananen, eine Nektarine, eine Orange, eine Pflaume, eine Traube, eine Himbeere, einen Brokkolikopf und eine Erdbeere.",Output: 13
22,"I have two strawberries, a raspberry, a plum, four oranges, an apple, two blackberries, two grapes, and two nectarines.",15,13~18,"Ich habe zwei Erdbeeren, eine Himbeere, eine Pflaume, vier Orangen, einen Apfel, zwei Brombeeren, zwei Weintrauben und zwei Nektarinen.",Output: 14
23,"I have a yam, three heads of broccoli, an onion, three cauliflowers, a carrot, a garlic, a potato, and three stalks of celery.",14,13~18,"Ich habe eine Yamswurzel, drei Brokkoliköpfe, eine Zwiebel, drei Blumenkohl, eine Karotte, einen Knoblauch, eine Kartoffel und drei Stangen Sellerie.",Output: 14
24,"I have a peach, a blackberry, two apples, a raspberry, a strawberry, a nectarine, a grape, a plum, three oranges, and a banana.",13,13~18,"Ich habe einen Pfirsich, eine Brombeere, zwei Äpfel, eine Himbeere, eine Erdbeere, eine Nektarine, eine Traube, eine Pflaume, drei Orangen und eine Banane.",Output: 14
25,"I have a carrot, a garlic, a potato, a couch, two lettuce heads, a stalk of celery, a cabbage, a cauliflower, a lamp, a yam, a car, and a head of broccoli.",13,13~18,"Ich habe eine Karotte, einen Knoblauch, eine Kartoffel, eine Couch, zwei Salatköpfe, eine Stange Sellerie, einen Kohl, einen Blumenkohl, eine Lampe, eine Yamswurzel, ein Auto und einen Brokkolikopf.",Output: 13
26,"I have a fridge, a car, a lamp, a couch, two ovens, two stoves, three microwaves, a toaster, and a chair.",13,13~18,"Ich habe einen Kühlschrank, ein Auto, eine Lampe, eine Couch, zwei Öfen, zwei Herde, drei Mikrowellen, einen Toaster und einen Stuhl.",Output: 12
27,"I have four chairs, an orange, a blackberry, four strawberries, a grape, three raspberries, and a banana.",15,13~18,"Ich habe vier Stühle, eine Orange, eine Brombeere, vier Erdbeeren, eine Traube, drei Himbeeren und eine Banane.",Output: 15
28,"I have four raspberries, a banana, a nectarine, a peach, three apples, an orange, a strawberry, and a blackberry.",13,13~18,"Ich habe vier Himbeeren, eine Banane, eine Nektarine, einen Pfirsich, drei Äpfel, eine Orange, eine Erdbeere und eine Brombeere.",Output: 12
29,"I have three pianos, a violin, a clarinet, a trombone, two accordions, a trumpet, three flutes, and a drum.",13,13~18,"Ich habe drei Klaviere, eine Geige, eine Klarinette, eine Posaune, zwei Akkordeons, eine Trompete, drei Flöten und eine Trommel.",Output: 12
30,"I have four apples, three blackberries, a plum, two microwaves, a nectarine, an orange, a grape, a peach, and a raspberry.",15,13~18,"Ich habe vier Äpfel, drei Brombeeren, eine Pflaume, zwei Mikrowellen, eine Nektarine, eine Orange, eine Traube, einen Pfirsich und eine Himbeere.",Output: 14
31,"I have three cauliflowers, three heads of broccoli, two yams, an onion, a carrot, a lettuce head, a potato, and a cabbage.",13,13~18,"Ich habe drei Blumenkohl, drei Brokkoliköpfe, zwei Yamswurzeln, eine Zwiebel, eine Karotte, einen Salatkopf, eine Kartoffel und einen Kohl.",Output: 14
32,"I have a plum, a chicken, two blackberries, a bear, an apple, three grapes, two cats, and two oranges.",13,13~18,"Ich habe eine Pflaume, ein Huhn, zwei Brombeeren, einen Bären, einen Apfel, drei Weintrauben, zwei Katzen und zwei Orangen.",Output: 12
33,"I have a mouse, a cow, a bear, two rabbits, a fish, a cat, a chicken, and five snakes.",13,13~18,"Ich habe eine Maus, eine Kuh, einen Bären, zwei Kaninchen, einen Fisch, eine Katze, ein Huhn und fünf Schlangen.",Output: 13
34,"I have a bear, a mouse, a duck, a snake, a snail, a chicken, a donkey, a cow, four goats, and a rabbit.",13,13~18,"Ich habe einen Bären, eine Maus, eine Ente, eine Schlange, eine Schnecke, ein Huhn, einen Esel, eine Kuh, vier Ziegen und ein Kaninchen.",Output: 12
35,"I have a car, an oven, a microwave, two fridges, a chair, a lamp, a toaster, three stoves, and four tables.",15,13~18,"Ich habe ein Auto, einen Ofen, eine Mikrowelle, zwei Kühlschränke, einen Stuhl, eine Lampe, einen Toaster, drei Herde und vier Tische.",Output: 14
36,"I have a peach, a banana, three apples, two nectarines, a strawberry, a blackberry, two raspberries, a grape, an orange, and a plum.",14,13~18,"Ich habe einen Pfirsich, eine Banane, drei Äpfel, zwei Nektarinen, eine Erdbeere, eine Brombeere, zwei Himbeeren, eine Traube, eine Orange und eine Pflaume.",Output: 15
37,"I have a table, a chair, four cars, an oven, a bed, a microwave, a stove, a couch, four lamps, and a toaster.",16,13~18,"Ich habe einen Tisch, einen Stuhl, vier Autos, einen Ofen, ein Bett, eine Mikrowelle, einen Herd, eine Couch, vier Lampen und einen Toaster.",Output: 15
38,"I have a blackberry, a strawberry, three tables, an orange, a raspberry, three peaches, a nectarine, a couch, and two lamps.",14,13~18,"Ich habe eine Brombeere, eine Erdbeere, drei Tische, eine Orange, eine Himbeere, drei Pfirsiche, eine Nektarine, eine Couch und zwei Lampen.",Output: 14
39,"I have a couch, four microwaves, two lamps, a stove, a fridge, a car, two ovens, and a chair.",13,13~18,"Ich habe ein Sofa, vier Mikrowellen, zwei Lampen, einen Herd, einen Kühlschrank, ein Auto, zwei Öfen und einen Stuhl.",Output: 12
40,"I have a head of broccoli, a potato, three onions, three cabbages, a snail, a stalk of celery, a yam, a lettuce head, a carrot, and a garlic.",14,13~18,"Ich habe einen Brokkolikopf, eine Kartoffel, drei Zwiebeln, drei Kohlköpfe, eine Schnecke, eine Selleriestange, eine Yamswurzel, einen Salatkopf, eine Karotte und einen Knoblauch.",Output: 15
41,"I have three carrots, two stalks of celery, three yams, a cabbage, a lettuce head, an onion, a cauliflower, and a head of broccoli.",13,13~18,"Ich habe drei Karotten, zwei Stangen Sellerie, drei Yamswurzeln, einen Kohl, einen Salatkopf, eine Zwiebel, einen Blumenkohl und einen Brokkolikopf.",Output: 14
42,"I have a table, three couches, an oven, a bed, a fridge, three chairs, three lamps, a car, a toaster, and a stove.",16,13~18,"Ich habe einen Tisch, drei Sofas, einen Ofen, ein Bett, einen Kühlschrank, drei Stühle, drei Lampen, ein Auto, einen Toaster und einen Herd.",Output: 16
43,"I have five raspberries, a banana, a peach, an apple, a blackberry, a nectarine, a grape, an orange, and two strawberries.",14,13~18,"Ich habe fünf Himbeeren, eine Banane, einen Pfirsich, einen Apfel, eine Brombeere, eine Nektarine, eine Traube, eine Orange und zwei Erdbeeren.",Output: 13
44,"I have a trumpet, a frog, a cow, two ducks, a flute, a trombone, a clarinet, a piano, a violin, two accordions, and three drums.",15,13~18,"Ich habe eine Trompete, einen Frosch, eine Kuh, zwei Enten, eine Flöte, eine Posaune, eine Klarinette, ein Klavier, eine Geige, zwei Akkordeons und drei Trommeln.",Output: 14
45,"I have a couch, two ovens, a table, a lamp, two stoves, five microwaves, and a fridge.",13,13~18,"Ich habe eine Couch, zwei Öfen, einen Tisch, eine Lampe, zwei Herde, fünf Mikrowellen und einen Kühlschrank.",Output: 12
46,"I have three trombones, a piano, a flute, a clarinet, a violin, four accordions, a drum, and a trumpet.",13,13~18,"Ich habe drei Posaunen, ein Klavier, eine Flöte, eine Klarinette, eine Violine, vier Akkordeons, eine Trommel und eine Trompete.",Output: 12
47,"I have three mice, a rabbit, a pig, a chicken, a cow, a cat, three snakes, four snails, a dog, and a frog.",17,13~18,"Ich habe drei Mäuse, ein Kaninchen, ein Schwein, ein Huhn, eine Kuh, eine Katze, drei Schlangen, vier Schnecken, einen Hund und einen Frosch.",Output: 16
48,"I have a snail, two dogs, a chicken, a mouse, a donkey, a rabbit, three frogs, two snakes, a goat, and a duck.",14,13~18,"Ich habe eine Schnecke, zwei Hunde, ein Huhn, eine Maus, einen Esel, ein Kaninchen, drei Frösche, zwei Schlangen, eine Ziege und eine Ente.",Output: 14
49,"I have a garlic, an onion, a yam, a stalk of celery, three carrots, a cauliflower, a cabbage, a potato, a lettuce head, two cars, a table, and a head of broccoli.",15,13~18,"Ich habe einen Knoblauch, eine Zwiebel, eine Yamswurzel, eine Stange Sellerie, drei Karotten, einen Blumenkohl, einen Kohl, eine Kartoffel, einen Salatkopf, zwei Autos, einen Tisch und einen Brokkolikopf.",Output: 15
50,"I have three strawberries, a flute, an accordion, two pianos, a trombone, a clarinet, a trumpet, a peach, a raspberry, a violin, and a drum.",14,13~18,"Ich habe drei Erdbeeren, eine Flöte, ein Akkordeon, zwei Klaviere, eine Posaune, eine Klarinette, eine Trompete, einen Pfirsich, eine Himbeere, eine Geige und eine Trommel.",Output: 14
51,"I have a garlic, a potato, an onion, a head of broccoli, five cabbages, a lettuce head, a stalk of celery, a cauliflower, and two carrots.",14,13~18,"Ich habe einen Knoblauch, eine Kartoffel, eine Zwiebel, einen Brokkolikopf, fünf Kohlköpfe, einen Salatkopf, eine Stange Sellerie, einen Blumenkohl und zwei Karotten.",Output: 13
52,"I have two cabbages, two garlics, an onion, a chicken, a lettuce head, a stalk of celery, a head of broccoli, a cauliflower, a yam, two carrots, and three mice.",16,13~18,"Ich habe zwei Kohlköpfe, zwei Knoblauchzehen, eine Zwiebel, ein Huhn, einen Salatkopf, eine Stange Sellerie, einen Brokkolikopf, einen Blumenkohl, eine Yamswurzel, zwei Karotten und drei Mäuse.",Output: 16
53,"I have a fridge, two ovens, a stove, three tables, a bed, a microwave, a couch, a toaster, and two cars.",13,13~18,"Ich habe einen Kühlschrank, zwei Öfen, einen Herd, drei Tische, ein Bett, eine Mikrowelle, eine Couch, einen Toaster und zwei Autos.",Output: 12
54,"I have a snake, a bear, two potatoes, two cats, a cauliflower, a cow, a frog, a head of broccoli, a fish, a pig, a chicken, a donkey, and a snail.",15,13~18,"Ich habe eine Schlange, einen Bären, zwei Kartoffeln, zwei Katzen, einen Blumenkohl, eine Kuh, einen Frosch, einen Brokkolikopf, einen Fisch, ein Schwein, ein Huhn, einen Esel und eine Schnecke.",Output: 14
55,"I have three potatoes, a yam, an onion, three cabbages, a cauliflower, two garlics, a lettuce head, a head of broccoli, and three carrots.",16,13~18,"Ich habe drei Kartoffeln, eine Yamswurzel, eine Zwiebel, drei Kohlköpfe, einen Blumenkohl, zwei Knoblauchzehen, einen Salatkopf, einen Brokkolikopf und drei Karotten.",Output: 15
56,"I have a dog, two cows, two fish, a rabbit, a chicken, a cat, a drum, a frog, a bear, a violin, and a goat.",13,13~18,"Ich habe einen Hund, zwei Kühe, zwei Fische, ein Kaninchen, ein Huhn, eine Katze, eine Trommel, einen Frosch, einen Bären, eine Geige und eine Ziege.",Output: 12
57,"I have an oven, a table, three beds, a stove, three lamps, a car, a fridge, a chair, and a microwave.",13,13~18,"Ich habe einen Ofen, einen Tisch, drei Betten, einen Herd, drei Lampen, ein Auto, einen Kühlschrank, einen Stuhl und eine Mikrowelle.",Output: 13
58,"I have an orange, a blackberry, a nectarine, a donkey, a cow, a raspberry, a duck, an apple, a strawberry, a grape, two bananas, a plum, and a peach.",14,13~18,"Ich habe eine Orange, eine Brombeere, eine Nektarine, einen Esel, eine Kuh, eine Himbeere, eine Ente, einen Apfel, eine Erdbeere, eine Traube, zwei Bananen, eine Pflaume und einen Pfirsich.",Output: 14
59,"I have a couch, five chairs, a fridge, a lamp, an oven, three beds, a table, a toaster, and a microwave.",15,13~18,"Ich habe eine Couch, fünf Stühle, einen Kühlschrank, eine Lampe, einen Ofen, drei Betten, einen Tisch, einen Toaster und eine Mikrowelle.",Output: 14
60,"I have a trumpet, two trombones, an orange, an accordion, a piano, a violin, two clarinets, a drum, three flutes, and a raspberry.",14,13~18,"Ich habe eine Trompete, zwei Posaunen, eine Orange, ein Akkordeon, ein Klavier, eine Geige, zwei Klarinetten, eine Trommel, drei Flöten und eine Himbeere.",Output: 14
61,"I have three cars, a table, three couches, three beds, a microwave, a chair, a toaster, a lamp, an oven, and two fridges.",17,13~18,"Ich habe drei Autos, einen Tisch, drei Sofas, drei Betten, eine Mikrowelle, einen Stuhl, einen Toaster, eine Lampe, einen Ofen und zwei Kühlschränke.",Output: 17
62,"I have a dog, a rabbit, a mouse, a donkey, a cat, four frogs, a pig, a duck, a snake, and a goat.",13,13~18,"Ich habe einen Hund, ein Kaninchen, eine Maus, einen Esel, eine Katze, vier Frösche, ein Schwein, eine Ente, eine Schlange und eine Ziege.",Output: 12
63,"I have three grapes, an accordion, a blackberry, three peaches, a nectarine, a raspberry, an orange, an apple, four strawberries, and a banana.",17,13~18,"Ich habe drei Weintrauben, eine Ziehharmonika, eine Brombeere, drei Pfirsiche, eine Nektarine, eine Himbeere, eine Orange, einen Apfel, vier Erdbeeren und eine Banane.",Output: 16
64,"I have an apple, a banana, a drum, an orange, a grape, a trombone, three accordions, a raspberry, four blackberries, two peaches, and a nectarine.",17,13~18,"Ich habe einen Apfel, eine Banane, eine Trommel, eine Orange, eine Traube, eine Posaune, drei Akkordeons, eine Himbeere, vier Brombeeren, zwei Pfirsiche und eine Nektarine.",Output: 16
65,"I have a trumpet, a drum, a violin, three flutes, two accordions, a clarinet, a trombone, a piano, a carrot, and two onions.",14,13~18,"Ich habe eine Trompete, eine Trommel, eine Geige, drei Flöten, zwei Akkordeons, eine Klarinette, eine Posaune, ein Klavier, eine Karotte und zwei Zwiebeln.",Output: 14
66,"I have a bear, three fish, a frog, a mouse, three cows, a snake, a chicken, a duck, and a chair.",13,13~18,"Ich habe einen Bären, drei Fische, einen Frosch, eine Maus, drei Kühe, eine Schlange, ein Huhn, eine Ente und einen Stuhl.",Output: 12
67,"I have a cat, a frog, a bear, a snail, a mouse, a rabbit, three dogs, a duck, three cows, and a chicken.",14,13~18,"Ich habe eine Katze, einen Frosch, einen Bären, eine Schnecke, eine Maus, ein Kaninchen, drei Hunde, eine Ente, drei Kühe und ein Huhn.",Output: 14
68,"I have three goats, a chicken, a fish, three pigs, three frogs, a snail, an onion, a donkey, a mouse, and a rabbit.",16,13~18,"Ich habe drei Ziegen, ein Huhn, einen Fisch, drei Schweine, drei Frösche, eine Schnecke, eine Zwiebel, einen Esel, eine Maus und ein Kaninchen.",Output: 16
69,"I have a cauliflower, two cabbages, three fish, a stalk of celery, a head of broccoli, a garlic, an onion, and four snails.",14,13~18,"Ich habe einen Blumenkohl, zwei Kohlköpfe, drei Fische, eine Stange Sellerie, einen Brokkolikopf, einen Knoblauch, eine Zwiebel und vier Schnecken.",Output: 14
70,"I have four yams, a cabbage, a cauliflower, a lamp, a potato, a head of broccoli, a stove, a carrot, a garlic, an onion, a bed, and a stalk of celery.",15,13~18,"Ich habe vier Yamswurzeln, einen Kohl, einen Blumenkohl, eine Lampe, eine Kartoffel, einen Brokkolikopf, einen Herd, eine Karotte, einen Knoblauch, eine Zwiebel, ein Bett und eine Stange Sellerie.",Output: 13
71,"I have a cow, a cat, two bears, a duck, a rabbit, two chickens, three snakes, a grape, a nectarine, a strawberry, and a frog.",15,13~18,"Ich habe eine Kuh, eine Katze, zwei Bären, eine Ente, ein Kaninchen, zwei Hühner, drei Schlangen, eine Weintraube, eine Nektarine, eine Erdbeere und einen Frosch.",Output: 15
72,"I have a peach, a snake, two apples, a blackberry, two raspberries, a mouse, a plum, an orange, a nectarine, a strawberry, a banana, and a grape.",14,13~18,"Ich habe einen Pfirsich, eine Schlange, zwei Äpfel, eine Brombeere, zwei Himbeeren, eine Maus, eine Pflaume, eine Orange, eine Nektarine, eine Erdbeere, eine Banane und eine Traube.",Output: 13
73,"I have two carrots, two cabbages, a potato, a garlic, three onions, a trumpet, a yam, a stalk of celery, a lettuce head, a cauliflower, and a clarinet.",15,13~18,"Ich habe zwei Karotten, zwei Kohlköpfe, eine Kartoffel, einen Knoblauch, drei Zwiebeln, eine Trompete, eine Yamswurzel, eine Selleriestange, einen Salatkopf, einen Blumenkohl und eine Klarinette.",Output: 15
74,"I have a plum, a banana, a blackberry, a nectarine, a raspberry, an orange, a peach, four heads of broccoli, a grape, an apple, and a strawberry.",14,13~18,"Ich habe eine Pflaume, eine Banane, eine Brombeere, eine Nektarine, eine Himbeere, eine Orange, einen Pfirsich, vier Brokkoliköpfe, eine Traube, einen Apfel und eine Erdbeere.",Output: 14
75,"I have an onion, a potato, four stalks of celery, a yam, a cabbage, three garlics, a carrot, a cauliflower, a couch, two lettuce heads, a head of broccoli, and a lamp.",18,18~25,"Ich habe eine Zwiebel, eine Kartoffel, vier Stangen Sellerie, eine Yamswurzel, einen Kohl, drei Knoblauchzehen, eine Karotte, einen Blumenkohl, eine Couch, zwei Salatköpfe, einen Brokkolikopf und eine Lampe.",Output: 17
76,"I have two rabbits, a mouse, two snails, a bear, a pig, a blackberry, a cat, two donkeys, a goat, a cow, and five snakes.",18,18~25,"Ich habe zwei Kaninchen, eine Maus, zwei Schnecken, einen Bären, ein Schwein, eine Brombeere, eine Katze, zwei Esel, eine Ziege, eine Kuh und fünf Schlangen.",Output: 17
77,"I have a stove, a couch, a lamp, two fridges, a bed, four ovens, a car, four toasters, a microwave, and five chairs.",21,18~25,"Ich habe einen Herd, ein Sofa, eine Lampe, zwei Kühlschränke, ein Bett, vier Öfen, ein Auto, vier Toaster, eine Mikrowelle und fünf Stühle.",Output: 20
78,"I have a dog, four chickens, four donkeys, three pigs, four bears, three mice, and a cat.",20,18~25,"Ich habe einen Hund, vier Hühner, vier Esel, drei Schweine, vier Bären, drei Mäuse und eine Katze.",Output: 19
79,"I have a piano, four flutes, three violins, a stalk of celery, two drums, two lettuce heads, a trumpet, a potato, an accordion, a clarinet, and three trombones.",20,18~25,"Ich habe ein Klavier, vier Flöten, drei Geigen, eine Selleriestange, zwei Trommeln, zwei Salatköpfe, eine Trompete, eine Kartoffel, ein Akkordeon, eine Klarinette und drei Posaunen.",Output: 20
80,"I have a garlic, three cauliflowers, five cabbages, a yam, a nectarine, a stalk of celery, a strawberry, a head of broccoli, an onion, four potatoes, and a carrot.",20,18~25,"Ich habe einen Knoblauch, drei Blumenkohl, fünf Kohlköpfe, eine Yamswurzel, eine Nektarine, eine Selleriestange, eine Erdbeere, einen Brokkolikopf, eine Zwiebel, vier Kartoffeln und eine Karotte.",Output: 20
81,"I have an onion, a head of broccoli, a potato, a yam, four stalks of celery, four garlics, a carrot, a cabbage, three lettuce heads, and a cauliflower.",18,18~25,"Ich habe eine Zwiebel, einen Brokkolikopf, eine Kartoffel, eine Yamswurzel, vier Stangen Sellerie, vier Knoblauchzehen, eine Karotte, einen Kohl, drei Salatköpfe und einen Blumenkohl.",Output: 18
82,"I have three apples, a garlic, two raspberries, a nectarine, two oranges, a stalk of celery, a peach, a plum, three blackberries, a potato, and four strawberries.",20,18~25,"Ich habe drei Äpfel, einen Knoblauch, zwei Himbeeren, eine Nektarine, zwei Orangen, eine Selleriestange, einen Pfirsich, eine Pflaume, drei Brombeeren, eine Kartoffel und vier Erdbeeren.",Output: 20
83,"I have a blackberry, two carrots, a raspberry, a yam, three garlics, a potato, a cauliflower, three cabbages, an onion, a lettuce head, an orange, and three stalks of celery.",19,18~25,"Ich habe eine Brombeere, zwei Karotten, eine Himbeere, eine Yamswurzel, drei Knoblauchzehen, eine Kartoffel, einen Blumenkohl, drei Kohlköpfe, eine Zwiebel, einen Salatkopf, eine Orange und drei Stangen Sellerie.",Output: 18
84,"I have an apple, three blackberries, two strawberries, four nectarines, a banana, an orange, a peach, a plum, a raspberry, five grapes, and a flute.",21,18~25,"Ich habe einen Apfel, drei Brombeeren, zwei Erdbeeren, vier Nektarinen, eine Banane, eine Orange, einen Pfirsich, eine Pflaume, eine Himbeere, fünf Weintrauben und eine Flöte.",Output: 21
85,"I have a grape, two plums, two strawberries, a banana, two blackberries, two nectarines, three donkeys, a peach, three dogs, an apple, an orange, a snake, and a raspberry.",21,18~25,"Ich habe eine Traube, zwei Pflaumen, zwei Erdbeeren, eine Banane, zwei Brombeeren, zwei Nektarinen, drei Esel, einen Pfirsich, drei Hunde, einen Apfel, eine Orange, eine Schlange und eine Himbeere.",Output: 21
86,"I have a stove, two toasters, a fridge, a bed, two couches, three chairs, three ovens, a microwave, a table, and five cars.",20,18~25,"Ich habe einen Herd, zwei Toaster, einen Kühlschrank, ein Bett, zwei Sofas, drei Stühle, drei Öfen, eine Mikrowelle, einen Tisch und fünf Autos.",Output: 18
87,"I have a stalk of celery, a lettuce head, five cabbages, a garlic, a grape, an onion, a cauliflower, a strawberry, two carrots, a potato, a yam, a nectarine, and a head of broccoli.",18,18~25,"Ich habe eine Stange Sellerie, einen Salatkopf, fünf Kohlköpfe, einen Knoblauch, eine Weintraube, eine Zwiebel, einen Blumenkohl, eine Erdbeere, zwei Karotten, eine Kartoffel, eine Yamswurzel, eine Nektarine und einen Brokkolikopf.",Output: 16
88,"I have four stoves, a fridge, a table, three toasters, a chair, a car, two beds, an oven, and four couches.",18,18~25,"Ich habe vier Herde, einen Kühlschrank, einen Tisch, drei Toaster, einen Stuhl, ein Auto, zwei Betten, einen Ofen und vier Sofas.",Output: 17
89,"I have a cow, a carrot, a cat, three donkeys, two frogs, a stalk of celery, a goat, a cabbage, a dog, two pigs, a fish, a snail, and four rabbits.",20,18~25,"Ich habe eine Kuh, eine Karotte, eine Katze, drei Esel, zwei Frösche, eine Selleriestange, eine Ziege, einen Kohl, einen Hund, zwei Schweine, einen Fisch, eine Schnecke und vier Kaninchen.",Output: 20
90,"I have a pig, a table, five snakes, a cow, a bear, a microwave, three fish, a rabbit, a mouse, three frogs, a chicken, two cats, and a bed.",22,18~25,"Ich habe ein Schwein, einen Tisch, fünf Schlangen, eine Kuh, einen Bären, eine Mikrowelle, drei Fische, ein Kaninchen, eine Maus, drei Frösche, ein Huhn, zwei Katzen und ein Bett.",Output: 21
