Unnamed: 0,input,target,bins,input_ru,pred
20,"I have a mouse, three snails, two dogs, a snake, two ducks, a donkey, a bear, a cow, and a frog.",13,13~18,"У мене є мишка, три равлики, дві собаки, змія, дві качки, осел, ведмідь, корова і жаба.",Output: 13
21,"I have a peach, a cauliflower, a garlic, three bananas, a nectarine, an orange, a plum, a grape, a raspberry, a head of broccoli, and a strawberry.",13,13~18,"У мене є персик, цвітна капуста, часник, три банани, нектарин, апельсин, слива, виноград, малина, головка брокколі та полуниця.",Output: 12
22,"I have two strawberries, a raspberry, a plum, four oranges, an apple, two blackberries, two grapes, and two nectarines.",15,13~18,"У мене є дві полуниці, малина, слива, чотири апельсини, яблуко, дві ожини, два винограду та два нектарини.",Output: 15
23,"I have a yam, three heads of broccoli, an onion, three cauliflowers, a carrot, a garlic, a potato, and three stalks of celery.",14,13~18,"У мене є ямс, три головки брокколі, цибуля, три цвітні капусти, морква, часник, картопля і три стебла селери.",Output: 14
24,"I have a peach, a blackberry, two apples, a raspberry, a strawberry, a nectarine, a grape, a plum, three oranges, and a banana.",13,13~18,"У мене є персик, ожина, два яблука, малина, полуниця, нектарин, виноград, слива, три апельсини та банан.",Output: 13
25,"I have a carrot, a garlic, a potato, a couch, two lettuce heads, a stalk of celery, a cabbage, a cauliflower, a lamp, a yam, a car, and a head of broccoli.",13,13~18,"У мене є морква, часник, картопля, диван, дві головки салату, стебло селери, капуста, цвітна капуста, лампа, ямс, машина та головка брокколі.",Output: 12
26,"I have a fridge, a car, a lamp, a couch, two ovens, two stoves, three microwaves, a toaster, and a chair.",13,13~18,"У мене є холодильник, машина, лампа, диван, дві духовки, дві плити, три мікрохвильові печі, тостер і стілець.",Output: 12
27,"I have four chairs, an orange, a blackberry, four strawberries, a grape, three raspberries, and a banana.",15,13~18,"У мене є чотири стільці, апельсин, ожина, чотири полуниці, виноград, три малини і банан.",Output: 15
28,"I have four raspberries, a banana, a nectarine, a peach, three apples, an orange, a strawberry, and a blackberry.",13,13~18,"У мене є чотири ягоди малини, банан, нектарин, персик, три яблука, апельсин, полуниця та ожина.",Output: 13
29,"I have three pianos, a violin, a clarinet, a trombone, two accordions, a trumpet, three flutes, and a drum.",13,13~18,"У мене є три піаніно, скрипка, кларнет, тромбон, два акордеони, труба, три флейти і барабан.",Output: 13
30,"I have four apples, three blackberries, a plum, two microwaves, a nectarine, an orange, a grape, a peach, and a raspberry.",15,13~18,"У мене є чотири яблука, три ягоди ожини, слива, дві мікрохвильові печі, нектарин, апельсин, виноград, персик і малина.",Output: 15
31,"I have three cauliflowers, three heads of broccoli, two yams, an onion, a carrot, a lettuce head, a potato, and a cabbage.",13,13~18,"У мене є три цвітні капусти, три головки брокколі, два ямсу, цибуля, морква, головка салату, картопля та капуста.",Output: 14
32,"I have a plum, a chicken, two blackberries, a bear, an apple, three grapes, two cats, and two oranges.",13,13~18,"У мене є слива, курка, дві ожини, ведмідь, яблуко, три виноградини, два кота і два апельсини.",Output: 12
33,"I have a mouse, a cow, a bear, two rabbits, a fish, a cat, a chicken, and five snakes.",13,13~18,"У мене є мишка, корова, ведмідь, два зайці, рибка, кішка, курка і п'ять змій.",Output: 12
34,"I have a bear, a mouse, a duck, a snake, a snail, a chicken, a donkey, a cow, four goats, and a rabbit.",13,13~18,"У мене є ведмідь, мишка, качка, змія, равлик, курка, осел, корова, чотири кози і кролик.",Output: 11
35,"I have a car, an oven, a microwave, two fridges, a chair, a lamp, a toaster, three stoves, and four tables.",15,13~18,"У мене є машина, духовка, мікрохвильова піч, два холодильники, стілець, лампа, тостер, три плити і чотири столи.",Output: 15
36,"I have a peach, a banana, three apples, two nectarines, a strawberry, a blackberry, two raspberries, a grape, an orange, and a plum.",14,13~18,"У мене є персик, банан, три яблука, два нектарини, полуниця, ожина, дві малини, виноград, апельсин і слива.",Output: 14
37,"I have a table, a chair, four cars, an oven, a bed, a microwave, a stove, a couch, four lamps, and a toaster.",16,13~18,"У мене є стіл, стілець, чотири машини, духовка, ліжко, мікрохвильова піч, плита, диван, чотири лампи і тостер.",Output: 16
38,"I have a blackberry, a strawberry, three tables, an orange, a raspberry, three peaches, a nectarine, a couch, and two lamps.",14,13~18,"У мене є ожина, полуниця, три столи, апельсин, малина, три персики, нектарин, диван і дві лампи.",Output: 13
39,"I have a couch, four microwaves, two lamps, a stove, a fridge, a car, two ovens, and a chair.",13,13~18,"У мене є диван, чотири мікрохвильовки, дві лампи, плита, холодильник, машина, дві духовки і стілець.",Output: 13
40,"I have a head of broccoli, a potato, three onions, three cabbages, a snail, a stalk of celery, a yam, a lettuce head, a carrot, and a garlic.",14,13~18,"У мене є головка брокколі, картоплина, три цибулини, три капусти, равлик, стебло селери, ямс, головка салату, морква і часник.",Output: 14
41,"I have three carrots, two stalks of celery, three yams, a cabbage, a lettuce head, an onion, a cauliflower, and a head of broccoli.",13,13~18,"У мене є три моркви, два стебла селери, три ямсу, капуста, качан салату, цибуля, цвітна капуста та качан брокколі.",Output: 13
42,"I have a table, three couches, an oven, a bed, a fridge, three chairs, three lamps, a car, a toaster, and a stove.",16,13~18,"У мене є стіл, три кушетки, духовка, ліжко, холодильник, три стільці, три лампи, машина, тостер і плита.",Output: 16
43,"I have five raspberries, a banana, a peach, an apple, a blackberry, a nectarine, a grape, an orange, and two strawberries.",14,13~18,"У мене є п’ять малин, банан, персик, яблуко, ожина, нектарин, виноград, апельсин і дві полуниці.",Output: 13
44,"I have a trumpet, a frog, a cow, two ducks, a flute, a trombone, a clarinet, a piano, a violin, two accordions, and three drums.",15,13~18,"У мене є труба, жаба, корова, дві качки, сопілка, тромбон, кларнет, піаніно, скрипка, два баяни і три барабани.",Output: 14
45,"I have a couch, two ovens, a table, a lamp, two stoves, five microwaves, and a fridge.",13,13~18,"У мене є диван, дві духовки, стіл, лампа, дві плити, п'ять мікрохвильовок і холодильник.",Output: 12
46,"I have three trombones, a piano, a flute, a clarinet, a violin, four accordions, a drum, and a trumpet.",13,13~18,"Маю три тромбони, фортепіано, флейту, кларнет, скрипку, чотири акордеони, барабан і трубу.",Output: 12
47,"I have three mice, a rabbit, a pig, a chicken, a cow, a cat, three snakes, four snails, a dog, and a frog.",17,13~18,"У мене є три мишки, кролик, свиня, курка, корова, кішка, три змії, чотири равлики, собака і жаба.",Output: 16
48,"I have a snail, two dogs, a chicken, a mouse, a donkey, a rabbit, three frogs, two snakes, a goat, and a duck.",14,13~18,"У мене є равлик, дві собаки, курка, мишка, осел, кролик, три жаби, дві змії, коза і качка.",Output: 13
49,"I have a garlic, an onion, a yam, a stalk of celery, three carrots, a cauliflower, a cabbage, a potato, a lettuce head, two cars, a table, and a head of broccoli.",15,13~18,"У мене є часник, цибуля, ямс, стебло селери, три морквини, цвітна капуста, капуста, картопля, качан салату, дві машини, стіл і качан брокколі.",Output: 14
50,"I have three strawberries, a flute, an accordion, two pianos, a trombone, a clarinet, a trumpet, a peach, a raspberry, a violin, and a drum.",14,13~18,"У мене є три полуниці, сопілка, акордеон, два піаніно, тромбон, кларнет, труба, персик, малина, скрипка і барабан.",Output: 14
51,"I have a garlic, a potato, an onion, a head of broccoli, five cabbages, a lettuce head, a stalk of celery, a cauliflower, and two carrots.",14,13~18,"У мене є часник, картопля, цибуля, качан брокколі, п’ять капустин, качан салату, стебло селери, цвітна капуста і дві моркви.",Output: 14
52,"I have two cabbages, two garlics, an onion, a chicken, a lettuce head, a stalk of celery, a head of broccoli, a cauliflower, a yam, two carrots, and three mice.",16,13~18,"У мене є дві капусти, два часнику, цибуля, курка, качан салату, стебло селери, качан брокколі, цвітна капуста, ямс, дві моркви і три миші.",Output: 16
53,"I have a fridge, two ovens, a stove, three tables, a bed, a microwave, a couch, a toaster, and two cars.",13,13~18,"У мене є холодильник, дві духовки, плита, три столи, ліжко, мікрохвильова піч, диван, тостер і дві машини.",Output: 13
54,"I have a snake, a bear, two potatoes, two cats, a cauliflower, a cow, a frog, a head of broccoli, a fish, a pig, a chicken, a donkey, and a snail.",15,13~18,"У мене є змія, ведмідь, дві картоплини, два кота, цвітна капуста, корова, жаба, головка брокколі, риба, свиня, курка, осел і равлик.",Output: 14
55,"I have three potatoes, a yam, an onion, three cabbages, a cauliflower, two garlics, a lettuce head, a head of broccoli, and three carrots.",16,13~18,"У мене є три картоплини, ямс, цибуля, три капусти, цвітна капуста, два часнику, головка салату, головка брокколі та три моркви.",Output: 16
56,"I have a dog, two cows, two fish, a rabbit, a chicken, a cat, a drum, a frog, a bear, a violin, and a goat.",13,13~18,"У мене є собака, дві корови, дві рибки, заєць, курка, кішка, барабан, жаба, ведмідь, скрипка і коза.",Output: 12
57,"I have an oven, a table, three beds, a stove, three lamps, a car, a fridge, a chair, and a microwave.",13,13~18,"У мене є піч, стіл, три ліжка, плита, три лампи, машина, холодильник, стілець і мікрохвильова піч.",Output: 12
58,"I have an orange, a blackberry, a nectarine, a donkey, a cow, a raspberry, a duck, an apple, a strawberry, a grape, two bananas, a plum, and a peach.",14,13~18,"У мене є апельсин, ожина, нектарин, осел, корова, малина, качка, яблуко, полуниця, виноград, два банани, слива і персик.",Output: 14
59,"I have a couch, five chairs, a fridge, a lamp, an oven, three beds, a table, a toaster, and a microwave.",15,13~18,"У мене є диван, п'ять стільців, холодильник, лампа, духовка, три ліжка, стіл, тостер і мікрохвильова піч.",Output: 14
60,"I have a trumpet, two trombones, an orange, an accordion, a piano, a violin, two clarinets, a drum, three flutes, and a raspberry.",14,13~18,"У мене є труба, два тромбони, апельсин, акордеон, піаніно, скрипка, два кларнети, барабан, три флейти і малина.",Output: 13
61,"I have three cars, a table, three couches, three beds, a microwave, a chair, a toaster, a lamp, an oven, and two fridges.",17,13~18,"У мене є три машини, стіл, три дивани, три ліжка, мікрохвильова піч, стілець, тостер, лампа, духовка і два холодильники.",Output: 16
62,"I have a dog, a rabbit, a mouse, a donkey, a cat, four frogs, a pig, a duck, a snake, and a goat.",13,13~18,"У мене є собака, кролик, мишка, осел, кіт, чотири жаби, свиня, качка, змія і коза.",Output: 11
63,"I have three grapes, an accordion, a blackberry, three peaches, a nectarine, a raspberry, an orange, an apple, four strawberries, and a banana.",17,13~18,"У мене є три виноградини, акордеон, ожина, три персики, нектарин, малина, апельсин, яблуко, чотири полуниці і банан.",Output: 16
64,"I have an apple, a banana, a drum, an orange, a grape, a trombone, three accordions, a raspberry, four blackberries, two peaches, and a nectarine.",17,13~18,"У мене є яблуко, банан, барабан, апельсин, виноград, тромбон, три гармошки, малина, чотири ягоди ожини, два персика і нектарин.",Output: 16
65,"I have a trumpet, a drum, a violin, three flutes, two accordions, a clarinet, a trombone, a piano, a carrot, and two onions.",14,13~18,"У мене є труба, барабан, скрипка, три флейти, два баяни, кларнет, тромбон, піаніно, морква і дві цибулини.",Output: 13
66,"I have a bear, three fish, a frog, a mouse, three cows, a snake, a chicken, a duck, and a chair.",13,13~18,"У мене є ведмідь, три рибки, жаба, мишка, три корови, змія, курка, качка і стілець.",Output: 12
67,"I have a cat, a frog, a bear, a snail, a mouse, a rabbit, three dogs, a duck, three cows, and a chicken.",14,13~18,"У мене є кіт, жаба, ведмідь, равлик, мишка, кролик, три собаки, качка, три корови і курка.",Output: 13
68,"I have three goats, a chicken, a fish, three pigs, three frogs, a snail, an onion, a donkey, a mouse, and a rabbit.",16,13~18,"У мене є три кози, курка, риба, три свині, три жаби, равлик, цибуля, осел, мишка і кролик.",Output: 16
69,"I have a cauliflower, two cabbages, three fish, a stalk of celery, a head of broccoli, a garlic, an onion, and four snails.",14,13~18,"У мене є цвітна капуста, дві капусти, три рибини, стебло селери, головка брокколі, часник, цибуля і чотири равлики.",Output: 14
70,"I have four yams, a cabbage, a cauliflower, a lamp, a potato, a head of broccoli, a stove, a carrot, a garlic, an onion, a bed, and a stalk of celery.",15,13~18,"У мене є чотири ямси, капуста, цвітна капуста, лампа, картопля, головка брокколі, плита, морква, часник, цибуля, грядка і стебло селери.",Output: 12
71,"I have a cow, a cat, two bears, a duck, a rabbit, two chickens, three snakes, a grape, a nectarine, a strawberry, and a frog.",15,13~18,"У мене є корова, кішка, два ведмеді, качка, кролик, дві курки, три змії, виноград, нектарин, полуниця і жаба.",Output: 15
72,"I have a peach, a snake, two apples, a blackberry, two raspberries, a mouse, a plum, an orange, a nectarine, a strawberry, a banana, and a grape.",14,13~18,"У мене є персик, змія, два яблука, ожина, дві малини, мишка, слива, апельсин, нектарин, полуниця, банан і виноград.",Output: 13
73,"I have two carrots, two cabbages, a potato, a garlic, three onions, a trumpet, a yam, a stalk of celery, a lettuce head, a cauliflower, and a clarinet.",15,13~18,"У мене є дві морквини, дві капусти, картоплина, часник, три цибулини, труба, ямс, стебло селери, качан салату, цвітна капуста і кларнет.",Output: 15
74,"I have a plum, a banana, a blackberry, a nectarine, a raspberry, an orange, a peach, four heads of broccoli, a grape, an apple, and a strawberry.",14,13~18,"У мене є слива, банан, ожина, нектарин, малина, апельсин, персик, чотири головки брокколі, виноград, яблуко та полуниця.",Output: 12
75,"I have an onion, a potato, four stalks of celery, a yam, a cabbage, three garlics, a carrot, a cauliflower, a couch, two lettuce heads, a head of broccoli, and a lamp.",18,18~25,"У мене є цибуля, картопля, чотири стебла селери, ямс, капуста, три часнику, морква, цвітна капуста, диван, дві головки салату, головка брокколі та лампа.",Output: 17
76,"I have two rabbits, a mouse, two snails, a bear, a pig, a blackberry, a cat, two donkeys, a goat, a cow, and five snakes.",18,18~25,"У мене є два кролики, мишка, два равлики, ведмідь, свиня, ожина, кішка, два осла, коза, корова і п'ять змій.",Output: 17
77,"I have a stove, a couch, a lamp, two fridges, a bed, four ovens, a car, four toasters, a microwave, and five chairs.",21,18~25,"У мене є плита, диван, лампа, два холодильники, ліжко, чотири духовки, машина, чотири тостери, мікрохвильова піч і п'ять стільців.",Output: 20
78,"I have a dog, four chickens, four donkeys, three pigs, four bears, three mice, and a cat.",20,18~25,"У мене є собака, чотири курки, чотири осли, три свині, чотири ведмеді, три миші і кіт.",Output: 20
79,"I have a piano, four flutes, three violins, a stalk of celery, two drums, two lettuce heads, a trumpet, a potato, an accordion, a clarinet, and three trombones.",20,18~25,"У мене є піаніно, чотири флейти, три скрипки, стебло селери, два барабани, дві головки салату, труба, картопля, акордеон, кларнет і три тромбони.",Output: 20
80,"I have a garlic, three cauliflowers, five cabbages, a yam, a nectarine, a stalk of celery, a strawberry, a head of broccoli, an onion, four potatoes, and a carrot.",20,18~25,"У мене є часник, три капусти, п’ять капусти, ямс, нектарин, стебло селери, полуниця, головка брокколі, цибуля, чотири картоплини та морква.",Output: 18
81,"I have an onion, a head of broccoli, a potato, a yam, four stalks of celery, four garlics, a carrot, a cabbage, three lettuce heads, and a cauliflower.",18,18~25,"У мене є цибуля, головка брокколі, картопля, батат, чотири стебла селери, чотири часнику, морква, капуста, три головки салату та цвітна капуста.",Output: 18
82,"I have three apples, a garlic, two raspberries, a nectarine, two oranges, a stalk of celery, a peach, a plum, three blackberries, a potato, and four strawberries.",20,18~25,"У мене є три яблука, часник, дві малини, нектарин, два апельсини, стебло селери, персик, слива, три ожини, картоплина і чотири полуниці.",Output: 20
83,"I have a blackberry, two carrots, a raspberry, a yam, three garlics, a potato, a cauliflower, three cabbages, an onion, a lettuce head, an orange, and three stalks of celery.",19,18~25,"У мене є ожина, дві моркви, малина, ямс, три часнику, картопля, цвітна капуста, три капусти, цибуля, качан салату, апельсин і три стебла селери.",Output: 18
84,"I have an apple, three blackberries, two strawberries, four nectarines, a banana, an orange, a peach, a plum, a raspberry, five grapes, and a flute.",21,18~25,"У мене є яблуко, три ягоди ожини, дві полуниці, чотири нектарини, банан, апельсин, персик, слива, малина, п’ять виноградин і флейта.",Output: 21
85,"I have a grape, two plums, two strawberries, a banana, two blackberries, two nectarines, three donkeys, a peach, three dogs, an apple, an orange, a snake, and a raspberry.",21,18~25,"У мене є виноград, дві сливи, дві полуниці, банан, дві ожини, два нектарини, три осла, персик, три собаки, яблуко, апельсин, змія та малина.",Output: 20
86,"I have a stove, two toasters, a fridge, a bed, two couches, three chairs, three ovens, a microwave, a table, and five cars.",20,18~25,"У мене є плита, два тостери, холодильник, ліжко, два дивани, три стільці, три духовки, мікрохвильова піч, стіл і п'ять машин.",Output: 20
87,"I have a stalk of celery, a lettuce head, five cabbages, a garlic, a grape, an onion, a cauliflower, a strawberry, two carrots, a potato, a yam, a nectarine, and a head of broccoli.",18,18~25,"У мене є стебло селери, качан салату, п’ять капустин, часник, виноград, цибуля, цвітна капуста, полуниця, дві моркви, картопля, ямс, нектарин і качан брокколі.",Output: 16
88,"I have four stoves, a fridge, a table, three toasters, a chair, a car, two beds, an oven, and four couches.",18,18~25,"У мене є чотири плити, холодильник, стіл, три тостери, стілець, машина, два ліжка, духовка і чотири дивани.",Output: 18
89,"I have a cow, a carrot, a cat, three donkeys, two frogs, a stalk of celery, a goat, a cabbage, a dog, two pigs, a fish, a snail, and four rabbits.",20,18~25,"У мене є корова, морква, кіт, три осла, дві жаби, стебло селери, коза, капуста, собака, дві свині, риба, равлик і чотири кролика.",Output: 20
90,"I have a pig, a table, five snakes, a cow, a bear, a microwave, three fish, a rabbit, a mouse, three frogs, a chicken, two cats, and a bed.",22,18~25,"У мене є свиня, стіл, п'ять змій, корова, ведмідь, мікрохвильова піч, три рибки, кролик, мишка, три жаби, курка, два кота і ліжко.",Output: 21
91,"I have a head of broccoli, a car, a carrot, a stalk of celery, four cabbages, five potatoes, an onion, a toaster, a yam, an oven, and a garlic.",18,18~25,"У мене є головка брокколі, машина, морква, стебло селери, чотири капусти, п’ять картоплин, цибуля, тостер, ямс, духовка та часник.",Output: 14
92,"I have five dogs, two donkeys, a cat, a pig, a mouse, three bears, a snail, a rabbit, two fish, and a cow.",18,18~25,"У мене п’ять собак, два ослика, кіт, свиня, мишка, три ведмеді, равлик, кролик, дві рибки та корова.",Output: 18
93,"I have four cabbages, a stalk of celery, a potato, a carrot, three cauliflowers, an apple, a garlic, a lettuce head, two heads of broccoli, an orange, an onion, and four bananas.",21,18~25,"У мене є чотири капусти, стебло селери, картопля, морква, три цвітні капусти, яблуко, часник, головка салату, дві головки брокколі, апельсин, цибуля та чотири банани.",Output: 21
94,"I have a bed, five toasters, a microwave, four chairs, four fridges, a table, an oven, and a couch.",18,18~25,"У мене є ліжко, п'ять тостерів, мікрохвильова піч, чотири стільці, чотири холодильники, стіл, духовка і диван.",Output: 18
95,"I have five drums, three accordions, two flutes, three trumpets, a clarinet, a piano, a violin, and two trombones.",18,18~25,"У мене п’ять барабанів, три акордеони, дві флейти, три труби, кларнет, піаніно, скрипка і два тромбони.",Output: 17
96,"I have a raspberry, a grape, a peach, an orange, a car, three plums, an apple, a nectarine, three bananas, a strawberry, a blackberry, four fridges, and a stove.",20,18~25,"У мене є малина, виноград, персик, апельсин, машина, три сливи, яблуко, нектарин, три банани, полуниця, ожина, чотири холодильники і плита.",Output: 17
97,"I have a head of broccoli, three onions, a carrot, two lettuce heads, four stalks of celery, a cauliflower, a yam, a potato, three cabbages, and a garlic.",18,18~25,"У мене є головка брокколі, три цибулини, морква, дві головки салату, чотири стебла селери, цвітна капуста, ямс, картопля, три капусти та часник.",Output: 18
98,"I have three donkeys, a chicken, three bears, a mouse, two goats, three snakes, a frog, a snail, two pigs, and a cow.",18,18~25,"У мене є три осла, курка, три ведмеді, мишка, дві кози, три змії, жаба, равлик, дві свині та корова.",Output: 17
99,"I have a banana, a plum, a raspberry, an apple, two blackberries, a grape, an orange, a strawberry, three peaches, a garlic, and five nectarines.",18,18~25,"У мене є банан, слива, малина, яблуко, дві ожини, виноград, апельсин, полуниця, три персики, часник і п’ять нектаринів.",Output: 16
100,"I have two strawberries, an orange, two raspberries, three plums, a peach, a blackberry, a nectarine, a banana, a grape, and five apples.",18,18~25,"У мене є дві полуниці, апельсин, дві малини, три сливи, персик, ожина, нектарин, банан, виноград і п’ять яблук.",Output: 17
101,"I have a lettuce head, a yam, a stalk of celery, a potato, four cabbages, four garlics, a cow, four onions, a cauliflower, a head of broccoli, and a carrot.",20,18~25,"У мене є головка салату, ямс, стебло селери, картопля, чотири капусти, чотири часнику, корова, чотири цибулини, цвітна капуста, головка брокколі та морква.",Output: 20
102,"I have three snakes, three cats, a dog, a cow, three snails, a donkey, a goat, a duck, three pigs, and a fish.",18,18~25,"У мене є три змії, три кішки, собака, корова, три равлики, осел, коза, качка, три свині та риба.",Output: 18
103,"I have two plums, a banana, a strawberry, three blackberries, a cauliflower, a head of broccoli, a raspberry, two grapes, five nectarines, and a peach.",18,18~25,"У мене є дві сливи, банан, полуниця, три ягоди ожини, цвітна капуста, головка брокколі, малина, два винограду, п’ять нектаринів і персик.",Output: 17
104,"I have a plum, a grape, an orange, three raspberries, four strawberries, four nectarines, three bananas, an apple, and a peach.",19,18~25,"У мене є слива, виноград, апельсин, три малини, чотири полуниці, чотири нектарини, три банани, яблуко та персик.",Output: 19
105,"I have a peach, a blackberry, a grape, three apples, a banana, four plums, two strawberries, a nectarine, three raspberries, and an orange.",18,18~25,"У мене є персик, ожина, виноград, три яблука, банан, чотири сливи, дві полуниці, нектарин, три малини і апельсин.",Output: 17
106,"I have a yam, four stalks of celery, a bed, two lettuce heads, four couches, a potato, an onion, a head of broccoli, three garlics, and a carrot.",19,18~25,"У мене є ямс, чотири стебла селери, грядка, дві головки салату, чотири кушетки, картопля, цибуля, головка брокколі, три часнику і морква.",Output: 20
107,"I have three fish, a dog, a snail, a duck, a chicken, a goat, a bear, five snakes, a rabbit, and three mice.",18,18~25,"У мене є три риби, собака, равлик, качка, курка, коза, ведмідь, п'ять змій, кролик і три мишки.",Output: 16
108,"I have two nectarines, two goats, three ducks, two dogs, a strawberry, a frog, a raspberry, three snakes, a rabbit, a cat, a donkey, a snail, and two chickens.",21,18~25,"У мене два нектарини, дві кози, три качки, дві собаки, полуниця, жаба, малина, три змії, кролик, кіт, осел, равлик і двоє курей.",Output: 21
109,"I have three potatoes, five cabbages, a lettuce head, three peaches, a head of broccoli, an onion, two oranges, a raspberry, a cauliflower, and a stalk of celery.",19,18~25,"У мене є три картоплини, п’ять капусти, качан салату, три персики, качан брокколі, цибуля, два апельсини, малина, цвітна капуста і стебло селери.",Output: 18
110,"I have a frog, a cow, a goat, a rabbit, a chicken, a duck, two donkeys, four mice, five cats, and a snake.",18,18~25,"У мене є жаба, корова, коза, кролик, курка, качка, два осла, чотири миші, п'ять котів і змія.",Output: 16
111,"I have two chickens, a pig, four dogs, a donkey, a duck, a cat, a goat, two mice, five nectarines, and a frog.",19,18~25,"У мене є дві курки, свиня, чотири собаки, осел, качка, кішка, коза, дві миші, п'ять нектарин і жаба.",Output: 19
112,"I have three apples, a grape, a strawberry, two peaches, a plum, four stoves, three nectarines, a bed, a chair, a banana, and a raspberry.",19,18~25,"У мене є три яблука, виноград, полуниця, два персика, слива, чотири плити, три нектарини, ліжко, стілець, банан і малина.",Output: 17
113,"I have a raspberry, a table, three toasters, a nectarine, five apples, a strawberry, a banana, two microwaves, a peach, a blackberry, an orange, a plum, and three grapes.",22,18~25,"У мене є малина, стіл, три тостери, нектарин, п'ять яблук, полуниця, банан, дві мікрохвильовки, персик, ожина, апельсин, слива і три винограду.",Output: 21
