Unnamed: 0,input,target,bins,input_ru,pred
11,"I have four dogs, a rabbit, two bears, a fish, a cat, a frog, a duck, a donkey, a cow, and a goat.",14,13~18,"Tenho quatro cachorros, um coelho, dois ursos, um peixe, um gato, um sapo, um pato, um burro, uma vaca e uma cabra.",Output: 13
12,"I have a garlic, a cabbage, a cauliflower, a donkey, four potatoes, a stalk of celery, two mice, a snail, and three onions.",15,13~18,"Tenho um alho, um repolho, uma couve-flor, um burro, quatro batatas, um talo de aipo, dois ratos, um caracol e três cebolas.",Output: 14
13,"I have two stoves, a couch, a toaster, a chair, a fridge, two microwaves, an oven, two lamps, a table, and a bed.",13,13~18,"Tenho dois fogões, um sofá, uma torradeira, uma cadeira, uma geladeira, dois micro-ondas, um forno, dois abajures, uma mesa e uma cama.",Output: 12
14,"I have a dog, a cow, a snake, a mouse, a rabbit, three cats, a bear, four goats, and two chickens.",15,13~18,"Tenho um cachorro, uma vaca, uma cobra, um rato, um coelho, três gatos, um urso, quatro cabras e duas galinhas.",Output: 14
15,"I have a nectarine, a banana, a blackberry, two raspberries, an apple, five grapes, a peach, and a strawberry.",13,13~18,"Tenho uma nectarina, uma banana, uma amora, duas framboesas, uma maçã, cinco uvas, um pêssego e um morango.",Output: 13
16,"I have a frog, a dog, four goats, two fish, a duck, a cow, a chicken, a cat, and a mouse.",13,13~18,"Tenho um sapo, um cachorro, quatro cabras, dois peixes, um pato, uma vaca, uma galinha, um gato e um rato.",Output: 13
17,"I have a nectarine, five blackberries, a plum, a peach, a strawberry, a raspberry, an apple, four bananas, an orange, and a grape.",17,13~18,"Tenho uma nectarina, cinco amoras, uma ameixa, um pêssego, um morango, uma framboesa, uma maçã, quatro bananas, uma laranja e uma uva.",Output: 16
18,"I have a raspberry, a blackberry, a plum, two peaches, two strawberries, an apple, a grape, five bananas, an orange, and a nectarine.",16,13~18,"Tenho uma framboesa, uma amora, uma ameixa, dois pêssegos, dois morangos, uma maçã, uma uva, cinco bananas, uma laranja e uma nectarina.",Output: 16
19,"I have four cars, a lamp, a table, three fridges, a chair, two stoves, a couch, a microwave, and a toaster.",15,13~18,"Tenho quatro carros, um abajur, uma mesa, três geladeiras, uma cadeira, dois fogões, um sofá, um micro-ondas e uma torradeira.",Output: 14
20,"I have a mouse, three snails, two dogs, a snake, two ducks, a donkey, a bear, a cow, and a frog.",13,13~18,"Tenho um rato, três caracóis, dois cachorros, uma cobra, dois patos, um burro, um urso, uma vaca e um sapo.",Output: 12
21,"I have a peach, a cauliflower, a garlic, three bananas, a nectarine, an orange, a plum, a grape, a raspberry, a head of broccoli, and a strawberry.",13,13~18,"Tenho um pêssego, uma couve-flor, um alho, três bananas, uma nectarina, uma laranja, uma ameixa, uma uva, uma framboesa, uma cabeça de brócolis e um morango.",Output: 13
22,"I have two strawberries, a raspberry, a plum, four oranges, an apple, two blackberries, two grapes, and two nectarines.",15,13~18,"Tenho dois morangos, uma framboesa, uma ameixa, quatro laranjas, uma maçã, duas amoras, duas uvas e duas nectarinas.",Output: 15
23,"I have a yam, three heads of broccoli, an onion, three cauliflowers, a carrot, a garlic, a potato, and three stalks of celery.",14,13~18,"Tenho um inhame, três cabeças de brócolis, uma cebola, três couve-flor, uma cenoura, um alho, uma batata e três talos de aipo.",Output: 14
24,"I have a peach, a blackberry, two apples, a raspberry, a strawberry, a nectarine, a grape, a plum, three oranges, and a banana.",13,13~18,"Tenho um pêssego, uma amora, duas maçãs, uma framboesa, um morango, uma nectarina, uma uva, uma ameixa, três laranjas e uma banana.",Output: 14
25,"I have a carrot, a garlic, a potato, a couch, two lettuce heads, a stalk of celery, a cabbage, a cauliflower, a lamp, a yam, a car, and a head of broccoli.",13,13~18,"Tenho uma cenoura, um alho, uma batata, um sofá, duas cabeças de alface, um talo de aipo, um repolho, uma couve-flor, um abajur, um inhame, um carro e uma cabeça de brócolis.",Output: 12
26,"I have a fridge, a car, a lamp, a couch, two ovens, two stoves, three microwaves, a toaster, and a chair.",13,13~18,"Tenho uma geladeira, um carro, um abajur, um sofá, dois fornos, dois fogões, três micro-ondas, uma torradeira e uma cadeira.",Output: 12
27,"I have four chairs, an orange, a blackberry, four strawberries, a grape, three raspberries, and a banana.",15,13~18,"Tenho quatro cadeiras, uma laranja, uma amora, quatro morangos, uma uva, três framboesas e uma banana.",Output: 15
28,"I have four raspberries, a banana, a nectarine, a peach, three apples, an orange, a strawberry, and a blackberry.",13,13~18,"Tenho quatro framboesas, uma banana, uma nectarina, um pêssego, três maçãs, uma laranja, um morango e uma amora.",Output: 13
29,"I have three pianos, a violin, a clarinet, a trombone, two accordions, a trumpet, three flutes, and a drum.",13,13~18,"Tenho três pianos, um violino, um clarinete, um trombone, dois acordeões, um trompete, três flautas e um tambor.",Output: 12
30,"I have four apples, three blackberries, a plum, two microwaves, a nectarine, an orange, a grape, a peach, and a raspberry.",15,13~18,"Tenho quatro maçãs, três amoras, uma ameixa, dois micro-ondas, uma nectarina, uma laranja, uma uva, um pêssego e uma framboesa.",Output: 15
31,"I have three cauliflowers, three heads of broccoli, two yams, an onion, a carrot, a lettuce head, a potato, and a cabbage.",13,13~18,"Tenho três couves-flores, três cabeças de brócolis, dois inhames, uma cebola, uma cenoura, uma cabeça de alface, uma batata e um repolho.",Output: 12
32,"I have a plum, a chicken, two blackberries, a bear, an apple, three grapes, two cats, and two oranges.",13,13~18,"Tenho uma ameixa, uma galinha, duas amoras, um urso, uma maçã, três uvas, dois gatos e duas laranjas.",Output: 12
33,"I have a mouse, a cow, a bear, two rabbits, a fish, a cat, a chicken, and five snakes.",13,13~18,"Tenho um rato, uma vaca, um urso, dois coelhos, um peixe, um gato, uma galinha e cinco cobras.",Output: 13
34,"I have a bear, a mouse, a duck, a snake, a snail, a chicken, a donkey, a cow, four goats, and a rabbit.",13,13~18,"Tenho um urso, um rato, um pato, uma cobra, um caracol, uma galinha, um burro, uma vaca, quatro cabras e um coelho.",Output: 12
35,"I have a car, an oven, a microwave, two fridges, a chair, a lamp, a toaster, three stoves, and four tables.",15,13~18,"Tenho carro, forno, micro-ondas, duas geladeiras, uma cadeira, um abajur, uma torradeira, três fogões e quatro mesas.",Output: 14
36,"I have a peach, a banana, three apples, two nectarines, a strawberry, a blackberry, two raspberries, a grape, an orange, and a plum.",14,13~18,"Tenho um pêssego, uma banana, três maçãs, duas nectarinas, um morango, uma amora, duas framboesas, uma uva, uma laranja e uma ameixa.",Output: 15
37,"I have a table, a chair, four cars, an oven, a bed, a microwave, a stove, a couch, four lamps, and a toaster.",16,13~18,"Tenho uma mesa, uma cadeira, quatro carros, um forno, uma cama, um micro-ondas, um fogão, um sofá, quatro luminárias e uma torradeira.",Output: 15
38,"I have a blackberry, a strawberry, three tables, an orange, a raspberry, three peaches, a nectarine, a couch, and two lamps.",14,13~18,"Tenho uma amora, um morango, três mesas, uma laranja, uma framboesa, três pêssegos, uma nectarina, um sofá e dois abajures.",Output: 13
39,"I have a couch, four microwaves, two lamps, a stove, a fridge, a car, two ovens, and a chair.",13,13~18,"Tenho um sofá, quatro micro-ondas, duas luminárias, um fogão, uma geladeira, um carro, dois fornos e uma cadeira.",Output: 12
40,"I have a head of broccoli, a potato, three onions, three cabbages, a snail, a stalk of celery, a yam, a lettuce head, a carrot, and a garlic.",14,13~18,"Tenho uma cabeça de brócolis, uma batata, três cebolas, três repolhos, um caracol, um talo de aipo, um inhame, uma cabeça de alface, uma cenoura e um alho.",Output: 14
41,"I have three carrots, two stalks of celery, three yams, a cabbage, a lettuce head, an onion, a cauliflower, and a head of broccoli.",13,13~18,"Tenho três cenouras, dois talos de aipo, três inhames, um repolho, uma cabeça de alface, uma cebola, uma couve-flor e uma cabeça de brócolis.",Output: 13
42,"I have a table, three couches, an oven, a bed, a fridge, three chairs, three lamps, a car, a toaster, and a stove.",16,13~18,"Tenho uma mesa, três sofás, um forno, uma cama, uma geladeira, três cadeiras, três luminárias, um carro, uma torradeira e um fogão.",Output: 16
43,"I have five raspberries, a banana, a peach, an apple, a blackberry, a nectarine, a grape, an orange, and two strawberries.",14,13~18,"Tenho cinco framboesas, uma banana, um pêssego, uma maçã, uma amora, uma nectarina, uma uva, uma laranja e dois morangos.",Output: 14
44,"I have a trumpet, a frog, a cow, two ducks, a flute, a trombone, a clarinet, a piano, a violin, two accordions, and three drums.",15,13~18,"Tenho um trompete, um sapo, uma vaca, dois patos, uma flauta, um trombone, um clarinete, um piano, um violino, dois acordeões e três tambores.",Output: 14
45,"I have a couch, two ovens, a table, a lamp, two stoves, five microwaves, and a fridge.",13,13~18,"Tenho um sofá, dois fornos, uma mesa, um abajur, dois fogões, cinco micro-ondas e uma geladeira.",Output: 12
46,"I have three trombones, a piano, a flute, a clarinet, a violin, four accordions, a drum, and a trumpet.",13,13~18,"Tenho três trombones, um piano, uma flauta, um clarinete, um violino, quatro acordeões, um tambor e um trompete.",Output: 12
47,"I have three mice, a rabbit, a pig, a chicken, a cow, a cat, three snakes, four snails, a dog, and a frog.",17,13~18,"Tenho três ratos, um coelho, um porco, uma galinha, uma vaca, um gato, três cobras, quatro caracóis, um cachorro e um sapo.",Output: 16
48,"I have a snail, two dogs, a chicken, a mouse, a donkey, a rabbit, three frogs, two snakes, a goat, and a duck.",14,13~18,"Tenho um caracol, dois cachorros, uma galinha, um rato, um burro, um coelho, três sapos, duas cobras, uma cabra e um pato.",Output: 13
49,"I have a garlic, an onion, a yam, a stalk of celery, three carrots, a cauliflower, a cabbage, a potato, a lettuce head, two cars, a table, and a head of broccoli.",15,13~18,"Tenho um alho, uma cebola, um inhame, um talo de aipo, três cenouras, uma couve-flor, um repolho, uma batata, uma cabeça de alface, dois carros, uma mesa e uma cabeça de brócolis.",Output: 15
50,"I have three strawberries, a flute, an accordion, two pianos, a trombone, a clarinet, a trumpet, a peach, a raspberry, a violin, and a drum.",14,13~18,"Tenho três morangos, uma flauta, um acordeão, dois pianos, um trombone, um clarinete, um trompete, um pêssego, uma framboesa, um violino e um tambor.",Output: 13
51,"I have a garlic, a potato, an onion, a head of broccoli, five cabbages, a lettuce head, a stalk of celery, a cauliflower, and two carrots.",14,13~18,"Tenho um alho, uma batata, uma cebola, uma cabeça de brócolis, cinco repolhos, uma cabeça de alface, um talo de aipo, uma couve-flor e duas cenouras.",Output: 13
52,"I have two cabbages, two garlics, an onion, a chicken, a lettuce head, a stalk of celery, a head of broccoli, a cauliflower, a yam, two carrots, and three mice.",16,13~18,"Tenho dois repolhos, dois alhos, uma cebola, um frango, uma cabeça de alface, um talo de aipo, uma cabeça de brócolis, uma couve-flor, um inhame, duas cenouras e três ratos.",Output: 16
53,"I have a fridge, two ovens, a stove, three tables, a bed, a microwave, a couch, a toaster, and two cars.",13,13~18,"Tenho geladeira, dois fornos, fogão, três mesas, cama, micro-ondas, sofá, torradeira e dois carros.",Output: 12
54,"I have a snake, a bear, two potatoes, two cats, a cauliflower, a cow, a frog, a head of broccoli, a fish, a pig, a chicken, a donkey, and a snail.",15,13~18,"Tenho uma cobra, um urso, duas batatas, dois gatos, uma couve-flor, uma vaca, um sapo, uma cabeça de brócolis, um peixe, um porco, uma galinha, um burro e um caracol.",Output: 13
55,"I have three potatoes, a yam, an onion, three cabbages, a cauliflower, two garlics, a lettuce head, a head of broccoli, and three carrots.",16,13~18,"Tenho três batatas, um inhame, uma cebola, três repolhos, uma couve-flor, dois alhos, uma cabeça de alface, uma cabeça de brócolis e três cenouras.",Output: 16
56,"I have a dog, two cows, two fish, a rabbit, a chicken, a cat, a drum, a frog, a bear, a violin, and a goat.",13,13~18,"Tenho um cachorro, duas vacas, dois peixes, um coelho, uma galinha, um gato, um tambor, um sapo, um urso, um violino e uma cabra.",Output: 12
57,"I have an oven, a table, three beds, a stove, three lamps, a car, a fridge, a chair, and a microwave.",13,13~18,"Tenho forno, mesa, três camas, fogão, três luminárias, carro, geladeira, cadeira e micro-ondas.",Output: 12
58,"I have an orange, a blackberry, a nectarine, a donkey, a cow, a raspberry, a duck, an apple, a strawberry, a grape, two bananas, a plum, and a peach.",14,13~18,"Tenho uma laranja, uma amora, uma nectarina, um burro, uma vaca, uma framboesa, um pato, uma maçã, um morango, uma uva, duas bananas, uma ameixa e um pêssego.",Output: 14
59,"I have a couch, five chairs, a fridge, a lamp, an oven, three beds, a table, a toaster, and a microwave.",15,13~18,"Tenho um sofá, cinco cadeiras, uma geladeira, um abajur, um forno, três camas, uma mesa, uma torradeira e um micro-ondas.",Output: 14
60,"I have a trumpet, two trombones, an orange, an accordion, a piano, a violin, two clarinets, a drum, three flutes, and a raspberry.",14,13~18,"Tenho um trompete, dois trombones, uma laranja, um acordeão, um piano, um violino, dois clarinetes, um tambor, três flautas e uma framboesa.",Output: 14
61,"I have three cars, a table, three couches, three beds, a microwave, a chair, a toaster, a lamp, an oven, and two fridges.",17,13~18,"Tenho três carros, uma mesa, três sofás, três camas, um micro-ondas, uma cadeira, uma torradeira, um abajur, um forno e duas geladeiras.",Output: 16
62,"I have a dog, a rabbit, a mouse, a donkey, a cat, four frogs, a pig, a duck, a snake, and a goat.",13,13~18,"Tenho um cachorro, um coelho, um rato, um burro, um gato, quatro sapos, um porco, um pato, uma cobra e uma cabra.",Output: 12
63,"I have three grapes, an accordion, a blackberry, three peaches, a nectarine, a raspberry, an orange, an apple, four strawberries, and a banana.",17,13~18,"Tenho três uvas, um acordeão, uma amora, três pêssegos, uma nectarina, uma framboesa, uma laranja, uma maçã, quatro morangos e uma banana.",Output: 16
64,"I have an apple, a banana, a drum, an orange, a grape, a trombone, three accordions, a raspberry, four blackberries, two peaches, and a nectarine.",17,13~18,"Tenho uma maçã, uma banana, um tambor, uma laranja, uma uva, um trombone, três acordeões, uma framboesa, quatro amoras, dois pêssegos e uma nectarina.",Output: 16
65,"I have a trumpet, a drum, a violin, three flutes, two accordions, a clarinet, a trombone, a piano, a carrot, and two onions.",14,13~18,"Tenho um trompete, um tambor, um violino, três flautas, dois acordeões, um clarinete, um trombone, um piano, uma cenoura e duas cebolas.",Output: 14
66,"I have a bear, three fish, a frog, a mouse, three cows, a snake, a chicken, a duck, and a chair.",13,13~18,"Tenho um urso, três peixes, um sapo, um rato, três vacas, uma cobra, uma galinha, um pato e uma cadeira.",Output: 12
67,"I have a cat, a frog, a bear, a snail, a mouse, a rabbit, three dogs, a duck, three cows, and a chicken.",14,13~18,"Tenho um gato, um sapo, um urso, um caracol, um rato, um coelho, três cachorros, um pato, três vacas e uma galinha.",Output: 13
68,"I have three goats, a chicken, a fish, three pigs, three frogs, a snail, an onion, a donkey, a mouse, and a rabbit.",16,13~18,"Tenho três cabras, uma galinha, um peixe, três porcos, três sapos, um caracol, uma cebola, um burro, um rato e um coelho.",Output: 16
69,"I have a cauliflower, two cabbages, three fish, a stalk of celery, a head of broccoli, a garlic, an onion, and four snails.",14,13~18,"Tenho uma couve-flor, duas couves, três peixes, um talo de aipo, uma cabeça de brócolis, um alho, uma cebola e quatro caracóis.",Output: 14
70,"I have four yams, a cabbage, a cauliflower, a lamp, a potato, a head of broccoli, a stove, a carrot, a garlic, an onion, a bed, and a stalk of celery.",15,13~18,"Tenho quatro inhames, um repolho, uma couve-flor, um lampião, uma batata, uma cabeça de brócolis, um fogão, uma cenoura, um alho, uma cebola, uma cama e um talo de aipo.",Output: 13
71,"I have a cow, a cat, two bears, a duck, a rabbit, two chickens, three snakes, a grape, a nectarine, a strawberry, and a frog.",15,13~18,"Tenho uma vaca, um gato, dois ursos, um pato, um coelho, duas galinhas, três cobras, uma uva, uma nectarina, um morango e um sapo.",Output: 15
72,"I have a peach, a snake, two apples, a blackberry, two raspberries, a mouse, a plum, an orange, a nectarine, a strawberry, a banana, and a grape.",14,13~18,"Tenho um pêssego, uma cobra, duas maçãs, uma amora, duas framboesas, um rato, uma ameixa, uma laranja, uma nectarina, um morango, uma banana e uma uva.",Output: 13
73,"I have two carrots, two cabbages, a potato, a garlic, three onions, a trumpet, a yam, a stalk of celery, a lettuce head, a cauliflower, and a clarinet.",15,13~18,"Tenho duas cenouras, dois repolhos, uma batata, um alho, três cebolas, um trompete, um inhame, um talo de aipo, uma cabeça de alface, uma couve-flor e um clarinete.",Output: 15
74,"I have a plum, a banana, a blackberry, a nectarine, a raspberry, an orange, a peach, four heads of broccoli, a grape, an apple, and a strawberry.",14,13~18,"Tenho uma ameixa, uma banana, uma amora, uma nectarina, uma framboesa, uma laranja, um pêssego, quatro cabeças de brócolis, uma uva, uma maçã e um morango.",Output: 13
75,"I have an onion, a potato, four stalks of celery, a yam, a cabbage, three garlics, a carrot, a cauliflower, a couch, two lettuce heads, a head of broccoli, and a lamp.",18,18~25,"Tenho uma cebola, uma batata, quatro talos de aipo, um inhame, um repolho, três alhos, uma cenoura, uma couve-flor, um sofá, duas cabeças de alface, uma cabeça de brócolis e um abajur.",Output: 17
76,"I have two rabbits, a mouse, two snails, a bear, a pig, a blackberry, a cat, two donkeys, a goat, a cow, and five snakes.",18,18~25,"Tenho dois coelhos, um rato, dois caracóis, um urso, um porco, uma amora, um gato, dois burros, uma cabra, uma vaca e cinco cobras.",Output: 17
77,"I have a stove, a couch, a lamp, two fridges, a bed, four ovens, a car, four toasters, a microwave, and five chairs.",21,18~25,"Tenho um fogão, um sofá, um abajur, duas geladeiras, uma cama, quatro fornos, um carro, quatro torradeiras, um micro-ondas e cinco cadeiras.",Output: 20
78,"I have a dog, four chickens, four donkeys, three pigs, four bears, three mice, and a cat.",20,18~25,"Tenho um cachorro, quatro galinhas, quatro burros, três porcos, quatro ursos, três ratos e um gato.",Output: 20
79,"I have a piano, four flutes, three violins, a stalk of celery, two drums, two lettuce heads, a trumpet, a potato, an accordion, a clarinet, and three trombones.",20,18~25,"Tenho um piano, quatro flautas, três violinos, um talo de aipo, dois tambores, duas cabeças de alface, um trompete, uma batata, um acordeão, um clarinete e três trombones.",Output: 18
80,"I have a garlic, three cauliflowers, five cabbages, a yam, a nectarine, a stalk of celery, a strawberry, a head of broccoli, an onion, four potatoes, and a carrot.",20,18~25,"Tenho um alho, três couves-flores, cinco repolhos, um inhame, uma nectarina, um talo de aipo, um morango, uma cabeça de brócolis, uma cebola, quatro batatas e uma cenoura.",Output: 19
81,"I have an onion, a head of broccoli, a potato, a yam, four stalks of celery, four garlics, a carrot, a cabbage, three lettuce heads, and a cauliflower.",18,18~25,"Tenho uma cebola, uma cabeça de brócolis, uma batata, um inhame, quatro talos de aipo, quatro alhos, uma cenoura, um repolho, três cabeças de alface e uma couve-flor.",Output: 17
82,"I have three apples, a garlic, two raspberries, a nectarine, two oranges, a stalk of celery, a peach, a plum, three blackberries, a potato, and four strawberries.",20,18~25,"Tenho três maçãs, um alho, duas framboesas, uma nectarina, duas laranjas, um talo de aipo, um pêssego, uma ameixa, três amoras, uma batata e quatro morangos.",Output: 20
83,"I have a blackberry, two carrots, a raspberry, a yam, three garlics, a potato, a cauliflower, three cabbages, an onion, a lettuce head, an orange, and three stalks of celery.",19,18~25,"Tenho uma amora, duas cenouras, uma framboesa, um inhame, três alhos, uma batata, uma couve-flor, três repolhos, uma cebola, uma alface, uma laranja e três talos de aipo.",Output: 18
84,"I have an apple, three blackberries, two strawberries, four nectarines, a banana, an orange, a peach, a plum, a raspberry, five grapes, and a flute.",21,18~25,"Tenho uma maçã, três amoras, dois morangos, quatro nectarinas, uma banana, uma laranja, um pêssego, uma ameixa, uma framboesa, cinco uvas e uma flauta.",Output: 21
85,"I have a grape, two plums, two strawberries, a banana, two blackberries, two nectarines, three donkeys, a peach, three dogs, an apple, an orange, a snake, and a raspberry.",21,18~25,"Tenho uma uva, duas ameixas, dois morangos, uma banana, duas amoras, duas nectarinas, três burros, um pêssego, três cachorros, uma maçã, uma laranja, uma cobra e uma framboesa.",Output: 21
86,"I have a stove, two toasters, a fridge, a bed, two couches, three chairs, three ovens, a microwave, a table, and five cars.",20,18~25,"Tenho um fogão, duas torradeiras, uma geladeira, uma cama, dois sofás, três cadeiras, três fornos, um micro-ondas, uma mesa e cinco carros.",Output: 19
87,"I have a stalk of celery, a lettuce head, five cabbages, a garlic, a grape, an onion, a cauliflower, a strawberry, two carrots, a potato, a yam, a nectarine, and a head of broccoli.",18,18~25,"Tenho um talo de aipo, uma cabeça de alface, cinco repolhos, um alho, uma uva, uma cebola, uma couve-flor, um morango, duas cenouras, uma batata, um inhame, uma nectarina e uma cabeça de brócolis.",Output: 17
88,"I have four stoves, a fridge, a table, three toasters, a chair, a car, two beds, an oven, and four couches.",18,18~25,"Tenho quatro fogões, uma geladeira, uma mesa, três torradeiras, uma cadeira, um carro, duas camas, um forno e quatro sofás.",Output: 17
89,"I have a cow, a carrot, a cat, three donkeys, two frogs, a stalk of celery, a goat, a cabbage, a dog, two pigs, a fish, a snail, and four rabbits.",20,18~25,"Tenho uma vaca, uma cenoura, um gato, três burros, dois sapos, um talo de aipo, uma cabra, um repolho, um cachorro, dois porcos, um peixe, um caracol e quatro coelhos.",Output: 20
90,"I have a pig, a table, five snakes, a cow, a bear, a microwave, three fish, a rabbit, a mouse, three frogs, a chicken, two cats, and a bed.",22,18~25,"Tenho um porco, uma mesa, cinco cobras, uma vaca, um urso, um micro-ondas, três peixes, um coelho, um rato, três sapos, uma galinha, dois gatos e uma cama.",Output: 21
91,"I have a head of broccoli, a car, a carrot, a stalk of celery, four cabbages, five potatoes, an onion, a toaster, a yam, an oven, and a garlic.",18,18~25,"Tenho uma cabeça de brócolis, um carro, uma cenoura, um talo de aipo, quatro repolhos, cinco batatas, uma cebola, uma torradeira, um inhame, um forno e um alho.",Output: 17
92,"I have five dogs, two donkeys, a cat, a pig, a mouse, three bears, a snail, a rabbit, two fish, and a cow.",18,18~25,"Tenho cinco cachorros, dois burros, um gato, um porco, um rato, três ursos, um caracol, um coelho, dois peixes e uma vaca.",Output: 17
93,"I have four cabbages, a stalk of celery, a potato, a carrot, three cauliflowers, an apple, a garlic, a lettuce head, two heads of broccoli, an orange, an onion, and four bananas.",21,18~25,"Tenho quatro repolhos, um talo de aipo, uma batata, uma cenoura, três couves-flores, uma maçã, um alho, uma cabeça de alface, duas cabeças de brócolis, uma laranja, uma cebola e quatro bananas.",Output: 21
94,"I have a bed, five toasters, a microwave, four chairs, four fridges, a table, an oven, and a couch.",18,18~25,"Tenho uma cama, cinco torradeiras, um micro-ondas, quatro cadeiras, quatro geladeiras, uma mesa, um forno e um sofá.",Output: 17
95,"I have five drums, three accordions, two flutes, three trumpets, a clarinet, a piano, a violin, and two trombones.",18,18~25,"Tenho cinco tambores, três acordeões, duas flautas, três trompetes, um clarinete, um piano, um violino e dois trombones.",Output: 17
96,"I have a raspberry, a grape, a peach, an orange, a car, three plums, an apple, a nectarine, three bananas, a strawberry, a blackberry, four fridges, and a stove.",20,18~25,"Tenho uma framboesa, uma uva, um pêssego, uma laranja, um carro, três ameixas, uma maçã, uma nectarina, três bananas, um morango, uma amora, quatro geladeiras e um fogão.",Output: 20
97,"I have a head of broccoli, three onions, a carrot, two lettuce heads, four stalks of celery, a cauliflower, a yam, a potato, three cabbages, and a garlic.",18,18~25,"Tenho uma cabeça de brócolis, três cebolas, uma cenoura, duas cabeças de alface, quatro talos de aipo, uma couve-flor, um inhame, uma batata, três repolhos e um alho.",Output: 17
98,"I have three donkeys, a chicken, three bears, a mouse, two goats, three snakes, a frog, a snail, two pigs, and a cow.",18,18~25,"Tenho três burros, uma galinha, três ursos, um rato, duas cabras, três cobras, um sapo, um caracol, dois porcos e uma vaca.",Output: 17
99,"I have a banana, a plum, a raspberry, an apple, two blackberries, a grape, an orange, a strawberry, three peaches, a garlic, and five nectarines.",18,18~25,"Tenho uma banana, uma ameixa, uma framboesa, uma maçã, duas amoras, uma uva, uma laranja, um morango, três pêssegos, um alho e cinco nectarinas.",Output: 16
100,"I have two strawberries, an orange, two raspberries, three plums, a peach, a blackberry, a nectarine, a banana, a grape, and five apples.",18,18~25,"Tenho dois morangos, uma laranja, duas framboesas, três ameixas, um pêssego, uma amora, uma nectarina, uma banana, uma uva e cinco maçãs.",Output: 17
101,"I have a lettuce head, a yam, a stalk of celery, a potato, four cabbages, four garlics, a cow, four onions, a cauliflower, a head of broccoli, and a carrot.",20,18~25,"Tenho uma cabeça de alface, um inhame, um talo de aipo, uma batata, quatro repolhos, quatro alhos, uma vaca, quatro cebolas, uma couve-flor, uma cabeça de brócolis e uma cenoura.",Output: 18
102,"I have three snakes, three cats, a dog, a cow, three snails, a donkey, a goat, a duck, three pigs, and a fish.",18,18~25,"Tenho três cobras, três gatos, um cachorro, uma vaca, três caracóis, um burro, uma cabra, um pato, três porcos e um peixe.",Output: 17
103,"I have two plums, a banana, a strawberry, three blackberries, a cauliflower, a head of broccoli, a raspberry, two grapes, five nectarines, and a peach.",18,18~25,"Tenho duas ameixas, uma banana, um morango, três amoras, uma couve-flor, uma cabeça de brócolis, uma framboesa, duas uvas, cinco nectarinas e um pêssego.",Output: 17
